tick,mother_id,child_id,r,benefit,cost,success
0,76,77,0.5,0.008,0.03,True
0,72,73,0.5,0.008,0.03,True
0,84,85,0.5,0.008,0.03,True
0,88,85,0.0,0.0,0.03,True
0,90,91,0.5,0.008,0.03,True
0,78,79,0.5,0.008,0.03,True
1,90,91,0.5,0.008,0.03,True
1,88,89,0.5,0.016,0.03,True
2,88,85,0.0,0.016,0.03,True
3,78,93,0.0,0.032,0.04,True
3,92,79,0.0,0.024,0.045,True
3,86,73,0.0,0.024,0.045,True
3,84,89,0.0,0.016,0.04,True
4,72,75,0.0,0.04,0.045,True
4,90,91,0.5,0.024,0.034999999999999996,True
4,92,79,0.0,0.008,0.03,True
5,84,85,0.5,0.024,0.034999999999999996,True
6,78,79,0.5,0.016,0.04,True
7,88,89,0.5,0.032,0.03,True
7,86,75,0.0,0.024,0.045,True
7,82,83,0.5,0.064,0.065,True
8,92,93,0.5,0.04,0.045,True
9,76,83,0.0,0.016,0.06,True
9,90,91,0.5,0.04,0.034999999999999996,True
9,88,85,0.0,0.032,0.034999999999999996,True
10,80,95,0.0,0.08800000000000002,0.07999999999999999,True
10,72,81,0.0,0.08800000000000002,0.055,True
11,88,89,0.5,0.032,0.034999999999999996,True
11,72,81,0.0,0.008,0.03,True
11,86,73,0.0,0.064,0.045,True
12,82,77,0.0,0.09600000000000003,0.05,True
12,72,81,0.0,0.008,0.03,True
12,86,73,0.0,0.008,0.03,True
12,84,89,0.0,0.008,0.04,True
13,86,73,0.0,0.008,0.03,True
14,78,79,0.5,0.064,0.04,True
14,90,91,0.5,0.04,0.03,True
14,86,73,0.0,0.008,0.03,True
14,84,85,0.5,0.04,0.034999999999999996,True
15,86,73,0.0,0.008,0.03,True
15,92,79,0.0,0.008,0.045,True
15,90,91,0.5,0.008,0.03,True
16,84,89,0.0,0.032,0.034999999999999996,True
16,94,81,0.0,0.032,0.09,True
17,84,89,0.0,0.008,0.03,True
17,94,81,0.0,0.008,0.03,True
17,78,93,0.0,0.07200000000000001,0.04,True
18,92,93,0.5,0.008,0.04,True
18,84,89,0.0,0.008,0.03,True
18,94,81,0.0,0.008,0.03,True
19,84,89,0.0,0.008,0.03,True
20,78,79,0.5,0.04,0.04,True
20,84,89,0.0,0.008,0.03,True
20,88,81,0.0,0.016,0.065,True
21,84,89,0.0,0.008,0.03,True
23,86,75,0.0,0.12800000000000006,0.05,True
23,94,75,0.0,0.0,0.05,True
25,72,87,0.0,0.2,0.065,True
26,74,87,0.0,0.01600000000000012,0.13,True
27,82,83,0.5,0.14400000000000007,0.07999999999999999,True
32,86,95,0.0,0.1760000000000001,0.07,True
32,84,85,0.5,0.14400000000000007,0.05,True
33,86,95,0.0,0.008,0.03,True
34,84,89,0.0,0.10400000000000004,0.034999999999999996,True
34,86,95,0.0,0.008,0.03,True
36,82,83,0.5,0.07200000000000001,0.06,True
41,90,91,0.5,0.2,0.135,True
43,78,93,0.0,0.2,0.08499999999999999,True
43,84,89,0.0,0.07200000000000001,0.045,True
44,92,93,0.5,0.008000000000000111,0.08499999999999999,True
45,88,89,0.5,0.016,0.115,True
45,94,81,0.0,0.2,0.12000000000000001,True
45,84,85,0.5,0.10400000000000004,0.034999999999999996,True
46,78,79,0.5,0.2,0.04,True
48,92,79,0.0,0.02400000000000012,0.045,True
50,90,91,0.5,0.08000000000000013,0.07,True
52,74,75,0.5,0.2,0.13,True
53,92,93,0.5,0.07200000000000001,0.045,True
56,92,79,0.0,0.064,0.04,True
57,88,85,0.0,0.09600000000000003,0.05,True
58,88,85,0.0,0.008,0.03,True
59,88,85,0.0,0.008,0.03,True
60,88,85,0.0,0.008,0.03,True
60,76,83,0.0,0.19200000000000012,0.11,True
65,82,77,0.0,0.2,0.13,True
66,82,77,0.0,0.2,0.03,True
66,94,73,0.0,0.2,0.11,True
69,78,95,0.0,0.2,0.115,True
69,94,87,0.0,0.2,0.04,True
69,92,95,0.0,0.08000000000000018,0.05,True
70,92,95,0.0,0.008,0.03,True
70,78,95,0.0,0.0,0.03,True
70,82,77,0.0,0.0640000000000003,0.03,True
72,84,89,0.0,0.2,0.105,True
75,78,81,0.0,0.2,0.05,True
81,88,85,0.0,0.1680000000000001,0.09999999999999999,True
91,90,91,0.5,0.2,0.19500000000000006,True
93,84,89,0.0,0.18400000000000022,0.09499999999999999,True
96,90,91,0.5,0.16800000000000026,0.034999999999999996,True
