tick,mother_id,mother_energy,winner_domain,chosen_child_id,chosen_r,chosen_distress,chosen_distance,candidate_child_ids,candidate_r,candidate_distress,candidate_distance
4,14580,0.9788,care,14559,0.0,0.1915,3,14557;14559;14571;14573;14575;14581;14585;14587;14589;14593;14595;14603;14605,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.0705;0.1915;0.2075;0.2075;0.2075;0.2075;0.2700;0.2075;0.2700;0.2075;0.2700;0.2075;0.3325,5;3;4;8;6;3;4;8;5;7;4;5;8
4,14588,0.9788,care,14583,0.0,0.3325,8,14557;14559;14571;14573;14575;14581;14583;14585;14589;14593;14595;14603;14605,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.0705;0.1915;0.2075;0.2075;0.2075;0.2075;0.3325;0.2700;0.2700;0.2075;0.2700;0.2075;0.3325,2;4;1;5;5;6;8;4;4;4;6;5;7
4,14592,0.9538,care,14559,0.0,0.1915,2,14557;14559;14569;14571;14573;14575;14581;14583;14585;14587;14589;14593;14595;14603,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.0705;0.1915;0.0825;0.2075;0.2075;0.2075;0.2075;0.3325;0.2700;0.2075;0.2700;0.2075;0.2700;0.2075,1;2;8;2;4;7;7;7;2;7;6;3;7;3
4,14570,0.9538,care,14559,0.0,0.1915,2,14555;14557;14559;14569;14571;14573;14575;14581;14583;14585;14587;14589;14593;14595;14603,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2620;0.0705;0.1915;0.0825;0.2075;0.2075;0.2075;0.2075;0.3325;0.2700;0.2075;0.2700;0.2075;0.2700;0.2075,8;1;2;7;3;3;8;8;7;1;6;7;3;8;2
4,14604,0.9788,care,14583,0.0,0.3325,5,14557;14559;14571;14573;14575;14583;14585;14589;14593;14603;14605,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.0705;0.1915;0.2075;0.2075;0.2075;0.3325;0.2700;0.2700;0.2075;0.2075;0.3325,4;6;2;6;3;5;6;4;2;7;5
4,14594,0.9788,care,14557,0.0,0.07050000000000001,4,14557;14559;14571;14573;14575;14581;14585;14589;14593;14595;14603;14605,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.0705;0.1915;0.2075;0.2075;0.2075;0.2075;0.2700;0.2700;0.2075;0.2700;0.2075;0.3325,4;5;3;7;4;4;5;3;6;4;6;6
4,14564,0.9788,care,14587,0.0,0.2075,5,14555;14561;14565;14569;14577;14579;14587;14591;14597;14599;14601,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2620;0.1955;0.2075;0.0825;0.2075;0.2075;0.2075;0.3165;0.2075;0.1450;0.2700,3;4;3;4;5;7;5;7;5;8;4
4,14566,0.9288,care,14591,0.0,0.3165,1,14567;14577;14591;14601,0.5000;0.0000;0.0000;0.0000,0.2035;0.2075;0.3165;0.2700,3;6;1;6
4,14600,0.9788,care,14591,0.0,0.3165,7,14555;14561;14565;14569;14577;14579;14587;14591;14597;14601,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.2620;0.1955;0.2075;0.0825;0.2075;0.2075;0.2075;0.3165;0.2075;0.2700,4;5;3;4;4;8;5;7;6;4
4,14590,0.9788,care,14591,0.5,0.3165,5,14561;14565;14577;14591;14597;14601,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.1955;0.2075;0.2075;0.3165;0.2075;0.2700,6;4;5;5;8;3
4,14576,0.9788,care,14565,0.0,0.2075,4,14555;14561;14565;14569;14577;14587;14591;14597;14601,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.2620;0.1955;0.2075;0.0825;0.2075;0.2075;0.3165;0.2075;0.2700,5;6;4;5;3;6;6;7;3
4,14552,0.9537642133529365,care,14583,0.0,0.3325,5,14553;14563;14573;14583,0.5000;0.0000;0.0000;0.0000,0.2660;0.0745;0.2075;0.3325,4;5;8;5
4,14574,0.9788,care,14557,0.0,0.07050000000000001,4,14557;14559;14571;14573;14575;14581;14583;14585;14589;14593;14595;14603;14605,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.0705;0.1915;0.2075;0.2075;0.2075;0.2075;0.3325;0.2700;0.2700;0.2075;0.2700;0.2075;0.3325,4;6;2;6;3;7;7;6;2;3;7;7;5
