tick,agent_id,agent_type,lineage_id,generation,cause
94,229,mother,2,0,starvation
96,257,mother,16,0,starvation
99,226,child,0,1,hunger
99,228,child,1,1,hunger
99,230,child,2,1,hunger
99,232,child,3,1,hunger
99,234,child,4,1,hunger
99,236,child,5,1,hunger
99,238,child,6,1,hunger
99,240,child,7,1,hunger
99,242,child,8,1,hunger
99,244,child,9,1,hunger
99,246,child,10,1,hunger
99,248,child,11,1,hunger
99,250,child,12,1,hunger
99,252,child,13,1,hunger
99,254,child,14,1,hunger
99,256,child,15,1,hunger
99,258,child,16,1,hunger
99,260,child,17,1,hunger
99,262,child,18,1,hunger
99,264,child,19,1,hunger
99,266,child,20,1,hunger
99,268,child,21,1,hunger
99,270,child,22,1,hunger
99,272,child,23,1,hunger
99,274,child,24,1,hunger
99,276,child,25,1,hunger
101,259,mother,17,0,starvation
106,237,mother,6,0,starvation
163,227,mother,1,0,starvation
197,245,mother,10,0,starvation
202,263,mother,19,0,starvation
206,239,mother,7,0,starvation
239,261,mother,18,0,starvation
258,273,mother,24,0,starvation
260,271,mother,23,0,starvation
261,255,mother,15,0,starvation
261,294,mother,17,1,starvation
263,300,mother,23,1,starvation
267,301,mother,24,1,starvation
276,233,mother,4,0,starvation
279,291,mother,14,1,starvation
280,287,mother,10,1,starvation
280,290,mother,13,1,starvation
285,295,mother,18,1,starvation
286,278,mother,1,1,starvation
287,279,mother,2,1,starvation
287,281,mother,4,1,starvation
290,293,mother,16,1,starvation
291,302,mother,25,1,starvation
292,299,mother,22,1,starvation
295,296,mother,19,1,starvation
299,292,mother,15,1,starvation
301,243,mother,9,0,starvation
306,285,mother,8,1,starvation
307,269,mother,22,0,starvation
308,286,mother,9,1,starvation
338,283,mother,6,1,starvation
342,251,mother,13,0,starvation
361,241,mother,8,0,starvation
366,231,mother,3,0,starvation
366,253,mother,14,0,starvation
382,265,mother,20,0,starvation
406,280,mother,3,1,starvation
417,225,mother,0,0,starvation
417,288,mother,11,1,starvation
430,298,mother,21,1,starvation
458,277,mother,0,1,starvation
466,267,mother,21,0,starvation
474,275,mother,25,0,starvation
481,247,mother,11,0,starvation
481,297,mother,20,1,starvation
484,249,mother,12,0,starvation
487,289,mother,12,1,starvation
491,235,mother,5,0,starvation
495,282,mother,5,1,starvation
497,284,mother,7,1,starvation
