tick,mother_id,child_id,r,benefit,cost,success
0,0,1,0.5,0.008,0.03,True
0,18,19,0.5,0.008,0.03,True
0,12,13,0.5,0.008,0.03,True
0,6,7,0.5,0.008,0.03,True
0,4,5,0.5,0.008,0.03,True
0,16,13,0.0,0.0,0.03,True
2,52,7,0.0,0.016,0.04,True
3,24,5,0.0,0.024,0.034999999999999996,True
3,20,7,0.0,0.008,0.045,True
3,44,5,0.0,0.0,0.045,True
3,6,21,0.0,0.032,0.04,True
3,30,19,0.0,0.024,0.045,True
4,18,31,0.0,0.04,0.045,True
5,18,31,0.0,0.008,0.03,True
5,30,57,0.0,0.048,0.034999999999999996,True
6,32,9,0.0,0.056,0.045,True
6,54,17,0.0,0.056,0.04,True
7,48,49,0.5,0.064,0.065,True
8,0,3,0.0,0.07200000000000001,0.05,True
8,52,7,0.0,0.04,0.055,True
8,2,3,0.5,0.0,0.07,True
9,4,17,0.0,0.024,0.07,True
9,16,17,0.5,0.0,0.07,True
10,48,47,0.0,0.08800000000000002,0.04,True
10,20,7,0.0,0.016,0.06,True
10,44,5,0.0,0.056,0.06,True
11,24,5,0.0,0.008,0.065,True
11,46,47,0.5,0.008,0.07999999999999999,True
11,44,5,0.0,0.0,0.03,True
12,10,5,0.0,0.008,0.09,True
12,2,1,0.0,0.09600000000000003,0.045,True
12,22,35,0.0,0.10400000000000004,0.075,True
12,0,1,0.5,0.0,0.045,True
12,14,51,0.0,0.10400000000000004,0.075,True
12,24,5,0.0,0.0,0.03,True
12,44,5,0.0,0.0,0.03,True
13,24,5,0.0,0.008,0.03,True
13,22,35,0.0,0.008,0.03,True
13,44,5,0.0,0.0,0.03,True
13,10,5,0.0,0.0,0.03,True
13,28,5,0.0,0.0,0.09499999999999999,True
14,10,5,0.0,0.008,0.03,True
14,28,5,0.0,0.0,0.03,True
14,6,53,0.0,0.12000000000000005,0.07999999999999999,True
14,18,31,0.0,0.07200000000000001,0.06,True
14,22,35,0.0,0.008,0.03,True
14,44,5,0.0,0.0,0.03,True
14,24,5,0.0,0.0,0.03,True
15,44,5,0.0,0.008,0.03,True
