tick,agent_id,agent_type,lineage_id,generation,cause
90,741,mother,21,0,starvation
94,717,mother,9,0,starvation
99,700,child,0,1,hunger
99,702,child,1,1,hunger
99,704,child,2,1,hunger
99,706,child,3,1,hunger
99,708,child,4,1,hunger
99,710,child,5,1,hunger
99,712,child,6,1,hunger
99,714,child,7,1,hunger
99,716,child,8,1,hunger
99,718,child,9,1,hunger
99,720,child,10,1,hunger
99,722,child,11,1,hunger
99,724,child,12,1,hunger
99,726,child,13,1,hunger
99,728,child,14,1,hunger
99,730,child,15,1,hunger
99,732,child,16,1,hunger
99,734,child,17,1,hunger
99,736,child,18,1,hunger
99,738,child,19,1,hunger
99,740,child,20,1,hunger
99,742,child,21,1,hunger
99,744,child,22,1,hunger
99,746,child,23,1,hunger
108,743,mother,22,0,starvation
123,727,mother,14,0,starvation
124,703,mother,2,0,starvation
241,739,mother,20,0,starvation
261,749,mother,2,1,starvation
261,761,mother,14,1,starvation
273,763,mother,16,1,starvation
287,723,mother,12,0,starvation
288,751,mother,4,1,starvation
288,770,mother,23,1,starvation
291,750,mother,3,1,starvation
291,755,mother,8,1,starvation
291,758,mother,11,1,starvation
295,767,mother,20,1,starvation
310,748,mother,1,1,starvation
314,764,mother,17,1,starvation
318,725,mother,13,0,starvation
319,709,mother,5,0,starvation
321,701,mother,1,0,starvation
321,707,mother,4,0,starvation
338,756,mother,9,1,starvation
346,735,mother,18,0,starvation
347,731,mother,16,0,starvation
404,759,mother,12,1,starvation
419,753,mother,6,1,starvation
444,762,mother,15,1,starvation
454,760,mother,13,1,starvation
464,737,mother,19,0,starvation
475,721,mother,11,0,starvation
478,715,mother,8,0,starvation
485,766,mother,19,1,starvation
492,745,mother,23,0,starvation
501,733,mother,17,0,starvation
502,769,mother,22,1,starvation
505,765,mother,18,1,starvation
506,711,mother,6,0,starvation
506,719,mother,10,0,starvation
509,699,mother,0,0,starvation
512,705,mother,3,0,starvation
522,747,mother,0,1,starvation
525,768,mother,21,1,starvation
527,754,mother,7,1,starvation
531,729,mother,15,0,starvation
556,752,mother,5,1,starvation
565,713,mother,7,0,starvation
599,757,mother,10,1,starvation
