tick,mother_id,child_id,mother_lineage_id,mother_generation,mother_care_weight,mother_forage_weight,mother_self_weight
99,12872,12884,0,1,0.501600,0.500000,0.500000
99,12873,12885,1,1,0.500640,0.508888,0.500000
99,12874,12886,2,1,0.500080,0.500000,0.500000
99,12875,12887,3,1,0.500720,0.500000,0.500000
99,12876,12888,4,1,0.501040,0.661122,0.500000
99,12877,12889,5,1,0.500000,0.500000,0.601676
99,12878,12890,6,1,0.500000,0.500000,0.500000
99,12879,12891,7,1,0.500960,0.500000,0.500000
99,12880,12892,8,1,0.501120,0.500000,0.500000
99,12881,12893,9,1,0.501520,0.500000,0.500000
99,12882,12894,10,1,0.500000,0.500000,0.500000
99,12883,12895,11,1,0.629351,0.500000,0.500000
199,12896,12908,0,2,0.501600,0.500000,0.500000
199,12897,12909,1,2,0.500640,0.508888,0.500000
199,12898,12910,2,2,0.500080,0.500000,0.500000
199,12899,12911,3,2,0.501840,0.500000,0.500000
199,12900,12912,4,2,0.501040,0.661477,0.500000
199,12901,12913,5,2,0.511316,0.500000,0.601676
199,12902,12914,6,2,0.500720,0.500000,0.500000
199,12903,12915,7,2,0.504400,0.489543,0.500000
199,12904,12916,8,2,0.502560,0.500000,0.500000
199,12905,12917,9,2,0.501520,0.500000,0.500000
199,12906,12918,10,2,0.503600,0.500000,0.500000
199,12907,12919,11,2,0.629351,0.500000,0.500000
299,12920,12932,0,3,0.503600,0.310487,0.500000
299,12921,12933,1,3,0.503200,0.508888,0.500000
299,12922,12934,2,3,0.502480,0.500000,0.500000
299,12923,12935,3,3,0.503280,0.500000,0.500000
299,12924,12936,4,3,0.501040,0.661477,0.500000
299,12925,12937,5,3,0.520441,0.500000,0.605993
299,12926,12938,6,3,0.480891,0.500000,0.500000
299,12927,12939,7,3,0.504400,0.489543,0.500000
299,12928,12940,8,3,0.502560,0.500000,0.500000
299,12929,12941,9,3,0.503520,0.500000,0.500000
299,12930,12942,10,3,0.506440,0.500000,0.500000
299,12931,12943,11,3,0.630471,0.500000,0.500000
399,12944,12956,0,4,0.500000,0.500000,0.500000
399,12945,12957,1,4,0.503200,0.508888,0.628149
399,12946,12958,2,4,0.502480,0.500000,0.500000
399,12947,12959,3,4,0.486427,0.500000,0.500000
399,12948,12960,4,4,0.501040,0.661477,0.500000
399,12949,12961,5,4,0.520441,0.500000,0.605993
399,12950,12962,6,4,0.480891,0.500000,0.500000
399,12951,12963,7,4,0.504400,0.489543,0.500000
399,12952,12964,8,4,0.502560,0.500000,0.500000
399,12953,12965,9,4,0.503520,0.500000,0.500000
399,12954,12966,10,4,0.506440,0.500000,0.500000
399,12955,12967,11,4,0.630471,0.500000,0.598186
499,12968,12980,0,5,0.501360,0.500000,0.500000
499,12969,12981,1,5,0.503200,0.508888,0.628149
499,12970,12982,2,5,0.502480,0.500000,0.519084
499,12971,12983,3,5,0.488427,0.500000,0.500000
499,12972,12984,4,5,0.501040,0.661477,0.500000
499,12973,12985,5,5,0.533217,0.500000,0.370216
499,12974,12986,6,5,0.483371,0.500000,0.500000
499,12975,12987,7,5,0.504400,0.489543,0.500000
499,12976,12988,8,5,0.504000,0.374136,0.500000
499,12977,12989,9,5,0.503520,0.500000,0.500000
499,12978,12990,10,5,0.511521,0.500000,0.500000
499,12979,12991,11,5,0.630471,0.500000,0.598186
599,12992,13004,0,6,0.466701,0.500000,0.500000
599,12993,13005,1,6,0.427462,0.508888,0.710087
599,12994,13006,2,6,0.502480,0.500000,0.519084
599,12995,13007,3,6,0.488427,0.500000,0.500000
599,12996,13008,4,6,0.501760,0.661477,0.500000
599,12997,13009,5,6,0.538256,0.500000,0.370216
599,12998,13010,6,6,0.483371,0.407607,0.500000
599,12999,13011,7,6,0.504400,0.489543,0.500000
599,13000,13012,8,6,0.500000,0.500000,0.500000
599,13001,13013,9,6,0.503520,0.500000,0.500000
599,13002,13014,10,6,0.511521,0.609133,0.500000
599,13003,13015,11,6,0.630471,0.654745,0.598186
601,12952,13016,8,4,0.504000,0.500000,0.500000
699,13017,13029,0,7,0.466701,0.500000,0.500000
699,13018,13030,1,7,0.427462,0.508888,0.710087
699,13019,13031,2,7,0.506320,0.500000,0.472347
699,13020,13032,3,7,0.489627,0.631032,0.500000
699,13021,13033,4,7,0.503760,0.661477,0.500000
699,13022,13034,5,7,0.543909,0.551165,0.370216
699,13023,13035,6,7,0.483371,0.407607,0.500000
699,13024,13036,7,7,0.504400,0.489543,0.500000
699,13025,13037,8,7,0.502000,0.500000,0.500000
699,13026,13038,9,7,0.506400,0.500000,0.500000
699,13027,13039,10,7,0.511521,0.609133,0.500000
699,13028,13040,11,7,0.631911,0.654745,0.598186
701,13041,13042,8,5,0.507600,0.500000,0.500000
799,13043,13055,0,8,0.466701,0.500000,0.500000
799,13044,13056,1,8,0.427462,0.508888,0.681907
799,13045,13057,2,8,0.507680,0.500000,0.605753
799,13046,13058,3,8,0.489627,0.631032,0.500000
799,13047,13059,4,8,0.503760,0.661477,0.500000
799,13048,13060,5,8,0.702423,0.551165,0.370216
799,13049,13061,6,8,0.484651,0.407607,0.500000
799,13050,13062,7,8,0.504400,0.489543,0.500000
799,13051,13063,8,8,0.502000,0.500000,0.500000
799,13052,13064,9,8,0.506400,0.500000,0.454151
799,13053,13065,10,8,0.511521,0.609133,0.500000
799,13054,13066,11,8,0.631911,0.654745,0.598186
801,13067,13068,8,6,0.510080,0.500000,0.500000
899,13069,13081,0,9,0.468061,0.500000,0.555031
899,13070,13082,1,9,0.460796,0.508888,0.681907
899,13071,13083,2,9,0.507680,0.415405,0.605753
899,13072,13084,3,9,0.489627,0.631032,0.500000
899,13073,13085,4,9,0.503760,0.661477,0.500000
899,13074,13086,5,9,0.763502,0.551165,0.370216
899,13075,13087,6,9,0.484651,0.407607,0.390713
899,13076,13088,7,9,0.504400,0.489543,0.500000
899,13077,13089,8,9,0.502000,0.500000,0.500000
899,13078,13090,9,9,0.506400,0.500000,0.454151
899,13079,13091,10,9,0.511521,0.567930,0.500000
899,13080,13092,11,9,0.631911,0.654745,0.592817
901,13093,13094,8,7,0.513840,0.500000,0.500000
999,13095,13107,0,10,0.470061,0.500000,0.555031
999,13096,13108,1,10,0.449094,0.508888,0.681907
999,13097,13109,2,10,0.509597,0.415405,0.605753
999,13098,13110,3,10,0.491307,0.631032,0.500000
999,13099,13111,4,10,0.503760,0.661477,0.500000
999,13100,13112,5,10,0.763502,0.551165,0.370216
999,13101,13113,6,10,0.500000,0.500000,0.500000
999,13102,13114,7,10,0.504400,0.489543,0.689246
999,13103,13115,8,10,0.425589,0.500000,0.500000
999,13104,13116,9,10,0.507440,0.627958,0.454151
999,13105,13117,10,10,0.513624,0.567930,0.500000
999,13106,13118,11,10,0.631911,0.654745,0.592817
1001,13119,13120,8,8,0.515840,0.500000,0.500000
1099,13121,13133,0,11,0.470621,0.500000,0.775867
1099,13122,13134,1,11,0.449094,0.508888,0.681907
1099,13123,13135,2,11,0.653264,0.415405,0.605753
1099,13124,13136,3,11,0.491307,0.631032,0.429967
1099,13125,13137,4,11,0.503760,0.703857,0.500000
1099,13126,13138,5,11,0.763502,0.551165,0.370216
1099,13127,13139,6,11,0.500000,0.500000,0.500000
1099,13128,13140,7,11,0.513870,0.489543,0.689246
1099,13129,13141,8,11,0.389914,0.500000,0.500000
1099,13130,13142,9,11,0.446415,0.627958,0.454151
1099,13131,13143,10,11,0.513624,0.412704,0.401573
1099,13132,13144,11,11,0.631911,0.654745,0.592817
1101,13145,13146,8,9,0.515840,0.500000,0.500000
1199,13147,13159,0,12,0.470621,0.500000,0.775867
1199,13148,13160,1,12,0.449094,0.508888,0.681907
1199,13149,13161,2,12,0.500000,0.500000,0.500000
1199,13150,13162,3,12,0.492747,0.631032,0.370243
1199,13151,13163,4,12,0.475647,0.703857,0.500000
1199,13152,13164,5,12,0.500000,0.500000,0.500000
1199,13153,13165,6,12,0.500000,0.500000,0.500000
1199,13154,13166,7,12,0.520256,0.489543,0.689246
1199,13155,13167,8,12,0.389914,0.500000,0.500000
1199,13156,13168,9,12,0.446415,0.627958,0.454151
1199,13157,13169,10,12,0.516989,0.412704,0.401573
1199,13158,13170,11,12,0.631911,0.654745,0.592817
1201,13171,13172,8,10,0.642550,0.500000,0.500000
1299,13173,13185,0,13,0.470621,0.500000,0.775867
1299,13174,13186,1,13,0.449094,0.508888,0.832006
1299,13175,13187,2,13,0.500000,0.500000,0.500000
1299,13176,13188,3,13,0.492747,0.631032,0.370243
1299,13177,13189,4,13,0.334997,0.703857,0.500000
1299,13178,13190,5,13,0.500000,0.500000,0.500000
1299,13179,13191,6,13,0.496805,0.500000,0.500000
1299,13180,13192,7,13,0.520256,0.489543,0.689246
1299,13181,13193,8,13,0.389914,0.500000,0.500000
1299,13182,13194,9,13,0.577148,0.627958,0.454151
