tick,mother_id,child_id,r,benefit,cost,success,mother_lineage_id,child_lineage_id,is_own_child
0,12864,12865,0.5,0.008,0.03,True,8,8,True
0,12850,12849,0.0,0.008,0.03,True,1,0,False
0,12852,12853,0.5,0.008,0.03,True,2,2,True
0,12848,12849,0.5,0.0,0.03,True,0,0,True
0,12866,12865,0.0,0.0,0.03,True,9,8,False
0,12862,12863,0.5,0.008,0.03,True,7,7,True
0,12854,12855,0.5,0.008,0.03,True,3,3,True
0,12856,12857,0.5,0.008,0.03,True,4,4,True
1,12866,12867,0.5,0.016,0.03,True,9,9,True
1,12848,12851,0.0,0.016,0.03,True,0,1,False
1,12854,12855,0.5,0.008,0.03,True,3,3,True
1,12850,12851,0.5,0.0,0.03,True,1,1,True
2,12850,12849,0.0,0.016,0.03,True,1,0,False
2,12848,12849,0.5,0.0,0.03,True,0,0,True
2,12854,12855,0.5,0.008,0.03,True,3,3,True
2,12866,12865,0.0,0.016,0.03,True,9,8,False
3,12864,12867,0.0,0.016,0.04,True,8,9,False
3,12870,12857,0.0,0.024,0.045,True,11,4,False
4,12850,12849,0.0,0.016,0.03,True,1,0,False
4,12864,12867,0.0,0.008,0.03,True,8,9,False
5,12848,12849,0.5,0.008,0.034999999999999996,True,0,0,True
5,12862,12869,0.0,0.048,0.05,True,7,10,False
5,12866,12867,0.5,0.008,0.034999999999999996,True,9,9,True
6,12854,12855,0.5,0.032,0.03,True,3,3,True
6,12848,12851,0.0,0.04,0.03,True,0,1,False
7,12860,12871,0.0,0.064,0.065,True,6,11,False
7,12854,12855,0.5,0.008,0.03,True,3,3,True
7,12866,12865,0.0,0.04,0.034999999999999996,True,9,8,False
7,12850,12851,0.5,0.008,0.034999999999999996,True,1,1,True
7,12864,12865,0.5,0.0,0.034999999999999996,True,8,8,True
8,12854,12855,0.5,0.008,0.03,True,3,3,True
11,12850,12849,0.0,0.048,0.034999999999999996,True,1,0,False
11,12864,12867,0.0,0.048,0.03,True,8,9,False
11,12856,12861,0.0,0.09600000000000003,0.07999999999999999,True,4,6,False
12,12866,12867,0.5,0.008,0.034999999999999996,True,9,9,True
13,12864,12865,0.5,0.048,0.034999999999999996,True,8,8,True
14,12866,12865,0.0,0.008,0.034999999999999996,True,9,8,False
14,12864,12867,0.0,0.016,0.03,True,8,9,False
15,12856,12857,0.5,0.09600000000000003,0.045,True,4,4,True
15,12848,12851,0.0,0.064,0.05,True,0,1,False
17,12866,12865,0.0,0.024,0.034999999999999996,True,9,8,False
17,12864,12865,0.5,0.0,0.034999999999999996,True,8,8,True
18,12850,12851,0.5,0.024,0.04,True,1,1,True
19,12860,12871,0.0,0.09600000000000003,0.08499999999999999,True,6,11,False
19,12850,12849,0.0,0.064,0.03,True,1,0,False
19,12856,12871,0.0,0.0,0.045,True,4,11,False
20,12866,12865,0.0,0.024,0.034999999999999996,True,9,8,False
20,12850,12849,0.0,0.008,0.03,True,1,0,False
21,12850,12849,0.0,0.008,0.03,True,1,0,False
22,12864,12865,0.5,0.016,0.04,True,8,8,True
22,12868,12871,0.0,0.024,0.14,True,10,11,False
22,12850,12849,0.0,0.008,0.03,True,1,0,False
24,12848,12849,0.5,0.016,0.04,True,0,0,True
25,12848,12851,0.0,0.056,0.03,True,0,1,False
27,12860,12857,0.0,0.09600000000000003,0.065,True,6,4,False
27,12866,12865,0.0,0.04,0.04,True,9,8,False
27,12850,12851,0.5,0.016,0.04,True,1,1,True
28,12860,12857,0.0,0.008,0.03,True,6,4,False
29,12864,12865,0.5,0.016,0.045,True,8,8,True
29,12860,12857,0.0,0.008,0.03,True,6,4,False
29,12866,12867,0.5,0.12000000000000005,0.034999999999999996,True,9,9,True
30,12860,12857,0.0,0.008,0.03,True,6,4,False
30,12854,12853,0.0,0.2,0.13,True,3,2,False
30,12848,12849,0.5,0.048,0.034999999999999996,True,0,0,True
31,12866,12865,0.0,0.016,0.03,True,9,8,False
31,12848,12851,0.0,0.032,0.03,True,0,1,False
32,12868,12863,0.0,0.2,0.075,True,10,7,False
32,12848,12851,0.0,0.008,0.03,True,0,1,False
32,12866,12865,0.0,0.008,0.03,True,9,8,False
33,12866,12865,0.0,0.008,0.03,True,9,8,False
34,12866,12865,0.0,0.008,0.03,True,9,8,False
34,12850,12851,0.5,0.016,0.045,True,1,1,True
35,12866,12865,0.0,0.008,0.03,True,9,8,False
36,12862,12863,0.5,0.08800000000000019,0.18000000000000005,True,7,7,True
38,12864,12865,0.5,0.024,0.045,True,8,8,True
38,12860,12859,0.0,0.2,0.065,True,6,5,False
38,12856,12861,0.0,0.2,0.12000000000000001,True,4,6,False
39,12856,12861,0.0,0.024000000000000125,0.03,True,4,6,False
40,12856,12861,0.0,0.008,0.03,True,4,6,False
41,12860,12859,0.0,0.13600000000000023,0.034999999999999996,True,6,5,False
41,12848,12849,0.5,0.08800000000000002,0.045,True,0,0,True
41,12864,12867,0.0,0.09600000000000003,0.034999999999999996,True,8,9,False
41,12856,12861,0.0,0.008,0.03,True,4,6,False
42,12856,12861,0.0,0.008,0.03,True,4,6,False
42,12848,12851,0.0,0.064,0.03,True,0,1,False
42,12864,12867,0.0,0.008,0.03,True,8,9,False
43,12864,12867,0.0,0.008,0.03,True,8,9,False
43,12848,12851,0.0,0.008,0.03,True,0,1,False
44,12848,12851,0.0,0.008,0.03,True,0,1,False
44,12864,12867,0.0,0.008,0.03,True,8,9,False
45,12848,12851,0.0,0.008,0.03,True,0,1,False
45,12864,12867,0.0,0.008,0.03,True,8,9,False
46,12850,12859,0.0,0.04,0.065,True,1,5,False
46,12864,12867,0.0,0.008,0.03,True,8,9,False
46,12848,12851,0.0,0.008,0.03,True,0,1,False
47,12866,12861,0.0,0.04,0.065,True,9,6,False
47,12864,12867,0.0,0.008,0.03,True,8,9,False
47,12848,12851,0.0,0.008,0.03,True,0,1,False
48,12860,12859,0.0,0.016,0.04,True,6,5,False
48,12866,12861,0.0,0.008,0.03,True,9,6,False
48,12864,12867,0.0,0.008,0.03,True,8,9,False
49,12864,12867,0.0,0.008,0.03,True,8,9,False
49,12862,12861,0.0,0.008,0.09,True,7,6,False
49,12858,12857,0.0,0.15200000000000008,0.27500000000000013,True,5,4,False
50,12862,12861,0.0,0.008,0.03,True,7,6,False
50,12864,12867,0.0,0.008,0.03,True,8,9,False
51,12864,12867,0.0,0.008,0.03,True,8,9,False
51,12868,12863,0.0,0.12000000000000005,0.12000000000000001,True,10,7,False
51,12862,12861,0.0,0.008,0.03,True,7,6,False
52,12864,12867,0.0,0.008,0.03,True,8,9,False
54,12866,12861,0.0,0.024,0.055,True,9,6,False
54,12850,12859,0.0,0.048,0.045,True,1,5,False
55,12858,12861,0.0,0.008,0.055,True,5,6,False
55,12866,12861,0.0,0.0,0.03,True,9,6,False
56,12854,12859,0.0,0.016,0.14500000000000002,True,3,5,False
57,12852,12859,0.0,0.008,0.30500000000000016,True,2,5,False
57,12870,12863,0.0,0.048,0.29500000000000015,True,11,7,False
58,12860,12859,0.0,0.008,0.075,True,6,5,False
60,12858,12857,0.0,0.08800000000000002,0.05,True,5,4,False
62,12862,12861,0.0,0.056,0.05,True,7,6,False
63,12850,12857,0.0,0.024,0.065,True,1,4,False
64,12848,12851,0.0,0.13600000000000007,0.065,True,0,1,False
64,12856,12863,0.0,0.056,0.11,True,4,7,False
65,12848,12851,0.0,0.008,0.03,True,0,1,False
66,12848,12851,0.0,0.008,0.03,True,0,1,False
66,12856,12863,0.0,0.016,0.03,True,4,7,False
66,12862,12861,0.0,0.032,0.045,True,7,6,False
67,12858,12857,0.0,0.032,0.03,True,5,4,False
69,12866,12857,0.0,0.016,0.06,True,9,4,False
69,12850,12857,0.0,0.0,0.055,True,1,4,False
70,12864,12867,0.0,0.14400000000000007,0.065,True,8,9,False
71,12864,12867,0.0,0.008,0.03,True,8,9,False
73,12868,12863,0.0,0.056,0.105,True,10,7,False
73,12858,12871,0.0,0.2,0.055,True,5,11,False
74,12870,12869,0.0,0.2,0.05,True,11,10,False
76,12866,12859,0.0,0.14400000000000007,0.06,True,9,5,False
85,12852,12855,0.0,0.2,0.125,True,2,3,False
85,12856,12861,0.0,0.15200000000000008,0.07999999999999999,True,4,6,False
86,12852,12855,0.0,0.2,0.03,True,2,3,False
87,12866,12859,0.0,0.08800000000000002,0.045,True,9,5,False
89,12862,12861,0.0,0.032,0.08499999999999999,True,7,6,False
89,12848,12851,0.0,0.1840000000000001,0.07999999999999999,True,0,1,False
94,12850,12857,0.0,0.2,0.09999999999999999,True,1,4,False
94,12864,12867,0.0,0.1840000000000001,0.075,True,8,9,False
95,12868,12863,0.0,0.1760000000000001,0.08499999999999999,True,10,7,False
98,12866,12855,0.0,0.2,0.07999999999999999,True,9,3,False
100,12852,12886,0.25,0.008,0.06,True,2,2,False
101,12850,12888,0.0,0.016,0.05,True,1,4,False
102,12858,12886,0.0,0.016,0.13,True,5,2,False
105,12877,12889,0.5,0.048,0.034999999999999996,True,5,5,True
108,12875,12887,0.5,0.07200000000000001,0.04,True,3,3,True
108,12878,12890,0.5,0.07200000000000001,0.06,True,6,6,True
110,12882,12894,0.5,0.08800000000000002,0.05,True,10,10,True
110,12877,12889,0.5,0.04,0.04,True,5,5,True
111,12873,12884,0.0,0.09600000000000003,0.055,True,1,0,False
112,12873,12884,0.0,0.008,0.03,True,1,0,False
112,12881,12892,0.0,0.10400000000000004,0.05,True,9,8,False
113,12873,12884,0.0,0.008,0.03,True,1,0,False
113,12875,12887,0.5,0.04,0.04,True,3,3,True
113,12881,12892,0.0,0.008,0.03,True,9,8,False
114,12873,12884,0.0,0.008,0.03,True,1,0,False
114,12881,12892,0.0,0.008,0.03,True,9,8,False
115,12881,12892,0.0,0.008,0.03,True,9,8,False
115,12873,12884,0.0,0.008,0.03,True,1,0,False
116,12881,12892,0.0,0.008,0.03,True,9,8,False
116,12873,12884,0.0,0.008,0.03,True,1,0,False
117,12877,12889,0.5,0.056,0.04,True,5,5,True
117,12879,12891,0.5,0.14400000000000007,0.105,True,7,7,True
117,12881,12892,0.0,0.008,0.03,True,9,8,False
118,12881,12892,0.0,0.008,0.03,True,9,8,False
119,12881,12892,0.0,0.008,0.03,True,9,8,False
119,12882,12894,0.5,0.07200000000000001,0.07,True,10,10,True
120,12881,12892,0.0,0.008,0.03,True,9,8,False
121,12881,12892,0.0,0.008,0.03,True,9,8,False
122,12878,12895,0.0,0.1840000000000001,0.09499999999999999,True,6,11,False
124,12877,12889,0.5,0.056,0.06,True,5,5,True
126,12848,12884,0.25,0.08000000000000002,0.075,True,0,0,False
128,12866,12887,0.0,0.12000000000000005,0.045,True,9,3,False
130,12864,12890,0.0,0.1760000000000001,0.06,True,8,6,False
130,12882,12895,0.0,0.064,0.07999999999999999,True,10,11,False
132,12858,12886,0.0,0.2,0.065,True,5,2,False
139,12880,12892,0.5,0.14400000000000007,0.15000000000000002,True,8,8,True
140,12877,12889,0.5,0.12800000000000006,0.105,True,5,5,True
141,12872,12885,0.0,0.2,0.105,True,0,1,False
143,12880,12893,0.0,0.2,0.034999999999999996,True,8,9,False
144,12880,12893,0.0,0.16000000000000025,0.03,True,8,9,False
144,12866,12886,0.0,0.1360000000000002,0.09999999999999999,True,9,2,False
147,12875,12886,0.0,0.024,0.17000000000000004,True,3,2,False
150,12872,12885,0.0,0.2,0.04,True,0,1,False
151,12872,12885,0.0,0.016000000000000285,0.03,True,0,1,False
152,12882,12895,0.0,0.1760000000000001,0.12000000000000001,True,10,11,False
152,12872,12885,0.0,0.008,0.03,True,0,1,False
153,12872,12885,0.0,0.008,0.03,True,0,1,False
154,12872,12885,0.0,0.008,0.03,True,0,1,False
154,12877,12888,0.0,0.2,0.05,True,5,4,False
154,12873,12892,0.0,0.12000000000000005,0.13,True,1,8,False
155,12868,12887,0.0,0.2,0.14,True,10,3,False
