tick,mother_id,mother_energy,winner_domain,chosen_child_id,chosen_r,chosen_distress,chosen_distance,candidate_child_ids,candidate_r,candidate_distress,candidate_distance
4,14821,0.9788,care,14832,0.0,0.3325,6,14794;14812;14814;14822;14824;14832;14840,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.2540;0.0825;0.2700;0.1450;0.2075;0.3325;0.1450,3;3;7;2;8;6;3
4,14829,0.9788,care,14798,0.0,0.3325,7,14790;14792;14798;14808;14818;14828;14830;14834;14836,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.2540;0.1915;0.3325;0.2700;0.2075;0.2075;0.2700;0.2075;0.2700,3;6;7;7;4;7;4;4;6
4,14837,0.9788,care,14838,0.5,0.3325,5,14794;14800;14812;14822;14828;14836;14838;14840,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.2540;0.1370;0.0825;0.1450;0.2075;0.2700;0.3325;0.1450,3;8;7;8;7;8;5;6
4,14813,0.9788,care,14832,0.0,0.3325,4,14794;14812;14814;14822;14824;14828;14832;14836;14840,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2540;0.0825;0.2700;0.1450;0.2075;0.2075;0.3325;0.2700;0.1450,4;1;4;4;5;8;4;8;6
4,14825,0.9788,care,14796,0.0,0.266,4,14792;14796;14804;14816;14826,0.0000;0.0000;0.0000;0.0000;0.5000,0.1915;0.2660;0.2035;0.1410;0.3325,7;4;6;6;5
4,14797,0.9788,care,14790,0.0,0.254,4,14790;14792;14796;14798;14806;14818;14828;14830;14834;14836,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2540;0.1915;0.2660;0.3325;0.1450;0.2075;0.2075;0.2700;0.2075;0.2700,4;5;8;5;8;2;6;3;5;5
4,14793,0.9537934986211694,care,14824,0.0,0.2075,5,14794;14812;14814;14822;14824;14832;14840,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2540;0.0825;0.2700;0.1450;0.2075;0.3325;0.1450,4;2;4;3;5;3;6
4,14833,0.9538,care,14792,0.0,0.1915,7,14790;14792;14798;14808;14818;14828;14830;14834;14836,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.2540;0.1915;0.3325;0.2700;0.2075;0.2075;0.2700;0.2075;0.2700,2;7;7;7;4;8;5;3;7
4,14805,0.9788,care,14792,0.0,0.1915,7,14792;14796;14798;14806;14818;14830;14834,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.1915;0.2660;0.3325;0.1450;0.2075;0.2700;0.2075,7;8;3;2;5;8;8
4,14835,0.9538,care,14798,0.0,0.3325,6,14792;14798;14818;14828;14830;14836,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.1915;0.3325;0.2075;0.2075;0.2700;0.2700,1;6;7;4;3;4
4,14827,0.9788,care,14798,0.0,0.3325,7,14792;14798;14818;14828;14830;14836,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.1915;0.3325;0.2075;0.2075;0.2700;0.2700,2;7;7;3;3;3
4,14817,0.9788,care,14798,0.0,0.3325,6,14790;14792;14798;14808;14818;14828;14830;14834;14836,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.2540;0.1915;0.3325;0.2700;0.2075;0.2075;0.2700;0.2075;0.2700,3;7;6;8;3;8;5;3;7
4,14811,0.9788,care,14824,0.0,0.2075,7,14794;14812;14814;14822;14824;14828;14832;14836;14838;14840,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2540;0.0825;0.2700;0.1450;0.2075;0.2075;0.3325;0.2700;0.3325;0.1450,3;1;5;6;7;6;6;6;8;5
