tick,mother_id,child_id,mother_lineage_id,mother_generation,mother_care_weight,mother_forage_weight,mother_self_weight
99,5656,5668,0,1,0.704582,0.500000,0.572816
99,5657,5669,1,1,0.501440,0.500000,0.500000
99,5658,5670,2,1,0.610315,0.500000,0.500000
99,5659,5671,3,1,0.447732,0.500000,0.500000
99,5660,5672,4,1,0.501280,0.500000,0.561306
99,5661,5673,5,1,0.500000,0.500000,0.500000
99,5662,5674,6,1,0.500160,0.500000,0.500000
99,5663,5675,7,1,0.500080,0.500000,0.500000
99,5664,5676,8,1,0.153817,0.500000,0.500000
99,5665,5677,9,1,0.500000,0.500000,0.500000
99,5666,5678,10,1,0.500560,0.500000,0.500000
99,5667,5679,11,1,0.500000,0.500000,0.500000
199,5680,5692,0,2,0.706582,0.500000,0.572816
199,5681,5693,1,2,0.505520,0.500000,0.500000
199,5682,5694,2,2,0.610315,0.500000,0.500000
199,5683,5695,3,2,0.447732,0.500000,0.483117
199,5684,5696,4,2,0.505040,0.500000,0.561306
199,5685,5697,5,2,0.500000,0.500000,0.500000
199,5686,5698,6,2,0.550677,0.500000,0.558720
199,5687,5699,7,2,0.500080,0.500000,0.500000
199,5688,5700,8,2,0.153817,0.500000,0.500000
199,5689,5701,9,2,0.500000,0.500000,0.500000
199,5690,5702,10,2,0.426105,0.500000,0.500000
199,5691,5703,11,2,0.303067,0.500000,0.505121
299,5704,5716,0,3,0.500000,0.500000,0.500000
299,5705,5717,1,3,0.505520,0.500000,0.500000
299,5706,5718,2,3,0.610315,0.500000,0.500000
299,5707,5719,3,3,0.447732,0.500000,0.483117
299,5708,5720,4,3,0.505520,0.500000,0.561306
299,5709,5721,5,3,0.500000,0.534339,0.500000
299,5710,5722,6,3,0.550677,0.500000,0.558720
299,5711,5723,7,3,0.500080,0.500000,0.500000
299,5712,5724,8,3,0.153817,0.500000,0.500000
299,5713,5725,9,3,0.500000,0.500000,0.500000
299,5714,5726,10,3,0.427896,0.500000,0.500000
299,5715,5727,11,3,0.303067,0.360696,0.505121
399,5728,5740,0,4,0.500000,0.500000,0.500000
399,5729,5741,1,4,0.505520,0.500000,0.500000
399,5730,5742,2,4,0.610315,0.500000,0.500000
399,5731,5743,3,4,0.447732,0.500000,0.483117
399,5732,5744,4,4,0.505520,0.500000,0.554363
399,5733,5745,5,4,0.500000,0.534339,0.500000
399,5734,5746,6,4,0.550677,0.500000,0.558720
399,5735,5747,7,4,0.500000,0.500000,0.500000
