tick,agent_id,agent_type,lineage_id,generation,cause
99,12663,child,0,1,hunger
99,12665,child,1,1,hunger
99,12667,child,2,1,hunger
99,12669,child,3,1,hunger
99,12671,child,4,1,hunger
99,12673,child,5,1,hunger
99,12675,child,6,1,hunger
99,12677,child,7,1,hunger
99,12679,child,8,1,hunger
99,12681,child,9,1,hunger
99,12683,child,10,1,hunger
99,12685,child,11,1,hunger
155,12670,mother,4,0,starvation
191,12684,mother,11,0,starvation
194,12680,mother,9,0,starvation
199,12698,child,0,2,hunger
199,12699,child,1,2,hunger
199,12700,child,2,2,hunger
199,12701,child,3,2,hunger
199,12702,child,4,2,hunger
199,12703,child,5,2,hunger
199,12704,child,6,2,hunger
199,12705,child,7,2,hunger
199,12706,child,8,2,hunger
199,12707,child,9,2,hunger
199,12708,child,10,2,hunger
199,12709,child,11,2,hunger
220,12678,mother,8,0,starvation
221,12689,mother,3,1,starvation
222,12676,mother,7,0,starvation
239,12696,mother,10,1,starvation
248,12674,mother,6,0,starvation
259,12672,mother,5,0,starvation
266,12668,mother,3,0,starvation
279,12697,mother,11,1,starvation
281,12688,mother,2,1,starvation
287,12690,mother,4,1,starvation
290,12694,mother,8,1,starvation
293,12692,mother,6,1,starvation
299,12722,child,0,3,hunger
299,12723,child,1,3,hunger
299,12724,child,2,3,hunger
299,12725,child,3,3,hunger
299,12726,child,4,3,hunger
299,12727,child,5,3,hunger
299,12728,child,6,3,hunger
299,12729,child,7,3,hunger
299,12730,child,8,3,hunger
299,12731,child,9,3,hunger
299,12732,child,10,3,hunger
299,12733,child,11,3,hunger
301,12721,mother,11,2,starvation
308,12720,mother,10,2,starvation
311,12662,mother,0,0,starvation
322,12693,mother,7,1,starvation
331,12719,mother,9,2,starvation
332,12691,mother,5,1,starvation
335,12664,mother,1,0,starvation
335,12717,mother,7,2,starvation
351,12686,mother,0,1,starvation
370,12710,mother,0,2,starvation
370,12714,mother,4,2,starvation
385,12716,mother,6,2,starvation
386,12695,mother,9,1,starvation
399,12746,child,0,4,hunger
399,12747,child,1,4,hunger
399,12748,child,2,4,hunger
399,12749,child,3,4,hunger
399,12750,child,4,4,hunger
399,12751,child,5,4,hunger
399,12752,child,6,4,hunger
399,12753,child,7,4,hunger
399,12754,child,8,4,hunger
399,12755,child,9,4,hunger
399,12756,child,10,4,hunger
399,12757,child,11,4,hunger
401,12713,mother,3,2,starvation
403,12666,mother,2,0,starvation
404,12744,mother,10,3,starvation
410,12712,mother,2,2,starvation
413,12741,mother,7,3,starvation
421,12715,mother,5,2,starvation
431,12682,mother,10,0,starvation
439,12740,mother,6,3,starvation
447,12739,mother,5,3,starvation
451,12742,mother,8,3,starvation
465,12734,mother,0,3,starvation
468,12738,mother,4,3,starvation
476,12711,mother,1,2,starvation
477,12735,mother,1,3,starvation
484,12687,mother,1,1,starvation
486,12736,mother,2,3,starvation
496,12745,mother,11,3,starvation
499,12770,child,0,5,hunger
499,12771,child,1,5,hunger
499,12772,child,2,5,hunger
499,12773,child,3,5,hunger
499,12774,child,4,5,hunger
499,12775,child,5,5,hunger
499,12776,child,6,5,hunger
499,12777,child,7,5,hunger
499,12778,child,8,5,hunger
499,12779,child,9,5,hunger
499,12780,child,10,5,hunger
499,12781,child,11,5,hunger
512,12767,mother,9,4,starvation
522,12766,mother,8,4,starvation
552,12765,mother,7,4,starvation
554,12737,mother,3,3,starvation
559,12718,mother,8,2,starvation
562,12762,mother,4,4,starvation
578,12764,mother,6,4,starvation
595,12743,mother,9,3,starvation
597,12761,mother,3,4,starvation
598,12786,mother,4,5,starvation
599,12760,mother,2,4,starvation
599,12794,child,0,6,hunger
599,12795,child,1,6,hunger
599,12796,child,2,6,hunger
599,12797,child,3,6,hunger
599,12798,child,4,6,hunger
599,12799,child,5,6,hunger
599,12800,child,6,6,hunger
599,12801,child,7,6,hunger
599,12802,child,8,6,hunger
599,12803,child,9,6,hunger
599,12804,child,10,6,hunger
599,12805,child,11,6,hunger
611,12758,mother,0,4,starvation
613,12768,mother,10,4,starvation
615,12782,mother,0,5,starvation
617,12769,mother,11,4,starvation
624,12759,mother,1,4,starvation
637,12785,mother,3,5,starvation
639,12763,mother,5,4,starvation
643,12783,mother,1,5,starvation
643,12790,mother,8,5,starvation
648,12788,mother,6,5,starvation
652,12784,mother,2,5,starvation
658,12792,mother,10,5,starvation
664,12787,mother,5,5,starvation
672,12793,mother,11,5,starvation
694,12791,mother,9,5,starvation
697,12789,mother,7,5,starvation
699,12818,child,0,7,hunger
699,12819,child,1,7,hunger
699,12820,child,2,7,hunger
699,12821,child,3,7,hunger
699,12822,child,4,7,hunger
699,12823,child,5,7,hunger
699,12824,child,6,7,hunger
699,12825,child,7,7,hunger
699,12826,child,8,7,hunger
699,12827,child,9,7,hunger
699,12828,child,10,7,hunger
699,12829,child,11,7,hunger
715,12808,mother,2,6,starvation
715,12814,mother,8,6,starvation
718,12810,mother,4,6,starvation
728,12816,mother,10,6,starvation
729,12807,mother,1,6,starvation
735,12811,mother,5,6,starvation
736,12813,mother,7,6,starvation
738,12815,mother,9,6,starvation
760,12806,mother,0,6,starvation
764,12817,mother,11,6,starvation
768,12812,mother,6,6,starvation
796,12838,mother,8,7,starvation
799,12842,child,0,8,hunger
799,12843,child,1,8,hunger
799,12844,child,2,8,hunger
799,12845,child,3,8,hunger
799,12846,child,4,8,hunger
799,12847,child,5,8,hunger
799,12848,child,6,8,hunger
799,12849,child,7,8,hunger
799,12850,child,8,8,hunger
799,12851,child,9,8,hunger
799,12852,child,10,8,hunger
799,12853,child,11,8,hunger
808,12831,mother,1,7,starvation
809,12830,mother,0,7,starvation
809,12839,mother,9,7,starvation
811,12809,mother,3,6,starvation
812,12837,mother,7,7,starvation
817,12840,mother,10,7,starvation
817,12841,mother,11,7,starvation
821,12836,mother,6,7,starvation
822,12832,mother,2,7,starvation
826,12833,mother,3,7,starvation
828,12835,mother,5,7,starvation
849,12834,mother,4,7,starvation
899,12866,child,0,9,hunger
899,12867,child,1,9,hunger
899,12868,child,2,9,hunger
899,12869,child,3,9,hunger
899,12870,child,4,9,hunger
899,12871,child,5,9,hunger
899,12872,child,6,9,hunger
899,12873,child,7,9,hunger
899,12874,child,8,9,hunger
899,12875,child,9,9,hunger
899,12876,child,10,9,hunger
899,12877,child,11,9,hunger
904,12861,mother,7,8,starvation
909,12855,mother,1,8,starvation
909,12860,mother,6,8,starvation
910,12864,mother,10,8,starvation
911,12856,mother,2,8,starvation
912,12858,mother,4,8,starvation
913,12863,mother,9,8,starvation
919,12859,mother,5,8,starvation
922,12857,mother,3,8,starvation
927,12865,mother,11,8,starvation
928,12862,mother,8,8,starvation
934,12854,mother,0,8,starvation
996,12882,mother,4,9,starvation
999,12890,child,0,10,hunger
999,12891,child,1,10,hunger
999,12892,child,2,10,hunger
999,12893,child,3,10,hunger
999,12894,child,4,10,hunger
999,12895,child,5,10,hunger
999,12896,child,6,10,hunger
999,12897,child,7,10,hunger
999,12898,child,8,10,hunger
999,12899,child,9,10,hunger
999,12900,child,10,10,hunger
999,12901,child,11,10,hunger
1006,12884,mother,6,9,starvation
1007,12880,mother,2,9,starvation
1009,12886,mother,8,9,starvation
1011,12881,mother,3,9,starvation
1011,12887,mother,9,9,starvation
1011,12888,mother,10,9,starvation
1012,12889,mother,11,9,starvation
1018,12879,mother,1,9,starvation
1019,12885,mother,7,9,starvation
1028,12883,mother,5,9,starvation
1052,12878,mother,0,9,starvation
1099,12914,child,0,11,hunger
1099,12915,child,1,11,hunger
1099,12916,child,2,11,hunger
1099,12917,child,3,11,hunger
1099,12918,child,4,11,hunger
1099,12919,child,5,11,hunger
1099,12920,child,6,11,hunger
1099,12921,child,7,11,hunger
1099,12922,child,8,11,hunger
1099,12923,child,9,11,hunger
1099,12924,child,10,11,hunger
1099,12925,child,11,11,hunger
1116,12903,mother,1,10,starvation
1120,12904,mother,2,10,starvation
1121,12902,mother,0,10,starvation
1124,12906,mother,4,10,starvation
1124,12907,mother,5,10,starvation
1126,12905,mother,3,10,starvation
1126,12908,mother,6,10,starvation
1126,12909,mother,7,10,starvation
1126,12910,mother,8,10,starvation
1126,12911,mother,9,10,starvation
1126,12912,mother,10,10,starvation
1126,12913,mother,11,10,starvation
1199,12938,child,0,12,hunger
1199,12939,child,1,12,hunger
1199,12940,child,2,12,hunger
1199,12941,child,3,12,hunger
1199,12942,child,4,12,hunger
1199,12943,child,5,12,hunger
1199,12944,child,6,12,hunger
1199,12945,child,7,12,hunger
1199,12946,child,8,12,hunger
1199,12947,child,9,12,hunger
1199,12948,child,10,12,hunger
1199,12949,child,11,12,hunger
1213,12932,mother,6,11,starvation
1218,12930,mother,4,11,starvation
1219,12936,mother,10,11,starvation
1220,12928,mother,2,11,starvation
1221,12933,mother,7,11,starvation
1222,12937,mother,11,11,starvation
1226,12927,mother,1,11,starvation
1226,12929,mother,3,11,starvation
1226,12931,mother,5,11,starvation
1226,12934,mother,8,11,starvation
1248,12926,mother,0,11,starvation
1250,12935,mother,9,11,starvation
1299,12962,child,0,13,hunger
1299,12963,child,1,13,hunger
1299,12964,child,2,13,hunger
1299,12965,child,3,13,hunger
1299,12966,child,4,13,hunger
1299,12967,child,5,13,hunger
1299,12968,child,6,13,hunger
1299,12969,child,7,13,hunger
1299,12970,child,8,13,hunger
1299,12971,child,9,13,hunger
1299,12972,child,10,13,hunger
1299,12973,child,11,13,hunger
1309,12956,mother,6,12,starvation
1309,12957,mother,7,12,starvation
1316,12954,mother,4,12,starvation
1317,12960,mother,10,12,starvation
1318,12952,mother,2,12,starvation
1319,12951,mother,1,12,starvation
1326,12958,mother,8,12,starvation
1326,12959,mother,9,12,starvation
1331,12961,mother,11,12,starvation
1337,12955,mother,5,12,starvation
1344,12953,mother,3,12,starvation
1354,12950,mother,0,12,starvation
1399,12986,child,0,14,hunger
1399,12987,child,1,14,hunger
1399,12988,child,2,14,hunger
1399,12989,child,3,14,hunger
1399,12990,child,4,14,hunger
1399,12991,child,5,14,hunger
1399,12992,child,6,14,hunger
1399,12993,child,7,14,hunger
1399,12994,child,8,14,hunger
1399,12995,child,9,14,hunger
1399,12996,child,10,14,hunger
1399,12997,child,11,14,hunger
1411,12975,mother,1,13,starvation
1424,12978,mother,4,13,starvation
1425,12976,mother,2,13,starvation
1426,12974,mother,0,13,starvation
1426,12977,mother,3,13,starvation
1426,12979,mother,5,13,starvation
1426,12980,mother,6,13,starvation
1426,12981,mother,7,13,starvation
1426,12982,mother,8,13,starvation
1426,12983,mother,9,13,starvation
1426,12984,mother,10,13,starvation
1426,12985,mother,11,13,starvation
1499,13010,child,0,15,hunger
1499,13011,child,1,15,hunger
1499,13012,child,2,15,hunger
1499,13013,child,3,15,hunger
1499,13014,child,4,15,hunger
1499,13015,child,5,15,hunger
1499,13016,child,6,15,hunger
1499,13017,child,7,15,hunger
1499,13018,child,8,15,hunger
1499,13019,child,9,15,hunger
1499,13020,child,10,15,hunger
1499,13021,child,11,15,hunger
1515,12998,mother,0,14,starvation
1524,13000,mother,2,14,starvation
1525,12999,mother,1,14,starvation
1525,13002,mother,4,14,starvation
1526,13001,mother,3,14,starvation
1526,13003,mother,5,14,starvation
1526,13004,mother,6,14,starvation
1526,13005,mother,7,14,starvation
1526,13006,mother,8,14,starvation
1526,13007,mother,9,14,starvation
1526,13008,mother,10,14,starvation
1526,13009,mother,11,14,starvation
1599,13034,child,0,16,hunger
1599,13035,child,1,16,hunger
1599,13036,child,2,16,hunger
1599,13037,child,3,16,hunger
1599,13038,child,4,16,hunger
1599,13039,child,5,16,hunger
1599,13040,child,6,16,hunger
1599,13041,child,7,16,hunger
1599,13042,child,8,16,hunger
1599,13043,child,9,16,hunger
1599,13044,child,10,16,hunger
1599,13045,child,11,16,hunger
1624,13024,mother,2,15,starvation
1624,13026,mother,4,15,starvation
1626,13022,mother,0,15,starvation
1626,13023,mother,1,15,starvation
1626,13025,mother,3,15,starvation
1626,13027,mother,5,15,starvation
1626,13028,mother,6,15,starvation
1626,13029,mother,7,15,starvation
1626,13030,mother,8,15,starvation
1626,13031,mother,9,15,starvation
1626,13032,mother,10,15,starvation
1626,13033,mother,11,15,starvation
1699,13058,child,0,17,hunger
1699,13059,child,1,17,hunger
1699,13060,child,2,17,hunger
1699,13061,child,3,17,hunger
1699,13062,child,4,17,hunger
1699,13063,child,5,17,hunger
1699,13064,child,6,17,hunger
1699,13065,child,7,17,hunger
1699,13066,child,8,17,hunger
1699,13067,child,9,17,hunger
1699,13068,child,10,17,hunger
1699,13069,child,11,17,hunger
1726,13046,mother,0,16,starvation
1726,13047,mother,1,16,starvation
1726,13048,mother,2,16,starvation
1726,13049,mother,3,16,starvation
1726,13050,mother,4,16,starvation
1726,13051,mother,5,16,starvation
1726,13052,mother,6,16,starvation
1726,13053,mother,7,16,starvation
1726,13054,mother,8,16,starvation
1726,13055,mother,9,16,starvation
1726,13056,mother,10,16,starvation
1726,13057,mother,11,16,starvation
1799,13082,child,0,18,hunger
1799,13083,child,1,18,hunger
1799,13084,child,2,18,hunger
1799,13085,child,3,18,hunger
1799,13086,child,4,18,hunger
1799,13087,child,5,18,hunger
1799,13088,child,6,18,hunger
1799,13089,child,7,18,hunger
1799,13090,child,8,18,hunger
1799,13091,child,9,18,hunger
1799,13092,child,10,18,hunger
1799,13093,child,11,18,hunger
1826,13070,mother,0,17,starvation
1826,13071,mother,1,17,starvation
1826,13072,mother,2,17,starvation
1826,13073,mother,3,17,starvation
1826,13074,mother,4,17,starvation
1826,13075,mother,5,17,starvation
1826,13076,mother,6,17,starvation
1826,13077,mother,7,17,starvation
1826,13078,mother,8,17,starvation
1826,13079,mother,9,17,starvation
1826,13080,mother,10,17,starvation
1826,13081,mother,11,17,starvation
1899,13106,child,0,19,hunger
1899,13107,child,1,19,hunger
1899,13108,child,2,19,hunger
1899,13109,child,3,19,hunger
1899,13110,child,4,19,hunger
1899,13111,child,5,19,hunger
1899,13112,child,6,19,hunger
1899,13113,child,7,19,hunger
1899,13114,child,8,19,hunger
1899,13115,child,9,19,hunger
1899,13116,child,10,19,hunger
1899,13117,child,11,19,hunger
1924,13102,mother,8,18,starvation
1926,13094,mother,0,18,starvation
1926,13095,mother,1,18,starvation
1926,13096,mother,2,18,starvation
1926,13097,mother,3,18,starvation
1926,13098,mother,4,18,starvation
1926,13099,mother,5,18,starvation
1926,13100,mother,6,18,starvation
1926,13101,mother,7,18,starvation
1926,13103,mother,9,18,starvation
1926,13104,mother,10,18,starvation
1926,13105,mother,11,18,starvation
1999,13130,child,0,20,hunger
1999,13131,child,1,20,hunger
1999,13132,child,2,20,hunger
1999,13133,child,3,20,hunger
1999,13134,child,4,20,hunger
1999,13135,child,5,20,hunger
1999,13136,child,6,20,hunger
1999,13137,child,7,20,hunger
1999,13138,child,8,20,hunger
1999,13139,child,9,20,hunger
1999,13140,child,10,20,hunger
1999,13141,child,11,20,hunger
2020,13126,mother,8,19,starvation
2026,13118,mother,0,19,starvation
2026,13119,mother,1,19,starvation
2026,13120,mother,2,19,starvation
2026,13121,mother,3,19,starvation
2026,13122,mother,4,19,starvation
2026,13123,mother,5,19,starvation
2026,13124,mother,6,19,starvation
2026,13125,mother,7,19,starvation
2026,13127,mother,9,19,starvation
2026,13128,mother,10,19,starvation
2026,13129,mother,11,19,starvation
2099,13154,child,0,21,hunger
2099,13155,child,1,21,hunger
2099,13156,child,2,21,hunger
2099,13157,child,3,21,hunger
2099,13158,child,4,21,hunger
2099,13159,child,5,21,hunger
2099,13160,child,6,21,hunger
2099,13161,child,7,21,hunger
2099,13162,child,8,21,hunger
2099,13163,child,9,21,hunger
2099,13164,child,10,21,hunger
2099,13165,child,11,21,hunger
2112,13150,mother,8,20,starvation
2126,13142,mother,0,20,starvation
2126,13143,mother,1,20,starvation
2126,13144,mother,2,20,starvation
2126,13145,mother,3,20,starvation
2126,13146,mother,4,20,starvation
2126,13147,mother,5,20,starvation
2126,13148,mother,6,20,starvation
2126,13149,mother,7,20,starvation
2126,13151,mother,9,20,starvation
2126,13152,mother,10,20,starvation
2126,13153,mother,11,20,starvation
2199,13178,child,0,22,hunger
2199,13179,child,1,22,hunger
2199,13180,child,2,22,hunger
2199,13181,child,3,22,hunger
2199,13182,child,4,22,hunger
2199,13183,child,5,22,hunger
2199,13184,child,6,22,hunger
2199,13185,child,7,22,hunger
2199,13186,child,8,22,hunger
2199,13187,child,9,22,hunger
2199,13188,child,10,22,hunger
2199,13189,child,11,22,hunger
2223,13174,mother,8,21,starvation
2224,13175,mother,9,21,starvation
2226,13166,mother,0,21,starvation
2226,13167,mother,1,21,starvation
2226,13168,mother,2,21,starvation
2226,13169,mother,3,21,starvation
2226,13170,mother,4,21,starvation
2226,13171,mother,5,21,starvation
2226,13172,mother,6,21,starvation
2226,13173,mother,7,21,starvation
2226,13176,mother,10,21,starvation
2226,13177,mother,11,21,starvation
2299,13202,child,0,23,hunger
2299,13203,child,1,23,hunger
2299,13204,child,2,23,hunger
2299,13205,child,3,23,hunger
2299,13206,child,4,23,hunger
2299,13207,child,5,23,hunger
2299,13208,child,6,23,hunger
2299,13209,child,7,23,hunger
2299,13210,child,8,23,hunger
2299,13211,child,9,23,hunger
2299,13212,child,10,23,hunger
2299,13213,child,11,23,hunger
2323,13190,mother,0,22,starvation
2323,13193,mother,3,22,starvation
2323,13199,mother,9,22,starvation
2326,13191,mother,1,22,starvation
2326,13192,mother,2,22,starvation
2326,13194,mother,4,22,starvation
2326,13197,mother,7,22,starvation
2326,13200,mother,10,22,starvation
2326,13201,mother,11,22,starvation
2336,13196,mother,6,22,starvation
