tick,mother_id,child_id,r,benefit,cost,success
0,180,181,0.5,0.008,0.03,True
0,198,199,0.5,0.008,0.03,True
0,192,193,0.5,0.008,0.03,True
0,186,187,0.5,0.008,0.03,True
0,184,185,0.5,0.008,0.03,True
0,196,193,0.0,0.0,0.03,True
2,232,187,0.0,0.016,0.04,True
3,204,185,0.0,0.024,0.034999999999999996,True
3,200,187,0.0,0.008,0.045,True
3,224,185,0.0,0.0,0.045,True
3,186,201,0.0,0.032,0.04,True
3,210,199,0.0,0.024,0.045,True
4,198,211,0.0,0.04,0.045,True
5,198,211,0.0,0.008,0.03,True
5,210,237,0.0,0.048,0.034999999999999996,True
6,212,189,0.0,0.056,0.045,True
6,234,197,0.0,0.056,0.04,True
7,228,229,0.5,0.064,0.065,True
8,180,183,0.0,0.07200000000000001,0.05,True
8,232,187,0.0,0.04,0.055,True
8,182,183,0.5,0.0,0.07,True
9,184,197,0.0,0.024,0.07,True
9,196,197,0.5,0.0,0.07,True
10,228,227,0.0,0.08800000000000002,0.04,True
10,200,187,0.0,0.016,0.06,True
10,224,185,0.0,0.056,0.06,True
11,204,185,0.0,0.008,0.065,True
11,226,227,0.5,0.008,0.07999999999999999,True
11,224,185,0.0,0.0,0.03,True
12,190,185,0.0,0.008,0.09,True
12,182,181,0.0,0.09600000000000003,0.045,True
12,202,215,0.0,0.10400000000000004,0.075,True
12,180,181,0.5,0.0,0.045,True
12,194,231,0.0,0.10400000000000004,0.075,True
12,204,185,0.0,0.0,0.03,True
12,224,185,0.0,0.0,0.03,True
13,204,185,0.0,0.008,0.03,True
13,202,215,0.0,0.008,0.03,True
13,224,185,0.0,0.0,0.03,True
13,190,185,0.0,0.0,0.03,True
13,208,185,0.0,0.0,0.09499999999999999,True
14,190,185,0.0,0.008,0.03,True
14,208,185,0.0,0.0,0.03,True
14,186,233,0.0,0.12000000000000005,0.07999999999999999,True
14,198,211,0.0,0.07200000000000001,0.06,True
14,202,215,0.0,0.008,0.03,True
14,224,185,0.0,0.0,0.03,True
14,204,185,0.0,0.0,0.03,True
15,224,185,0.0,0.008,0.03,True
15,202,215,0.0,0.008,0.03,True
15,204,185,0.0,0.0,0.03,True
15,190,185,0.0,0.0,0.03,True
15,208,185,0.0,0.0,0.03,True
16,188,195,0.0,0.13600000000000007,0.09499999999999999,True
16,204,185,0.0,0.008,0.03,True
17,204,185,0.0,0.008,0.03,True
17,212,215,0.0,0.016,0.07,True
18,192,209,0.0,0.15200000000000008,0.115,True
18,212,215,0.0,0.008,0.03,True
19,212,215,0.0,0.008,0.03,True
19,230,195,0.0,0.024,0.11,True
19,202,215,0.0,0.0,0.03,True
20,202,215,0.0,0.008,0.03,True
20,218,197,0.0,0.08800000000000002,0.12000000000000001,True
20,212,215,0.0,0.0,0.03,True
21,212,215,0.0,0.008,0.03,True
21,202,215,0.0,0.0,0.03,True
21,200,233,0.0,0.056,0.034999999999999996,True
21,198,211,0.0,0.056,0.06,True
22,202,215,0.0,0.008,0.03,True
22,212,215,0.0,0.0,0.03,True
23,236,197,0.0,0.024,0.14500000000000002,True
23,214,187,0.0,0.10400000000000004,0.09999999999999999,True
23,238,187,0.0,0.0,0.09,True
24,238,187,0.0,0.008,0.03,True
24,194,181,0.0,0.09600000000000003,0.08499999999999999,True
24,220,215,0.0,0.016,0.14500000000000002,True
24,208,185,0.0,0.056,0.07,True
24,214,187,0.0,0.0,0.03,True
25,210,237,0.0,0.1600000000000001,0.12000000000000001,True
25,238,187,0.0,0.008,0.03,True
25,214,187,0.0,0.0,0.03,True
26,200,187,0.0,0.008,0.03,True
26,186,215,0.0,0.016,0.07999999999999999,True
26,192,209,0.0,0.064,0.055,True
26,238,187,0.0,0.0,0.03,True
26,214,187,0.0,0.0,0.03,True
26,226,215,0.0,0.0,0.045,True
26,232,187,0.0,0.0,0.115,True
27,238,187,0.0,0.008,0.03,True
27,226,215,0.0,0.008,0.03,True
27,214,187,0.0,0.0,0.03,True
27,186,215,0.0,0.0,0.03,True
27,200,187,0.0,0.0,0.03,True
27,216,237,0.0,0.016,0.14500000000000002,True
27,232,187,0.0,0.0,0.03,True
28,214,187,0.0,0.008,0.03,True
28,232,187,0.0,0.0,0.03,True
28,200,187,0.0,0.0,0.03,True
28,238,187,0.0,0.0,0.03,True
28,226,215,0.0,0.008,0.03,True
29,226,215,0.0,0.008,0.03,True
29,200,187,0.0,0.008,0.03,True
29,238,187,0.0,0.0,0.03,True
30,188,215,0.0,0.008,0.06,True
30,220,215,0.0,0.0,0.055,True
30,226,215,0.0,0.0,0.03,True
30,196,231,0.0,0.14400000000000007,0.125,True
31,180,191,0.0,0.2,0.12000000000000001,True
33,204,185,0.0,0.07200000000000001,0.06,True
34,190,193,0.0,0.2,0.12000000000000001,True
35,228,189,0.0,0.2,0.09499999999999999,True
35,224,185,0.0,0.016,0.09499999999999999,True
35,226,229,0.0,0.2,0.05,True
36,228,189,0.0,0.04000000000000014,0.03,True
36,206,189,0.0,0.0,0.14,True
36,192,191,0.0,0.0960000000000002,0.075,True
36,216,199,0.0,0.2,0.07,True
36,184,193,0.0,0.08800000000000019,0.08499999999999999,True
37,218,193,0.0,0.008,0.11,True
38,210,237,0.0,0.08800000000000002,0.034999999999999996,True
39,236,209,0.0,0.10400000000000004,0.105,True
41,218,209,0.0,0.016,0.045,True
41,230,181,0.0,0.13600000000000007,0.115,True
42,224,185,0.0,0.056,0.06,True
43,186,221,0.0,0.2,0.07999999999999999,True
44,234,185,0.0,0.016,0.11,True
44,198,193,0.0,0.056,0.115,True
44,186,221,0.0,0.16000000000000025,0.03,True
45,208,213,0.0,0.2,0.09499999999999999,True
45,182,223,0.0,0.2,0.13,True
45,196,219,0.0,0.2,0.065,True
45,230,213,0.0,0.16800000000000026,0.045,True
45,200,221,0.0,0.008,0.07999999999999999,True
46,180,235,0.0,0.2,0.065,True
46,206,213,0.0,0.008,0.075,True
46,188,223,0.0,0.17600000000000027,0.09499999999999999,True
46,228,221,0.0,0.008,0.065,True
47,180,235,0.0,0.18400000000000027,0.03,True
47,222,221,0.0,0.008,0.16500000000000004,True
48,210,237,0.0,0.08000000000000002,0.055,True
48,216,211,0.0,0.2,0.055,True
48,234,225,0.0,0.2,0.045,True
50,234,191,0.0,0.11200000000000004,0.034999999999999996,True
51,186,233,0.0,0.2,0.055,True
51,200,233,0.0,0.04000000000000015,0.055,True
52,222,215,0.0,0.1760000000000001,0.05,True
52,192,209,0.0,0.08800000000000002,0.034999999999999996,True
52,190,209,0.0,0.0,0.09499999999999999,True
53,214,233,0.0,0.016,0.11,True
54,218,209,0.0,0.016,0.075,True
56,228,221,0.0,0.07200000000000001,0.05,True
57,202,229,0.0,0.2,0.14,True
58,198,237,0.0,0.08000000000000002,0.09499999999999999,True
60,208,231,0.0,0.2,0.08499999999999999,True
60,236,225,0.0,0.2,0.09499999999999999,True
61,210,237,0.0,0.024,0.07999999999999999,True
61,222,215,0.0,0.07200000000000001,0.034999999999999996,True
61,228,215,0.0,0.0,0.05,True
61,236,225,0.0,0.09600000000000036,0.03,True
61,186,239,0.0,0.2,0.045,True
66,210,217,0.0,0.2,0.05,True
66,186,187,0.5,0.2,0.05,True
67,196,209,0.0,0.10400000000000004,0.09499999999999999,True
68,224,181,0.0,0.2,0.09499999999999999,True
68,198,211,0.0,0.1760000000000002,0.04,True
68,222,221,0.0,0.09600000000000003,0.06,True
71,210,217,0.0,0.2,0.03,True
71,214,239,0.0,0.2,0.07999999999999999,True
72,200,239,0.0,0.18400000000000044,0.09499999999999999,True
73,198,237,0.0,0.09600000000000003,0.05,True
73,222,215,0.0,0.09600000000000003,0.05,True
73,224,223,0.0,0.2,0.05,True
73,228,215,0.0,0.0,0.05,True
75,214,201,0.0,0.2,0.04,True
76,228,203,0.0,0.2,0.04,True
76,234,205,0.0,0.2,0.055,True
77,184,205,0.0,0.2,0.19000000000000006,True
78,208,231,0.0,0.18400000000000025,0.075,True
78,210,237,0.0,0.04,0.06,True
80,222,221,0.0,0.09600000000000003,0.045,True
83,210,219,0.0,0.2,0.05,True
86,238,233,0.0,0.2,0.19000000000000006,True
88,222,201,0.0,0.2,0.065,True
88,232,201,0.0,0.2,0.19500000000000006,True
88,234,191,0.0,0.2,0.055,True
88,186,221,0.0,0.064,0.08499999999999999,True
91,222,187,0.0,0.2,0.04,True
92,216,197,0.0,0.2,0.17000000000000004,True
92,198,197,0.0,0.2,0.09,True
93,204,197,0.0,0.16000000000000036,0.21500000000000008,True
93,214,201,0.0,0.1200000000000005,0.07999999999999999,True
94,198,193,0.0,0.2,0.034999999999999996,True
94,216,193,0.0,0.2,0.034999999999999996,True
98,184,225,0.0,0.2,0.07999999999999999,True
99,210,219,0.0,0.2,0.055,True
99,198,219,0.0,0.2,0.05,True
