tick,agent_id,agent_type,lineage_id,generation,cause
99,1,child,0,1,hunger
99,3,child,1,1,hunger
99,5,child,2,1,hunger
99,7,child,3,1,hunger
99,9,child,4,1,hunger
99,11,child,5,1,hunger
99,13,child,6,1,hunger
99,15,child,7,1,hunger
99,17,child,8,1,hunger
99,19,child,9,1,hunger
99,21,child,10,1,hunger
99,23,child,11,1,hunger
99,25,child,12,1,hunger
99,27,child,13,1,hunger
99,29,child,14,1,hunger
99,31,child,15,1,hunger
99,33,child,16,1,hunger
99,35,child,17,1,hunger
99,37,child,18,1,hunger
99,39,child,19,1,hunger
99,41,child,20,1,hunger
99,43,child,21,1,hunger
99,45,child,22,1,hunger
99,47,child,23,1,hunger
99,49,child,24,1,hunger
107,10,mother,5,0,starvation
114,4,mother,2,0,starvation
114,28,mother,14,0,starvation
116,2,mother,1,0,starvation
160,22,mother,11,0,starvation
163,24,mother,12,0,starvation
197,34,mother,17,0,starvation
204,8,mother,4,0,starvation
256,50,mother,0,1,starvation
256,57,mother,7,1,starvation
261,51,mother,1,1,starvation
261,54,mother,4,1,starvation
261,64,mother,14,1,starvation
264,71,mother,21,1,starvation
266,66,mother,16,1,starvation
297,74,mother,24,1,starvation
321,58,mother,8,1,starvation
324,12,mother,6,0,starvation
340,52,mother,2,1,starvation
347,46,mother,23,0,starvation
352,42,mother,21,0,starvation
354,70,mother,20,1,starvation
354,72,mother,22,1,starvation
356,67,mother,17,1,starvation
360,36,mother,18,0,starvation
365,55,mother,5,1,starvation
368,63,mother,13,1,starvation
376,48,mother,24,0,starvation
383,65,mother,15,1,starvation
387,18,mother,9,0,starvation
395,61,mother,11,1,starvation
406,32,mother,16,0,starvation
407,0,mother,0,0,starvation
414,44,mother,22,0,starvation
429,56,mother,6,1,starvation
432,16,mother,8,0,starvation
432,69,mother,19,1,starvation
437,59,mother,9,1,starvation
438,62,mother,12,1,starvation
475,53,mother,3,1,starvation
501,6,mother,3,0,starvation
502,20,mother,10,0,starvation
510,60,mother,10,1,starvation
527,14,mother,7,0,starvation
539,26,mother,13,0,starvation
553,30,mother,15,0,starvation
592,73,mother,23,1,starvation
606,40,mother,20,0,starvation
638,38,mother,19,0,starvation
639,68,mother,18,1,starvation
