tick,mother_id,child_id,r,benefit,cost,success,mother_lineage_id,child_lineage_id,is_own_child
0,18,19,0.5,0.008,0.03,True,9,9,True
0,12,13,0.5,0.008,0.03,True,6,6,True
0,6,7,0.5,0.008,0.03,True,3,3,True
0,0,1,0.5,0.008,0.03,True,0,0,True
0,16,13,0.0,0.0,0.03,True,8,6,False
0,4,5,0.5,0.008,0.03,True,2,2,True
1,24,5,0.0,0.008,0.034999999999999996,True,12,2,False
1,16,17,0.5,0.016,0.03,True,8,8,True
1,4,25,0.0,0.016,0.03,True,2,12,False
3,20,7,0.0,0.024,0.045,True,10,3,False
3,30,19,0.0,0.024,0.045,True,15,9,False
3,12,17,0.0,0.016,0.04,True,6,8,False
3,44,5,0.0,0.016,0.045,True,22,2,False
4,18,31,0.0,0.04,0.045,True,9,15,False
4,20,7,0.0,0.008,0.03,True,10,3,False
4,14,1,0.0,0.032,0.05,True,7,0,False
5,22,47,0.0,0.048,0.055,True,11,23,False
5,20,7,0.0,0.008,0.03,True,10,3,False
5,10,11,0.5,0.048,0.055,True,5,5,True
6,38,29,0.0,0.056,0.06,True,19,14,False
6,40,41,0.5,0.056,0.06,True,20,20,True
6,44,45,0.5,0.056,0.04,True,22,22,True
6,42,43,0.5,0.056,0.06,True,21,21,True
7,16,29,0.0,0.008,0.055,True,8,14,False
9,20,21,0.5,0.08000000000000002,0.04,True,10,10,True
10,42,1,0.0,0.048,0.045,True,21,0,False
10,30,19,0.0,0.056,0.06,True,15,9,False
10,10,5,0.0,0.056,0.05,True,5,2,False
11,34,23,0.0,0.09600000000000003,0.06,True,17,11,False
12,12,39,0.0,0.10400000000000004,0.07,True,6,19,False
13,24,5,0.0,0.024,0.08499999999999999,True,12,2,False
13,26,23,0.0,0.016,0.09499999999999999,True,13,11,False
14,26,23,0.0,0.008,0.03,True,13,11,False
14,30,37,0.0,0.12000000000000005,0.045,True,15,18,False
14,40,23,0.0,0.0,0.065,True,20,11,False
14,14,23,0.0,0.0,0.075,True,7,11,False
16,38,39,0.5,0.032,0.075,True,19,19,True
17,42,1,0.0,0.056,0.06,True,21,0,False
17,12,29,0.0,0.08000000000000002,0.05,True,6,14,False
17,10,45,0.0,0.08800000000000002,0.06,True,5,22,False
18,24,45,0.0,0.008,0.05,True,12,22,False
18,6,31,0.0,0.11200000000000004,0.11,True,3,15,False
19,2,1,0.0,0.016,0.125,True,1,0,False
19,28,17,0.0,0.12800000000000006,0.125,True,14,8,False
20,0,15,0.0,0.1680000000000001,0.125,True,0,7,False
20,20,7,0.0,0.12000000000000005,0.07,True,10,3,False
20,42,15,0.0,0.0,0.04,True,21,7,False
21,12,13,0.5,0.1680000000000001,0.045,True,6,6,True
22,10,45,0.0,0.032,0.05,True,5,22,False
22,32,15,0.0,0.016,0.14,True,16,7,False
22,34,15,0.0,0.0,0.06,True,17,7,False
23,40,23,0.0,0.07200000000000001,0.07,True,20,11,False
23,10,45,0.0,0.008,0.03,True,5,22,False
24,14,35,0.0,0.2,0.075,True,7,17,False
24,22,15,0.0,0.016,0.12000000000000001,True,11,7,False
24,40,35,0.0,1.1102230246251565e-16,0.03,True,20,17,False
24,10,45,0.0,0.008,0.03,True,5,22,False
25,26,35,0.0,0.008,0.07999999999999999,True,13,17,False
25,10,45,0.0,0.008,0.03,True,5,22,False
25,12,29,0.0,0.064,0.045,True,6,14,False
26,10,45,0.0,0.008,0.03,True,5,22,False
27,30,31,0.5,0.07200000000000001,0.07,True,15,15,True
27,10,45,0.0,0.008,0.03,True,5,22,False
27,22,1,0.0,0.064,0.04,True,11,0,False
27,14,47,0.0,0.1760000000000001,0.04,True,7,23,False
28,38,39,0.5,0.09600000000000003,0.08499999999999999,True,19,19,True
28,22,1,0.0,0.008,0.03,True,11,0,False
28,20,41,0.0,0.1760000000000001,0.055,True,10,20,False
29,40,23,0.0,0.048,0.05,True,20,11,False
29,4,45,0.0,0.016,0.16500000000000004,True,2,22,False
29,14,23,0.0,0.0,0.034999999999999996,True,7,11,False
29,34,1,0.0,0.008,0.05,True,17,0,False
30,26,41,0.0,0.016,0.05,True,13,20,False
30,40,27,0.0,0.2,0.03,True,20,13,False
30,14,27,0.0,0.048000000000000154,0.03,True,7,13,False
31,42,27,0.0,0.008,0.07999999999999999,True,21,13,False
31,46,27,0.0,0.0,0.18000000000000005,True,23,13,False
31,36,19,0.0,0.1680000000000001,0.18500000000000005,True,18,9,False
32,6,21,0.0,0.1840000000000001,0.075,True,3,10,False
32,14,35,0.0,0.056,0.034999999999999996,True,7,17,False
32,36,19,0.0,0.008,0.03,True,18,9,False
32,4,11,0.0,0.2,0.04,True,2,5,False
33,38,29,0.0,0.064,0.05,True,19,14,False
33,32,1,0.0,0.032,0.07999999999999999,True,16,0,False
33,40,35,0.0,0.008,0.04,True,20,17,False
33,36,19,0.0,0.008,0.03,True,18,9,False
33,0,27,0.0,0.016,0.09,True,0,13,False
33,6,21,0.0,0.008,0.03,True,3,10,False
34,6,21,0.0,0.008,0.03,True,3,10,False
34,2,27,0.0,0.008,0.09999999999999999,True,1,13,False
34,30,19,0.0,0.008,0.06,True,15,9,False
34,36,19,0.0,0.0,0.03,True,18,9,False
34,0,27,0.0,0.0,0.03,True,0,13,False
35,6,21,0.0,0.008,0.03,True,3,10,False
35,42,35,0.0,0.016,0.045,True,21,17,False
36,40,23,0.0,0.056,0.03,True,20,11,False
36,6,21,0.0,0.008,0.03,True,3,10,False
36,14,23,0.0,0.0,0.03,True,7,11,False
37,38,13,0.0,0.12800000000000006,0.045,True,19,6,False
37,34,1,0.0,0.032,0.04,True,17,0,False
37,6,21,0.0,0.008,0.03,True,3,10,False
37,42,23,0.0,0.008,0.034999999999999996,True,21,11,False
37,22,1,0.0,0.0,0.07,True,11,0,False
38,42,27,0.0,0.032,0.03,True,21,13,False
38,0,35,0.0,0.024,0.045,True,0,17,False
38,26,21,0.0,0.008,0.065,True,13,10,False
38,6,21,0.0,0.0,0.03,True,3,10,False
39,26,21,0.0,0.008,0.03,True,13,10,False
40,26,21,0.0,0.008,0.03,True,13,10,False
