tick,mother_id,mother_energy,winner_domain,chosen_child_id,chosen_r,chosen_distress,chosen_distance,candidate_child_ids,candidate_r,candidate_distress,candidate_distance
4,14342,0.9538,care,14319,0.0,0.3165,8,14319;14321;14323;14327;14329;14331;14339;14343,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.3165;0.2540;0.1450;0.1915;0.2700;0.2075;0.2700;0.2700,8;7;7;1;8;6;3;4
4,14326,0.9788,care,14319,0.0,0.3165,4,14319;14321;14323;14327;14329;14331;14335;14339;14343;14347,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3165;0.2540;0.1450;0.1915;0.2700;0.2075;0.1450;0.2700;0.2700;0.2075,4;7;6;3;8;6;7;3;7;8
4,14334,0.9538,care,14319,0.0,0.3165,6,14307;14309;14319;14333;14335;14347;14349,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.2540;0.2700;0.3165;0.2075;0.1450;0.2075;0.0825,2;8;6;3;2;6;5
4,14338,0.9538,care,14319,0.0,0.3165,1,14307;14319;14323;14327;14331;14335;14339;14347,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.2540;0.3165;0.1450;0.1915;0.2075;0.1450;0.2700;0.2075,8;1;5;6;5;5;4;5
4,14318,0.9788,care,14319,0.5,0.3165,5,14307;14319;14333;14335;14339;14347;14349,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2540;0.3165;0.2075;0.1450;0.2700;0.2075;0.0825,2;5;4;1;8;5;6
4,14346,0.9788,care,14307,0.0,0.254,4,14307;14317;14319;14333;14335;14347;14349,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.2540;0.1330;0.3165;0.2075;0.1450;0.2075;0.0825,4;7;4;6;1;3;8
4,14322,0.9788,care,14319,0.0,0.3165,4,14319;14323;14327;14331;14335;14339;14347,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3165;0.1450;0.1915;0.2075;0.1450;0.2700;0.2075,4;2;7;3;8;5;4
4,14332,0.9538,care,14319,0.0,0.3165,8,14307;14309;14319;14333;14335;14347;14349,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.2540;0.2700;0.3165;0.2075;0.1450;0.2075;0.0825,1;6;8;3;4;8;3
4,14330,0.9788,care,14319,0.0,0.3165,3,14319;14323;14327;14331;14335;14339;14347,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.3165;0.1450;0.1915;0.2075;0.1450;0.2700;0.2075,3;3;5;3;7;3;6
4,14306,0.9537957549814962,care,14319,0.0,0.3165,3,14307;14317;14319;14333;14335;14339;14347;14349,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2540;0.1330;0.3165;0.2075;0.1450;0.2700;0.2075;0.0825,4;7;3;6;1;8;3;8
