tick,agent_id,agent_type,lineage_id,generation,cause
99,1,child,0,1,hunger
99,3,child,1,1,hunger
99,5,child,2,1,hunger
99,7,child,3,1,hunger
99,9,child,4,1,hunger
99,11,child,5,1,hunger
99,13,child,6,1,hunger
99,15,child,7,1,hunger
99,17,child,8,1,hunger
99,19,child,9,1,hunger
99,21,child,10,1,hunger
99,23,child,11,1,hunger
122,0,mother,0,0,starvation
123,2,mother,1,0,starvation
139,14,mother,7,0,starvation
160,12,mother,6,0,starvation
165,8,mother,4,0,starvation
166,6,mother,3,0,starvation
183,18,mother,9,0,starvation
199,36,child,0,2,hunger
199,37,child,1,2,hunger
199,38,child,2,2,hunger
199,39,child,3,2,hunger
199,40,child,4,2,hunger
199,41,child,5,2,hunger
199,42,child,6,2,hunger
199,43,child,7,2,hunger
199,44,child,8,2,hunger
199,45,child,9,2,hunger
199,46,child,10,2,hunger
199,47,child,11,2,hunger
274,10,mother,5,0,starvation
294,32,mother,8,1,starvation
299,60,child,0,3,hunger
299,61,child,1,3,hunger
299,62,child,2,3,hunger
299,63,child,3,3,hunger
299,64,child,4,3,hunger
299,65,child,5,3,hunger
299,66,child,6,3,hunger
299,67,child,7,3,hunger
299,68,child,8,3,hunger
299,69,child,9,3,hunger
299,70,child,10,3,hunger
299,71,child,11,3,hunger
303,20,mother,10,0,starvation
314,56,mother,8,2,starvation
321,55,mother,7,2,starvation
331,22,mother,11,0,starvation
339,72,child,5,2,hunger
347,49,mother,1,2,starvation
351,31,mother,7,1,starvation
368,51,mother,3,2,starvation
399,85,child,0,4,hunger
399,86,child,1,4,hunger
399,87,child,2,4,hunger
399,88,child,3,4,hunger
399,89,child,4,4,hunger
399,90,child,5,4,hunger
399,91,child,6,4,hunger
399,92,child,7,4,hunger
399,93,child,8,4,hunger
399,94,child,9,4,hunger
399,95,child,10,4,hunger
399,96,child,11,4,hunger
403,50,mother,2,2,starvation
409,28,mother,4,1,starvation
411,27,mother,3,1,starvation
417,57,mother,9,2,starvation
420,54,mother,6,2,starvation
424,33,mother,9,1,starvation
439,98,child,5,3,hunger
450,82,mother,9,3,starvation
451,52,mother,4,2,starvation
460,4,mother,2,0,starvation
460,24,mother,0,1,starvation
462,79,mother,6,3,starvation
463,84,mother,11,3,starvation
466,80,mother,7,3,starvation
468,75,mother,2,3,starvation
470,29,mother,5,1,starvation
478,74,mother,1,3,starvation
479,59,mother,11,2,starvation
483,34,mother,10,1,starvation
483,73,mother,0,3,starvation
484,58,mother,10,2,starvation
487,83,mother,10,3,starvation
489,48,mother,0,2,starvation
490,81,mother,8,3,starvation
499,111,child,0,5,hunger
499,112,child,1,5,hunger
499,113,child,2,5,hunger
499,114,child,3,5,hunger
499,115,child,4,5,hunger
499,116,child,5,5,hunger
499,117,child,6,5,hunger
499,118,child,7,5,hunger
499,119,child,8,5,hunger
499,120,child,9,5,hunger
499,121,child,10,5,hunger
499,122,child,11,5,hunger
500,97,mother,5,2,starvation
506,100,mother,1,4,starvation
509,25,mother,1,1,starvation
509,109,mother,10,4,starvation
511,105,mother,6,4,starvation
511,107,mother,8,4,starvation
515,106,mother,7,4,starvation
517,108,mother,9,4,starvation
527,101,mother,2,4,starvation
535,30,mother,6,1,starvation
539,124,child,5,4,hunger
541,102,mother,3,4,starvation
548,99,mother,0,4,starvation
556,77,mother,4,3,starvation
564,16,mother,8,0,starvation
572,53,mother,5,2,starvation
576,35,mother,11,1,starvation
582,78,mother,5,3,starvation
587,76,mother,3,3,starvation
589,110,mother,11,4,starvation
590,123,mother,5,3,starvation
599,137,child,0,6,hunger
599,138,child,1,6,hunger
599,139,child,2,6,hunger
599,140,child,3,6,hunger
599,141,child,4,6,hunger
599,142,child,5,6,hunger
599,143,child,6,6,hunger
599,144,child,7,6,hunger
599,145,child,8,6,hunger
599,146,child,9,6,hunger
599,147,child,10,6,hunger
599,148,child,11,6,hunger
600,104,mother,5,4,starvation
601,126,mother,1,5,starvation
610,136,mother,11,5,starvation
613,131,mother,6,5,starvation
617,103,mother,4,4,starvation
617,127,mother,2,5,starvation
617,134,mother,9,5,starvation
621,128,mother,3,5,starvation
622,125,mother,0,5,starvation
623,130,mother,5,5,starvation
627,132,mother,7,5,starvation
639,150,child,5,5,hunger
654,129,mother,4,5,starvation
656,26,mother,2,1,starvation
692,156,mother,5,6,starvation
695,152,mother,1,6,starvation
699,163,child,0,7,hunger
699,164,child,1,7,hunger
699,165,child,2,7,hunger
699,166,child,3,7,hunger
699,167,child,4,7,hunger
699,168,child,5,7,hunger
699,169,child,6,7,hunger
699,170,child,7,7,hunger
699,171,child,8,7,hunger
699,172,child,9,7,hunger
699,173,child,10,7,hunger
699,174,child,11,7,hunger
714,135,mother,10,5,starvation
714,161,mother,10,6,starvation
721,158,mother,7,6,starvation
723,133,mother,8,5,starvation
726,162,mother,11,6,starvation
727,157,mother,6,6,starvation
738,154,mother,3,6,starvation
739,176,child,5,6,hunger
742,151,mother,0,6,starvation
749,155,mother,4,6,starvation
766,153,mother,2,6,starvation
772,159,mother,8,6,starvation
791,149,mother,5,4,starvation
799,189,child,0,8,hunger
799,190,child,1,8,hunger
799,191,child,2,8,hunger
799,192,child,3,8,hunger
799,193,child,4,8,hunger
799,194,child,5,8,hunger
799,195,child,6,8,hunger
799,196,child,7,8,hunger
799,197,child,8,8,hunger
799,198,child,9,8,hunger
799,199,child,10,8,hunger
799,200,child,11,8,hunger
812,187,mother,10,7,starvation
817,184,mother,7,7,starvation
818,175,mother,5,5,starvation
818,181,mother,4,7,starvation
820,180,mother,3,7,starvation
820,183,mother,6,7,starvation
820,186,mother,9,7,starvation
821,177,mother,0,7,starvation
822,178,mother,1,7,starvation
823,185,mother,8,7,starvation
826,188,mother,11,7,starvation
830,182,mother,5,7,starvation
832,160,mother,9,6,starvation
