tick,mother_id,child_id,r,benefit,cost,success
19,0,23,0.0,0.008,0.03,True
19,14,1,0.0,0.008,0.03,True
20,14,1,0.0,0.008,0.03,True
20,0,23,0.0,0.008,0.03,True
21,0,23,0.0,0.008,0.03,True
21,10,5,0.0,0.07200000000000001,0.06,True
22,6,21,0.0,0.064,0.04,True
23,20,21,0.5,0.008,0.055,True
23,0,23,0.0,0.016,0.03,True
23,2,1,0.0,0.024,0.09,True
24,2,1,0.0,0.008,0.03,True
24,14,1,0.0,0.0,0.03,True
25,6,7,0.5,0.048,0.04,True
25,14,1,0.0,0.008,0.03,True
25,4,11,0.0,0.07200000000000001,0.06,True
25,2,1,0.0,0.0,0.03,True
26,2,1,0.0,0.008,0.03,True
26,14,1,0.0,0.0,0.03,True
26,16,9,0.0,0.11200000000000004,0.065,True
26,12,17,0.0,0.07200000000000001,0.07,True
26,20,7,0.0,0.008,0.04,True
27,14,1,0.0,0.008,0.03,True
27,2,1,0.0,0.0,0.03,True
27,12,17,0.0,0.008,0.03,True
28,0,23,0.0,0.04,0.034999999999999996,True
28,12,17,0.0,0.008,0.03,True
28,2,1,0.0,0.008,0.03,True
28,6,21,0.0,0.04,0.04,True
28,14,1,0.0,0.0,0.03,True
29,14,1,0.0,0.008,0.03,True
29,12,17,0.0,0.008,0.03,True
29,2,1,0.0,0.0,0.03,True
29,20,21,0.5,0.008,0.04,True
30,4,5,0.5,0.07200000000000001,0.05,True
30,14,1,0.0,0.008,0.03,True
30,2,1,0.0,0.0,0.03,True
31,2,1,0.0,0.008,0.03,True
31,14,1,0.0,0.0,0.03,True
32,2,1,0.0,0.008,0.03,True
32,20,7,0.0,0.048,0.04,True
32,10,11,0.5,0.056,0.07999999999999999,True
33,2,1,0.0,0.008,0.03,True
34,0,9,0.0,0.064,0.055,True
38,18,13,0.0,0.19200000000000012,0.115,True
39,4,5,0.5,0.07200000000000001,0.045,True
39,8,1,0.0,0.048,0.13,True
39,2,1,0.0,0.0,0.034999999999999996,True
39,0,23,0.0,0.08800000000000002,0.05,True
40,2,1,0.0,0.008,0.03,True
40,8,1,0.0,0.0,0.03,True
41,2,1,0.0,0.008,0.03,True
41,8,1,0.0,0.0,0.03,True
42,8,1,0.0,0.008,0.03,True
42,2,1,0.0,0.0,0.03,True
43,8,1,0.0,0.008,0.03,True
43,20,7,0.0,0.08800000000000002,0.065,True
43,2,1,0.0,0.0,0.03,True
44,0,9,0.0,0.08000000000000002,0.05,True
44,2,1,0.0,0.008,0.03,True
44,4,11,0.0,0.09600000000000003,0.05,True
44,6,9,0.0,0.0,0.07999999999999999,True
44,20,7,0.0,0.008,0.03,True
45,20,7,0.0,0.008,0.03,True
45,4,11,0.0,0.008,0.03,True
45,22,9,0.0,0.008,0.19500000000000006,True
45,6,9,0.0,0.0,0.03,True
46,10,17,0.0,0.13600000000000007,0.065,True
46,4,11,0.0,0.008,0.03,True
46,20,7,0.0,0.008,0.03,True
47,18,13,0.0,0.07200000000000001,0.07,True
47,4,11,0.0,0.008,0.03,True
47,12,9,0.0,0.016,0.105,True
48,18,13,0.0,0.008,0.03,True
48,4,11,0.0,0.008,0.03,True
48,10,13,0.0,0.0,0.034999999999999996,True
49,18,13,0.0,0.008,0.03,True
49,4,11,0.0,0.008,0.03,True
50,18,13,0.0,0.008,0.03,True
50,22,15,0.0,0.2,0.05,True
50,4,11,0.0,0.008,0.03,True
51,4,11,0.0,0.008,0.03,True
52,4,11,0.0,0.008,0.03,True
53,0,15,0.0,0.2,0.04,True
54,20,7,0.0,0.064,0.04,True
55,20,7,0.0,0.008,0.03,True
56,10,13,0.0,0.048,0.04,True
56,20,7,0.0,0.008,0.03,True
57,20,7,0.0,0.008,0.03,True
58,20,7,0.0,0.008,0.03,True
59,10,17,0.0,0.10400000000000004,0.04,True
59,20,7,0.0,0.008,0.03,True
61,10,13,0.0,0.04,0.034999999999999996,True
62,4,11,0.0,0.08000000000000002,0.045,True
63,4,11,0.0,0.008,0.03,True
63,16,13,0.0,0.016,0.19000000000000006,True
64,4,11,0.0,0.008,0.03,True
65,4,11,0.0,0.008,0.03,True
70,10,13,0.0,0.056,0.045,True
71,10,13,0.0,0.008,0.03,True
72,10,13,0.0,0.008,0.03,True
73,10,13,0.0,0.008,0.03,True
74,10,13,0.0,0.008,0.03,True
76,20,7,0.0,0.13600000000000007,0.07,True
77,16,13,0.0,0.024,0.075,True
77,20,7,0.0,0.008,0.03,True
78,16,13,0.0,0.008,0.03,True
79,16,13,0.0,0.008,0.03,True
80,16,13,0.0,0.008,0.03,True
92,10,13,0.0,0.09600000000000003,0.08499999999999999,True
94,18,13,0.0,0.016,0.19500000000000006,True
95,20,21,0.5,0.2,0.065,True
99,20,7,0.0,0.1760000000000001,0.045,True
