tick,mother_id,child_id,mother_lineage_id,mother_generation,mother_care_weight,mother_forage_weight,mother_self_weight
99,24,36,0,1,0.501440,0.500000,0.500000
99,25,37,1,1,0.501040,0.500000,0.392996
99,26,38,2,1,0.503680,0.500000,0.500000
99,27,39,3,1,0.501200,0.500000,0.500000
99,28,40,4,1,0.438008,0.500000,0.723844
99,29,41,5,1,0.501280,0.500000,0.500000
99,30,42,6,1,0.500480,0.500000,0.500000
99,31,43,7,1,0.541773,0.500000,0.500000
99,32,44,8,1,0.500880,0.500000,0.500000
99,33,45,9,1,0.503200,0.500000,0.500000
99,34,46,10,1,0.503680,0.500000,0.500000
99,35,47,11,1,0.500000,0.500000,0.500000
121,20,48,10,0,0.503680,0.500000,0.500000
199,49,61,0,2,0.501440,0.438103,0.500000
199,50,62,1,2,0.501040,0.500000,0.392996
199,51,63,2,2,0.504400,0.500000,0.500000
199,52,64,3,2,0.503120,0.500000,0.500000
199,53,65,4,2,0.439048,0.500000,0.723844
199,54,66,5,2,0.501280,0.431084,0.500000
199,55,67,6,2,0.500480,0.500000,0.385465
199,56,68,7,2,0.541773,0.500000,0.500000
199,57,69,8,2,0.500880,0.500000,0.500000
199,58,70,9,2,0.503200,0.500000,0.500000
199,59,71,10,2,0.506080,0.500000,0.500000
199,60,72,11,2,0.500320,0.416586,0.500000
221,73,74,10,1,0.503680,0.500000,0.500000
299,75,87,0,3,0.430048,0.438103,0.500000
299,76,88,1,3,0.508269,0.500000,0.392996
299,77,89,2,3,0.504400,0.500000,0.500000
299,78,90,3,3,0.503120,0.500000,0.500000
299,79,91,4,3,0.439048,0.500000,0.723844
299,80,92,5,3,0.503280,0.431084,0.500000
299,81,93,6,3,0.500480,0.500000,0.385465
299,82,94,7,3,0.541773,0.500000,0.500000
299,83,95,8,3,0.500880,0.500000,0.500000
299,84,96,9,3,0.503200,0.500000,0.500000
299,85,97,10,3,0.506080,0.500000,0.500000
299,86,98,11,3,0.503840,0.416586,0.500000
321,99,100,10,2,0.505680,0.500000,0.500000
399,101,113,0,4,0.430048,0.438103,0.500000
399,102,114,1,4,0.508269,0.500000,0.435678
399,103,115,2,4,0.506400,0.500000,0.500000
399,104,116,3,4,0.505120,0.500000,0.500000
399,105,117,4,4,0.439048,0.500000,0.660642
399,106,118,5,4,0.503280,0.431084,0.500000
399,107,119,6,4,0.500480,0.500000,0.385465
399,108,120,7,4,0.541773,0.500000,0.500000
399,109,121,8,4,0.500880,0.500000,0.472412
399,110,122,9,4,0.725627,0.500000,0.500000
399,111,123,10,4,0.506080,0.605905,0.500000
399,112,124,11,4,0.503840,0.416586,0.500000
421,125,126,10,3,0.505680,0.500000,0.403393
499,127,139,0,5,0.430848,0.438103,0.500000
499,128,140,1,5,0.509859,0.500000,0.435678
499,129,141,2,5,0.506400,0.500000,0.500000
499,130,142,3,5,0.506190,0.500000,0.500000
499,131,143,4,5,0.441876,0.500000,0.660642
499,132,144,5,5,0.500000,0.500000,0.500000
499,133,145,6,5,0.500480,0.480295,0.385465
499,134,146,7,5,0.542173,0.500000,0.500000
499,135,147,8,5,0.500880,0.500000,0.616221
499,136,148,9,5,0.500000,0.500000,0.500000
499,137,149,10,5,0.506080,0.605905,0.482087
499,138,150,11,5,0.505120,0.416586,0.500000
521,151,152,10,4,0.505680,0.575010,0.403393
599,153,165,0,6,0.430848,0.438103,0.500000
599,154,166,1,6,0.342854,0.500000,0.435678
599,155,167,2,6,0.506400,0.500000,0.500000
599,156,168,3,6,0.506190,0.500000,0.500000
599,157,169,4,6,0.441876,0.500000,0.660642
599,158,170,5,6,0.500000,0.500000,0.500000
599,159,171,6,6,0.500480,0.480295,0.385465
599,160,172,7,6,0.406069,0.500000,0.500000
599,161,173,8,6,0.500880,0.500000,0.616221
599,162,174,9,6,0.502800,0.500000,0.500000
599,163,175,10,6,0.523088,0.605905,0.482087
599,164,176,11,6,0.505120,0.416586,0.500000
621,177,178,10,5,0.505680,0.575010,0.403393
699,179,191,0,7,0.431808,0.438103,0.500000
699,180,192,1,7,0.346902,0.500000,0.435678
699,181,193,2,7,0.506400,0.500000,0.500000
699,182,194,3,7,0.507345,0.559261,0.500000
699,183,195,4,7,0.441876,0.500000,0.660642
699,184,196,5,7,0.500000,0.500000,0.500000
699,185,197,6,7,0.500480,0.480295,0.385465
699,186,198,7,7,0.406069,0.500000,0.500000
699,187,199,8,7,0.500880,0.500000,0.616221
699,188,200,9,7,0.500000,0.500000,0.500000
699,189,201,10,7,0.523088,0.605905,0.482087
699,190,202,11,7,0.506480,0.416586,0.500000
721,203,204,10,6,0.505680,0.575010,0.403393
799,205,217,0,8,0.433008,0.438103,0.500000
799,206,218,1,8,0.348926,0.500000,0.435678
799,207,219,2,8,0.506400,0.500000,0.500000
799,208,220,3,8,0.509142,0.559261,0.500000
799,209,221,4,8,0.441876,0.500000,0.660642
799,210,222,5,8,0.500000,0.500000,0.500000
799,211,223,6,8,0.500480,0.480295,0.315663
799,212,224,7,8,0.406069,0.500000,0.500000
799,213,225,8,8,0.500880,0.413857,0.616221
799,214,226,9,8,0.501200,0.500000,0.500000
799,215,227,10,8,0.523088,0.605905,0.482087
799,216,228,11,8,0.506720,0.416586,0.500000
