tick,mother_id,child_id,r,benefit,cost,success
0,4,5,0.5,0.008,0.03,True
0,0,1,0.5,0.008,0.03,True
0,12,13,0.5,0.008,0.03,True
0,16,13,0.0,0.0,0.03,True
0,18,19,0.5,0.008,0.03,True
0,6,7,0.5,0.008,0.03,True
1,16,17,0.5,0.016,0.03,True
2,16,13,0.0,0.016,0.03,True
3,16,13,0.0,0.008,0.03,True
3,20,7,0.0,0.024,0.045,True
3,14,1,0.0,0.024,0.045,True
3,12,17,0.0,0.016,0.04,True
4,0,3,0.0,0.04,0.045,True
4,14,1,0.0,0.008,0.03,True
4,16,13,0.0,0.008,0.03,True
5,16,17,0.5,0.016,0.03,True
5,12,13,0.5,0.008,0.034999999999999996,True
5,14,1,0.0,0.008,0.03,True
5,20,21,0.5,0.048,0.034999999999999996,True
5,18,19,0.5,0.04,0.034999999999999996,True
6,14,1,0.0,0.008,0.03,True
6,16,13,0.0,0.008,0.03,True
6,12,13,0.5,0.0,0.03,True
7,14,1,0.0,0.008,0.03,True
7,4,11,0.0,0.064,0.06,True
7,20,7,0.0,0.032,0.034999999999999996,True
7,10,11,0.5,0.0,0.065,True
8,12,17,0.0,0.024,0.034999999999999996,True
8,14,1,0.0,0.008,0.03,True
8,16,13,0.0,0.016,0.03,True
9,20,21,0.5,0.032,0.034999999999999996,True
9,16,13,0.0,0.008,0.03,True
9,14,1,0.0,0.008,0.03,True
10,12,13,0.5,0.008,0.034999999999999996,True
10,18,19,0.5,0.04,0.03,True
10,14,1,0.0,0.008,0.03,True
11,14,1,0.0,0.008,0.03,True
12,14,1,0.0,0.008,0.03,True
13,14,1,0.0,0.008,0.03,True
13,16,17,0.5,0.04,0.03,True
14,14,1,0.0,0.008,0.03,True
14,20,21,0.5,0.04,0.04,True
15,16,13,0.0,0.04,0.034999999999999996,True
16,18,19,0.5,0.048,0.034999999999999996,True
16,16,17,0.5,0.024,0.03,True
17,16,13,0.0,0.016,0.03,True
17,14,15,0.5,0.14400000000000007,0.04,True
17,2,23,0.0,0.14400000000000007,0.115,True
18,10,5,0.0,0.14400000000000007,0.07999999999999999,True
18,16,17,0.5,0.016,0.03,True
18,2,23,0.0,0.008,0.03,True
19,16,13,0.0,0.016,0.03,True
20,4,5,0.5,0.016,0.09,True
21,20,21,0.5,0.056,0.04,True
21,22,3,0.0,0.13600000000000007,0.135,True
