tick,mother_id,child_id,r,benefit,cost,success,mother_lineage_id,child_lineage_id,is_own_child
0,4,5,0.5,0.008,0.03,True,2,2,True
0,0,1,0.5,0.008,0.03,True,0,0,True
0,12,13,0.5,0.008,0.03,True,6,6,True
0,16,13,0.0,0.0,0.03,True,8,6,False
0,18,19,0.5,0.008,0.03,True,9,9,True
0,6,7,0.5,0.008,0.03,True,3,3,True
1,18,19,0.5,0.008,0.03,True,9,9,True
1,16,17,0.5,0.016,0.03,True,8,8,True
2,16,13,0.0,0.016,0.03,True,8,6,False
2,18,19,0.5,0.008,0.03,True,9,9,True
3,6,21,0.0,0.032,0.04,True,3,10,False
3,20,7,0.0,0.024,0.045,True,10,3,False
3,16,13,0.0,0.008,0.03,True,8,6,False
3,14,1,0.0,0.024,0.045,True,7,0,False
3,12,17,0.0,0.016,0.04,True,6,8,False
4,20,7,0.0,0.008,0.03,True,10,3,False
4,16,13,0.0,0.008,0.03,True,8,6,False
4,14,1,0.0,0.008,0.03,True,7,0,False
4,0,3,0.0,0.04,0.045,True,0,1,False
5,12,13,0.5,0.008,0.034999999999999996,True,6,6,True
5,18,19,0.5,0.024,0.034999999999999996,True,9,9,True
5,14,1,0.0,0.008,0.03,True,7,0,False
6,6,7,0.5,0.016,0.04,True,3,3,True
6,20,21,0.5,0.024,0.034999999999999996,True,10,10,True
6,14,1,0.0,0.008,0.03,True,7,0,False
7,14,1,0.0,0.008,0.03,True,7,0,False
7,4,11,0.0,0.064,0.06,True,2,5,False
7,22,9,0.0,0.064,0.065,True,11,4,False
8,14,1,0.0,0.008,0.03,True,7,0,False
8,16,17,0.5,0.04,0.03,True,8,8,True
9,8,9,0.5,0.016,0.075,True,4,4,True
9,20,7,0.0,0.024,0.034999999999999996,True,10,3,False
9,6,7,0.5,0.0,0.034999999999999996,True,3,3,True
9,14,1,0.0,0.008,0.03,True,7,0,False
10,18,19,0.5,0.04,0.034999999999999996,True,9,9,True
10,16,13,0.0,0.04,0.034999999999999996,True,8,6,False
10,14,1,0.0,0.008,0.03,True,7,0,False
10,12,13,0.5,0.0,0.03,True,6,6,True
11,16,17,0.5,0.024,0.03,True,8,8,True
11,18,19,0.5,0.008,0.03,True,9,9,True
13,12,17,0.0,0.016,0.04,True,6,8,False
13,2,1,0.0,0.024,0.09499999999999999,True,1,0,False
14,12,13,0.5,0.032,0.03,True,6,6,True
14,16,17,0.5,0.008,0.034999999999999996,True,8,8,True
14,20,21,0.5,0.064,0.04,True,10,10,True
14,6,21,0.0,0.0,0.04,True,3,10,False
15,0,1,0.5,0.016,0.07999999999999999,True,0,0,True
15,22,15,0.0,0.12800000000000006,0.065,True,11,7,False
16,4,11,0.0,0.07200000000000001,0.07,True,2,5,False
16,18,19,0.5,0.04,0.03,True,9,9,True
17,2,3,0.5,0.10400000000000004,0.045,True,1,1,True
17,10,5,0.0,0.13600000000000007,0.115,True,5,2,False
17,18,19,0.5,0.008,0.03,True,9,9,True
18,18,19,0.5,0.008,0.03,True,9,9,True
19,12,17,0.0,0.04,0.04,True,6,8,False
19,6,7,0.5,0.08000000000000002,0.04,True,3,3,True
19,20,7,0.0,0.0,0.04,True,10,3,False
19,0,3,0.0,0.016,0.045,True,0,1,False
20,12,17,0.0,0.008,0.03,True,6,8,False
21,4,5,0.5,0.032,0.05,True,2,2,True
21,12,17,0.0,0.008,0.03,True,6,8,False
22,22,9,0.0,0.10400000000000004,0.06,True,11,4,False
22,18,19,0.5,0.032,0.034999999999999996,True,9,9,True
22,10,11,0.5,0.048,0.05,True,5,5,True
24,8,23,0.0,0.2,0.09999999999999999,True,4,11,False
24,2,23,0.0,1.1102230246251565e-16,0.06,True,1,11,False
26,20,21,0.5,0.09600000000000003,0.04,True,10,10,True
28,12,17,0.0,0.056,0.045,True,6,8,False
28,4,5,0.5,0.056,0.045,True,2,2,True
29,2,9,0.0,0.056,0.05,True,1,4,False
29,8,9,0.5,0.0,0.05,True,4,4,True
29,20,7,0.0,0.08000000000000002,0.04,True,10,3,False
30,0,1,0.5,0.12000000000000005,0.07999999999999999,True,0,0,True
31,6,7,0.5,0.016,0.045,True,3,3,True
32,20,21,0.5,0.048,0.034999999999999996,True,10,10,True
32,10,11,0.5,0.08000000000000002,0.07,True,5,5,True
33,18,13,0.0,0.15200000000000008,0.07,True,9,6,False
34,18,13,0.0,0.008,0.03,True,9,6,False
34,2,23,0.0,0.08000000000000002,0.05,True,1,11,False
35,18,13,0.0,0.008,0.03,True,9,6,False
36,14,3,0.0,0.13600000000000007,0.14,True,7,1,False
36,18,13,0.0,0.008,0.03,True,9,6,False
37,18,13,0.0,0.008,0.03,True,9,6,False
37,6,21,0.0,0.04,0.04,True,3,10,False
37,4,5,0.5,0.07200000000000001,0.045,True,2,2,True
38,20,21,0.5,0.008,0.04,True,10,10,True
38,18,13,0.0,0.008,0.03,True,9,6,False
38,12,19,0.0,0.12800000000000006,0.065,True,6,9,False
39,22,15,0.0,0.19200000000000012,0.11,True,11,7,False
39,18,13,0.0,0.008,0.03,True,9,6,False
40,0,15,0.0,0.008,0.06,True,0,7,False
41,18,13,0.0,0.016,0.03,True,9,6,False
41,2,23,0.0,0.056,0.04,True,1,11,False
42,18,13,0.0,0.008,0.03,True,9,6,False
42,4,11,0.0,0.08000000000000002,0.05,True,2,5,False
42,2,23,0.0,0.008,0.03,True,1,11,False
43,18,13,0.0,0.008,0.03,True,9,6,False
43,2,23,0.0,0.008,0.03,True,1,11,False
44,2,23,0.0,0.008,0.03,True,1,11,False
44,18,13,0.0,0.008,0.03,True,9,6,False
45,2,23,0.0,0.008,0.03,True,1,11,False
45,12,19,0.0,0.056,0.06,True,6,9,False
45,18,17,0.0,0.13600000000000007,0.03,True,9,8,False
45,14,23,0.0,0.0,0.07,True,7,11,False
46,14,23,0.0,0.008,0.03,True,7,11,False
46,2,23,0.0,0.0,0.03,True,1,11,False
46,18,13,0.0,0.016,0.03,True,9,6,False
47,18,13,0.0,0.008,0.03,True,9,6,False
47,8,23,0.0,0.008,0.105,True,4,11,False
47,2,23,0.0,0.0,0.03,True,1,11,False
47,14,23,0.0,0.0,0.03,True,7,11,False
48,8,23,0.0,0.008,0.03,True,4,11,False
48,2,23,0.0,0.0,0.03,True,1,11,False
48,22,1,0.0,0.14400000000000007,0.05,True,11,0,False
48,14,23,0.0,0.0,0.03,True,7,11,False
49,2,23,0.0,0.008,0.03,True,1,11,False
49,8,23,0.0,0.0,0.03,True,4,11,False
49,14,23,0.0,0.0,0.03,True,7,11,False
50,2,23,0.0,0.008,0.03,True,1,11,False
50,14,23,0.0,0.0,0.03,True,7,11,False
50,8,23,0.0,0.0,0.03,True,4,11,False
50,4,11,0.0,0.064,0.06,True,2,5,False
54,20,21,0.5,0.12800000000000006,0.065,True,10,10,True
57,12,17,0.0,0.09600000000000003,0.07,True,6,8,False
58,4,11,0.0,0.064,0.06,True,2,5,False
59,0,15,0.0,0.15200000000000008,0.12000000000000001,True,0,7,False
62,18,19,0.5,0.13600000000000007,0.055,True,9,9,True
68,22,9,0.0,0.2,0.08499999999999999,True,11,4,False
69,20,7,0.0,0.2,0.065,True,10,3,False
70,18,13,0.0,0.1840000000000001,0.065,True,9,6,False
70,20,7,0.0,0.11200000000000021,0.03,True,10,3,False
71,22,9,0.0,0.13600000000000023,0.03,True,11,4,False
71,20,7,0.0,0.008,0.03,True,10,3,False
74,22,9,0.0,0.024,0.034999999999999996,True,11,4,False
75,20,7,0.0,0.032,0.03,True,10,3,False
76,20,7,0.0,0.008,0.03,True,10,3,False
78,4,5,0.5,0.2,0.09,True,2,2,True
85,6,23,0.0,0.2,0.17500000000000004,True,3,11,False
86,16,13,0.0,0.12800000000000006,0.3250000000000002,True,8,6,False
87,4,11,0.0,0.2,0.05,True,2,5,False
88,4,11,0.0,0.04000000000000014,0.03,True,2,5,False
89,6,23,0.0,0.11200000000000021,0.03,True,3,11,False
90,6,23,0.0,0.008,0.03,True,3,11,False
91,8,23,0.0,0.008,0.17000000000000004,True,4,11,False
92,20,7,0.0,0.12800000000000006,0.08499999999999999,True,10,3,False
93,10,13,0.0,0.056,0.2400000000000001,True,5,6,False
93,20,7,0.0,0.008,0.03,True,10,3,False
94,10,13,0.0,0.008,0.03,True,5,6,False
95,10,13,0.0,0.008,0.03,True,5,6,False
95,20,7,0.0,0.016,0.03,True,10,3,False
96,12,1,0.0,0.2,0.135,True,6,0,False
96,10,13,0.0,0.008,0.03,True,5,6,False
99,10,17,0.0,0.2,0.04,True,5,8,False
103,18,42,0.0,0.032,0.19000000000000006,True,9,6,False
106,25,36,0.0,0.056,0.05,True,1,0,False
108,32,42,0.0,0.04,0.045,True,8,6,False
109,34,39,0.0,0.08000000000000002,0.05,True,10,3,False
110,34,39,0.0,0.008,0.03,True,10,3,False
111,34,39,0.0,0.008,0.03,True,10,3,False
114,27,39,0.5,0.024,0.045,True,3,3,True
115,34,46,0.5,0.12800000000000006,0.04,True,10,10,True
116,20,47,0.0,0.13600000000000007,0.07,True,10,11,False
117,30,44,0.0,0.14400000000000007,0.08499999999999999,True,6,8,False
118,35,37,0.0,0.15200000000000008,0.09,True,11,1,False
120,26,41,0.0,0.1680000000000001,0.09999999999999999,True,2,5,False
121,26,41,0.0,0.008,0.03,True,2,5,False
121,27,39,0.5,0.056,0.045,True,3,3,True
122,26,41,0.0,0.008,0.03,True,2,5,False
123,31,36,0.0,0.13600000000000007,0.075,True,7,0,False
123,27,46,0.0,0.064,0.034999999999999996,True,3,10,False
125,25,43,0.0,0.2,0.12000000000000001,True,1,7,False
127,31,43,0.5,0.02400000000000012,0.04,True,7,7,True
128,16,44,0.25,0.08800000000000002,0.11,True,8,8,False
129,26,41,0.0,0.056,0.06,True,2,5,False
130,26,41,0.0,0.008,0.03,True,2,5,False
131,26,41,0.0,0.008,0.03,True,2,5,False
132,25,37,0.5,0.11200000000000004,0.05,True,1,1,True
132,35,47,0.5,0.12800000000000006,0.09499999999999999,True,11,11,True
136,10,45,0.0,0.2,0.11,True,5,9,False
