tick,mother_id,mother_energy,winner_domain,chosen_child_id,chosen_r,chosen_distress,chosen_distance,candidate_child_ids,candidate_r,candidate_distress,candidate_distance
4,14895,0.9788,care,14868,0.0,0.1955,4,14868;14870;14892;14896;14900;14906;14916,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.1955;0.1450;0.2700;0.2075;0.1450;0.3325;0.2700,4;4;4;3;8;4;7
4,14905,0.9788,care,14868,0.0,0.1955,3,14868;14870;14892;14896;14900;14906;14916,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.1955;0.1450;0.2700;0.2075;0.1450;0.3325;0.2700,3;3;5;4;7;5;8
4,14903,0.9788,care,14888,0.0,0.3165,3,14882;14888;14890;14904;14908;14912,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.2660;0.3165;0.2075;0.2075;0.2075;0.2075,5;3;7;3;6;3
4,14911,0.9788,care,14888,0.0,0.3165,3,14876;14882;14888;14890;14904;14908;14912,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.1290;0.2660;0.3165;0.2075;0.2075;0.2075;0.2075,6;7;3;4;6;4;3
4,14887,0.9788,care,14888,0.5,0.3165,5,14876;14882;14888;14890;14898;14904;14908;14912,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1290;0.2660;0.3165;0.2075;0.2700;0.2075;0.2075;0.2075,5;8;5;2;8;7;6;4
4,14891,0.9788,care,14906,0.0,0.3325,4,14868;14870;14892;14896;14900;14902;14906;14916,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1955;0.1450;0.2700;0.2075;0.1450;0.2075;0.3325;0.2700,4;4;4;3;8;7;4;7
4,14907,0.9538,care,14888,0.0,0.3165,1,14882;14888;14890;14904;14908;14912,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.2660;0.3165;0.2075;0.2075;0.2075;0.2075,5;1;6;3;3;1
4,14889,0.9788,care,14888,0.0,0.3165,7,14872;14876;14880;14888;14890;14908;14912;14914,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.2035;0.1290;0.2075;0.3165;0.2075;0.2075;0.2075;0.2700,7;2;7;7;3;8;7;7
4,14915,0.9538,care,14906,0.0,0.3325,7,14872;14876;14878;14892;14894;14896;14906;14914;14916,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.2035;0.1290;0.0665;0.2700;0.1450;0.2075;0.3325;0.2700;0.2700,8;8;1;4;5;5;7;6;4
4,14877,0.9788,care,14906,0.0,0.3325,7,14872;14876;14878;14892;14894;14896;14906;14914;14916,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2035;0.1290;0.0665;0.2700;0.1450;0.2075;0.3325;0.2700;0.2700,6;8;1;6;3;7;7;7;4
4,14881,0.9538,care,14888,0.0,0.3165,2,14882;14888;14890;14904;14908;14912,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2660;0.3165;0.2075;0.2075;0.2075;0.2075,4;2;6;4;5;2
5,14903,0.97332,care,14888,0.0,0.254,2,14882;14888;14890;14904;14908;14912,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.3325;0.2540;0.1490;0.2115;0.2115;0.1490,5;2;6;3;5;2
5,14893,0.97332,care,14916,0.0,0.2115,5,14872;14874;14876;14878;14892;14894;14906;14916,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.2700;0.2700;0.1955;0.1330;0.2115;0.1490;0.3990;0.2115,4;7;8;3;8;2;8;5
5,14877,0.97332,care,14906,0.0,0.399,6,14872;14878;14892;14894;14896;14906;14914;14916,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2700;0.1330;0.2115;0.1490;0.2740;0.3990;0.2115;0.2115,7;2;5;4;6;6;7;3
5,14891,0.97332,care,14906,0.0,0.399,3,14868;14870;14878;14892;14896;14902;14906;14916,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.1995;0.2115;0.1330;0.2115;0.2740;0.2115;0.3990;0.2115,5;5;8;3;2;7;3;6
5,14887,0.97332,care,14888,0.5,0.254,4,14876;14882;14888;14890;14904;14908;14912,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.1955;0.3325;0.2540;0.1490;0.2115;0.2115;0.1490,6;7;4;3;6;5;3
5,14907,0.9233199999999999,care,14882,0.0,0.3325,5,14882;14888;14890;14904;14908;14912,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.3325;0.2540;0.1490;0.2115;0.2115;0.1490,5;1;6;3;3;1
5,14911,0.97332,care,14888,0.0,0.254,2,14876;14882;14888;14890;14904;14908;14912,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.1955;0.3325;0.2540;0.1490;0.2115;0.2115;0.1490,7;6;2;5;5;3;2
