tick,agent_id,agent_type,lineage_id,generation,cause
95,178,mother,14,0,starvation
99,151,child,0,1,hunger
99,153,child,1,1,hunger
99,155,child,2,1,hunger
99,157,child,3,1,hunger
99,159,child,4,1,hunger
99,161,child,5,1,hunger
99,163,child,6,1,hunger
99,165,child,7,1,hunger
99,167,child,8,1,hunger
99,169,child,9,1,hunger
99,171,child,10,1,hunger
99,173,child,11,1,hunger
99,175,child,12,1,hunger
99,177,child,13,1,hunger
99,179,child,14,1,hunger
99,181,child,15,1,hunger
99,183,child,16,1,hunger
99,185,child,17,1,hunger
99,187,child,18,1,hunger
99,189,child,19,1,hunger
99,191,child,20,1,hunger
99,193,child,21,1,hunger
99,195,child,22,1,hunger
99,197,child,23,1,hunger
99,199,child,24,1,hunger
113,174,mother,12,0,starvation
124,172,mother,11,0,starvation
126,152,mother,1,0,starvation
157,166,mother,8,0,starvation
158,168,mother,9,0,starvation
186,158,mother,4,0,starvation
189,150,mother,0,0,starvation
261,212,mother,12,1,starvation
289,216,mother,16,1,starvation
294,213,mother,13,1,starvation
296,200,mother,0,1,starvation
298,202,mother,2,1,starvation
299,186,mother,18,0,starvation
300,224,mother,24,1,starvation
310,204,mother,4,1,starvation
312,208,mother,8,1,starvation
315,203,mother,3,1,starvation
320,218,mother,18,1,starvation
328,206,mother,6,1,starvation
354,156,mother,3,0,starvation
362,217,mother,17,1,starvation
395,207,mother,7,1,starvation
396,214,mother,14,1,starvation
396,222,mother,22,1,starvation
400,198,mother,24,0,starvation
407,219,mother,19,1,starvation
421,176,mother,13,0,starvation
430,160,mother,5,0,starvation
431,170,mother,10,0,starvation
433,188,mother,19,0,starvation
453,210,mother,10,1,starvation
479,215,mother,15,1,starvation
500,201,mother,1,1,starvation
503,184,mother,17,0,starvation
509,180,mother,15,0,starvation
516,154,mother,2,0,starvation
526,220,mother,20,1,starvation
536,205,mother,5,1,starvation
546,209,mother,9,1,starvation
550,223,mother,23,1,starvation
558,164,mother,7,0,starvation
594,194,mother,22,0,starvation
595,162,mother,6,0,starvation
606,196,mother,23,0,starvation
606,221,mother,21,1,starvation
698,192,mother,21,0,starvation
703,182,mother,16,0,starvation
890,211,mother,11,1,starvation
895,190,mother,20,0,starvation
