tick,mother_id,child_id,r,benefit,cost,success,mother_lineage_id,child_lineage_id,is_own_child
0,188,189,0.5,0.008,0.03,True,19,19,True
0,154,155,0.5,0.008,0.03,True,2,2,True
0,160,161,0.5,0.008,0.03,True,5,5,True
2,164,155,0.0,0.016,0.04,True,7,2,False
2,194,161,0.0,0.016,0.04,True,22,5,False
2,178,151,0.0,0.024,0.04,True,14,0,False
3,154,165,0.0,0.032,0.04,True,2,7,False
3,184,157,0.0,0.032,0.045,True,17,3,False
3,186,171,0.0,0.032,0.045,True,18,10,False
3,182,163,0.0,0.032,0.045,True,16,6,False
4,160,195,0.0,0.04,0.045,True,5,22,False
4,168,153,0.0,0.04,0.05,True,9,1,False
4,182,163,0.0,0.008,0.03,True,16,6,False
4,164,199,0.0,0.04,0.034999999999999996,True,7,24,False
5,158,153,0.0,0.008,0.055,True,4,1,False
5,182,163,0.0,0.008,0.03,True,16,6,False
6,198,199,0.5,0.016,0.06,True,24,24,True
6,174,163,0.0,0.008,0.06,True,12,6,False
6,154,173,0.0,0.056,0.04,True,2,11,False
6,156,153,0.0,0.008,0.06,True,3,1,False
6,180,153,0.0,0.0,0.06,True,15,1,False
7,172,153,0.0,0.008,0.065,True,11,1,False
7,152,153,0.5,0.0,0.065,True,1,1,True
7,166,163,0.0,0.008,0.065,True,8,6,False
7,170,163,0.0,0.0,0.065,True,10,6,False
7,164,173,0.0,0.008,0.04,True,7,11,False
7,188,197,0.0,0.064,0.06,True,19,23,False
7,154,173,0.0,0.0,0.03,True,2,11,False
8,154,173,0.0,0.008,0.03,True,2,11,False
8,164,173,0.0,0.0,0.03,True,7,11,False
8,190,163,0.0,0.008,0.07,True,20,6,False
9,164,173,0.0,0.008,0.03,True,7,11,False
9,154,173,0.0,0.0,0.03,True,2,11,False
10,184,169,0.0,0.08800000000000002,0.04,True,17,9,False
10,198,173,0.0,0.008,0.045,True,24,11,False
10,182,167,0.0,0.08800000000000002,0.05,True,16,8,False
11,182,167,0.0,0.008,0.03,True,16,8,False
11,152,169,0.0,0.008,0.045,True,1,9,False
12,152,169,0.0,0.008,0.03,True,1,9,False
12,182,167,0.0,0.008,0.03,True,16,8,False
14,156,169,0.0,0.016,0.065,True,3,9,False
15,182,167,0.0,0.024,0.034999999999999996,True,16,8,False
15,156,169,0.0,0.008,0.03,True,3,9,False
15,154,173,0.0,0.04,0.055,True,2,11,False
16,164,173,0.0,0.008,0.06,True,7,11,False
16,184,169,0.0,0.008,0.034999999999999996,True,17,9,False
16,156,169,0.0,0.0,0.03,True,3,9,False
16,196,161,0.0,0.11200000000000004,0.11,True,23,5,False
16,182,175,0.0,0.13600000000000007,0.03,True,16,12,False
17,156,169,0.0,0.008,0.03,True,3,9,False
18,194,161,0.0,0.016,0.105,True,22,5,False
18,156,169,0.0,0.008,0.03,True,3,9,False
