tick,mother_id,mother_energy,winner_domain,chosen_child_id,chosen_r,chosen_distress,chosen_distance,candidate_child_ids,candidate_r,candidate_distress,candidate_distance
4,14716,0.9538,care,14745,0.0,0.3325,7,14717;14721;14745;14757;14759,0.5000;0.0000;0.0000;0.0000;0.0000,0.1410;0.2540;0.3325;0.1450;0.2700,2;5;7;8;2
4,14734,0.9788,care,14725,0.0,0.145,4,14719;14725;14729;14735;14737;14739;14741;14745;14749;14751;14753;14755,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1915;0.1450;0.0825;0.2075;0.2700;0.1450;0.2075;0.3325;0.2075;0.1450;0.2700;0.2075,7;4;3;3;8;6;5;5;5;4;7;4
4,14756,0.9538,care,14745,0.0,0.3325,6,14717;14721;14735;14745;14755;14757;14759,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.1410;0.2540;0.2075;0.3325;0.2075;0.1450;0.2700,8;1;8;6;7;2;8
4,14744,0.9788,care,14719,0.0,0.1915,4,14719;14725;14729;14735;14739;14741;14745;14749;14751;14753;14755,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.1915;0.1450;0.0825;0.2075;0.1450;0.2075;0.3325;0.2075;0.1450;0.2700;0.2075,4;4;1;6;6;2;5;8;2;4;6
4,14740,0.9788,care,14719,0.0,0.1915,1,14719;14725;14729;14739;14741;14745;14751;14753,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.1915;0.1450;0.0825;0.1450;0.2075;0.3325;0.1450;0.2700,1;4;5;6;3;8;4;1
4,14758,0.9538,care,14741,0.0,0.2075,5,14717;14721;14729;14741;14745;14751;14753;14757;14759,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.1410;0.2540;0.0825;0.2075;0.3325;0.1450;0.2700;0.1450;0.2700,3;5;7;5;7;7;8;8;4
4,14720,0.9788,care,14745,0.0,0.3325,6,14717;14721;14745;14757;14759,0.0000;0.5000;0.0000;0.0000;0.0000,0.1410;0.2540;0.3325;0.1450;0.2700,3;4;6;7;3
4,14754,0.9788,care,14745,0.0,0.3325,4,14719;14725;14729;14735;14739;14741;14745;14749;14751;14753;14755,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.1915;0.1450;0.0825;0.2075;0.1450;0.2075;0.3325;0.2075;0.1450;0.2700;0.2075,8;5;4;2;7;6;4;4;5;8;3
4,14728,0.9788,care,14745,0.0,0.3325,5,14717;14719;14725;14729;14735;14739;14741;14745;14751;14753;14755,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1410;0.1915;0.1450;0.0825;0.2075;0.1450;0.2075;0.3325;0.1450;0.2700;0.2075,8;4;4;1;7;6;1;5;2;3;7
4,14750,0.9538,care,14745,0.0,0.3325,8,14719;14725;14729;14739;14741;14745;14751;14753,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.1915;0.1450;0.0825;0.1450;0.2075;0.3325;0.1450;0.2700,1;2;4;4;3;8;2;1
5,14720,0.97332,care,14745,0.0,0.399,5,14717;14721;14745;14757;14759,0.0000;0.5000;0.0000;0.0000;0.0000,0.2075;0.1955;0.3990;0.1490;0.3365,4;3;5;6;4
5,14760,0.9232588981182466,care,14737,0.0,0.3365,6,14737;14761,0.0000;0.5000,0.3365;0.1410,6;2
5,14750,0.9483199999999999,care,14745,0.0,0.399,7,14719;14725;14729;14739;14741;14745;14751;14753,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.1915;0.0865;0.0865;0.0865;0.2115;0.3990;0.1490;0.2115,2;2;3;4;2;7;2;1
5,14762,0.9483199999999999,care,14743,0.0,0.3365,5,14727;14743;14763,0.0000;0.0000;0.5000,0.2620;0.3365;0.2115,3;5;3
5,14736,0.97332,care,14737,0.5,0.3365,5,14715;14723;14731;14733;14735;14737;14747;14749;14755,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.1290;0.0865;0.1955;0.1490;0.2740;0.3365;0.2115;0.1490;0.2115,4;2;7;3;8;5;2;7;8
