tick,agent_id,agent_type,lineage_id,generation,cause
99,76,child,0,1,hunger
99,78,child,1,1,hunger
99,80,child,2,1,hunger
99,82,child,3,1,hunger
99,84,child,4,1,hunger
99,86,child,5,1,hunger
99,88,child,6,1,hunger
99,90,child,7,1,hunger
99,92,child,8,1,hunger
99,94,child,9,1,hunger
99,96,child,10,1,hunger
99,98,child,11,1,hunger
99,100,child,12,1,hunger
99,102,child,13,1,hunger
99,104,child,14,1,hunger
99,106,child,15,1,hunger
99,108,child,16,1,hunger
99,110,child,17,1,hunger
99,112,child,18,1,hunger
99,114,child,19,1,hunger
99,116,child,20,1,hunger
99,118,child,21,1,hunger
99,120,child,22,1,hunger
99,122,child,23,1,hunger
99,124,child,24,1,hunger
124,77,mother,1,0,starvation
124,103,mother,14,0,starvation
167,117,mother,21,0,starvation
182,95,mother,10,0,starvation
189,113,mother,19,0,starvation
213,123,mother,24,0,starvation
218,101,mother,13,0,starvation
260,138,mother,13,1,starvation
261,126,mother,1,1,starvation
261,139,mother,14,1,starvation
264,93,mother,9,0,starvation
279,107,mother,16,0,starvation
279,111,mother,18,0,starvation
286,140,mother,15,1,starvation
288,133,mother,8,1,starvation
313,125,mother,0,1,starvation
320,137,mother,12,1,starvation
329,146,mother,21,1,starvation
336,79,mother,2,0,starvation
377,81,mother,3,0,starvation
399,99,mother,12,0,starvation
414,144,mother,19,1,starvation
425,109,mother,17,0,starvation
445,121,mother,23,0,starvation
453,134,mother,9,1,starvation
453,135,mother,10,1,starvation
454,115,mother,20,0,starvation
456,136,mother,11,1,starvation
461,119,mother,22,0,starvation
468,83,mother,4,0,starvation
471,130,mother,5,1,starvation
472,145,mother,20,1,starvation
473,143,mother,18,1,starvation
490,128,mother,3,1,starvation
495,131,mother,6,1,starvation
497,89,mother,7,0,starvation
503,127,mother,2,1,starvation
505,91,mother,8,0,starvation
506,142,mother,17,1,starvation
512,129,mother,4,1,starvation
527,85,mother,5,0,starvation
536,141,mother,16,1,starvation
544,75,mother,0,0,starvation
544,87,mother,6,0,starvation
547,97,mother,11,0,starvation
558,132,mother,7,1,starvation
586,149,mother,24,1,starvation
662,148,mother,23,1,starvation
670,105,mother,15,0,starvation
694,147,mother,22,1,starvation
