tick,mother_id,child_id,mother_lineage_id,mother_generation,mother_care_weight,mother_forage_weight,mother_self_weight
99,1345,1357,0,1,0.502960,0.500000,0.500000
99,1346,1358,1,1,0.500080,0.500000,0.500000
99,1347,1359,2,1,0.500560,0.500000,0.500000
99,1348,1360,3,1,0.500080,0.500000,0.500000
99,1349,1361,4,1,0.500000,0.500000,0.500000
99,1350,1362,5,1,0.500000,0.500000,0.500000
99,1351,1363,6,1,0.500000,0.500000,0.500000
99,1352,1364,7,1,0.504000,0.500000,0.500000
99,1353,1365,8,1,0.500000,0.500000,0.500000
99,1354,1366,9,1,0.500000,0.500000,0.500000
99,1355,1367,10,1,0.458976,0.500000,0.500000
99,1356,1368,11,1,0.500000,0.500000,0.500000
164,1329,1369,4,0,0.500000,0.500000,0.500000
199,1370,1382,0,2,0.504320,0.500000,0.500000
199,1371,1383,1,2,0.500080,0.500000,0.500000
199,1372,1384,2,2,0.500560,0.500000,0.500000
199,1373,1385,3,2,0.502080,0.500000,0.500000
199,1374,1386,4,2,0.502000,0.500000,0.500000
199,1375,1387,5,2,0.500000,0.500000,0.500000
199,1376,1388,6,2,0.500000,0.500000,0.500000
199,1377,1389,7,2,0.508000,0.500000,0.500000
199,1378,1390,8,2,0.500800,0.559974,0.500000
199,1379,1391,9,2,0.500390,0.500000,0.500000
199,1380,1392,10,2,0.464176,0.500000,0.500000
199,1381,1393,11,2,0.556548,0.500000,0.500000
264,1394,1395,4,1,0.500000,0.500000,0.500000
299,1396,1408,0,3,0.504320,0.500000,0.500000
299,1397,1409,1,3,0.500080,0.609687,0.500000
299,1398,1410,2,3,0.500560,0.500000,0.500000
299,1399,1411,3,3,0.502080,0.500000,0.500000
299,1400,1412,4,3,0.502000,0.500000,0.500000
299,1401,1413,5,3,0.500000,0.562259,0.500852
299,1402,1414,6,3,0.502000,0.500000,0.500000
299,1403,1415,7,3,0.513577,0.500000,0.500000
299,1404,1416,8,3,0.500960,0.559974,0.500000
299,1405,1417,9,3,0.500000,0.500000,0.500000
299,1406,1418,10,3,0.460856,0.500000,0.500000
299,1407,1419,11,3,0.556548,0.492512,0.500000
364,1420,1421,4,2,0.500000,0.500000,0.500000
399,1422,1434,0,4,0.504960,0.500000,0.500000
399,1423,1435,1,4,0.500080,0.609687,0.500000
399,1424,1436,2,4,0.500560,0.500000,0.500000
399,1425,1437,3,4,0.419920,0.500000,0.500000
399,1426,1438,4,4,0.502000,0.500000,0.500000
399,1427,1439,5,4,0.500000,0.562259,0.500852
399,1428,1440,6,4,0.502000,0.500000,0.500000
399,1429,1441,7,4,0.513577,0.500000,0.500000
399,1430,1442,8,4,0.500960,0.559974,0.500000
399,1431,1443,9,4,0.500000,0.500000,0.500000
399,1432,1444,10,4,0.464536,0.635931,0.500000
399,1433,1445,11,4,0.495311,0.492512,0.500000
464,1446,1447,4,3,0.500000,0.500000,0.500000
499,1448,1460,0,5,0.504960,0.500000,0.500000
