tick,mother_id,mother_energy,winner_domain,chosen_child_id,chosen_r,chosen_distress,chosen_distance,candidate_child_ids,candidate_r,candidate_distress,candidate_distance
6,562,0.96776,care,563,0.5,0.278,4,541;549;557;559;561;563;573;575;581,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.0745;0.1530;0.3245;0.2155;0.3405;0.2780;0.0905;0.2155;0.2155,5;3;8;4;8;4;2;8;8
6,554,0.96776,care,571,0.0,0.4655,7,545;551;555;565;567;571;577;579,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1995;0.0905;0.2155;0.2540;0.3405;0.4655;0.2155;0.2780,2;2;3;4;2;7;2;1
6,560,0.96776,care,565,0.0,0.254,4,545;551;555;561;563;565;567;571;575;577;579;581,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1995;0.0905;0.2155;0.3405;0.2780;0.2540;0.3405;0.4655;0.2155;0.2155;0.2780;0.2155,7;4;3;5;7;4;5;7;6;4;7;6
6,580,0.96776,care,571,0.0,0.4655,3,545;547;551;555;561;565;567;571;575;577;579;581,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.1995;0.0745;0.0905;0.2155;0.3405;0.2540;0.3405;0.4655;0.2155;0.2155;0.2780;0.2155,7;8;6;3;3;8;5;3;5;4;7;3
6,566,0.9427599999999999,care,565,0.0,0.254,3,545;551;555;561;565;567;569;577;579,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.1995;0.0905;0.2155;0.3405;0.2540;0.3405;0.3405;0.2155;0.2780,2;1;6;8;3;5;7;3;2
6,572,0.9427599999999999,care,563,0.0,0.278,6,541;549;557;559;563;573;575,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.0745;0.1530;0.3245;0.2155;0.2780;0.0905;0.2155,3;1;6;2;6;1;7
6,542,0.9427599999999999,care,571,0.0,0.4655,5,543;547;571;583;585,0.5000;0.0000;0.0000;0.0000;0.0000,0.2740;0.0745;0.4655;0.1530;0.3405,4;3;5;6;4
6,550,0.9427599999999999,care,565,0.0,0.254,1,545;551;555;561;565;567;569;577;579,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1995;0.0905;0.2155;0.3405;0.2540;0.3405;0.3405;0.2155;0.2780,4;1;6;8;1;5;7;3;4
6,564,0.96776,care,569,0.0,0.3405,6,545;551;555;565;567;569;577;579,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.1995;0.0905;0.2155;0.2540;0.3405;0.3405;0.2155;0.2780,2;2;7;4;6;6;4;3
6,552,0.9427599999999999,care,565,0.0,0.254,6,545;551;553;565;569;589,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.1995;0.0905;0.3285;0.2540;0.3405;0.2780,8;8;5;6;4;4
6,576,0.9427599999999999,care,571,0.0,0.4655,6,545;551;555;565;567;571;577;579,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.1995;0.0905;0.2155;0.2540;0.3405;0.4655;0.2155;0.2780,3;3;4;5;2;6;3;2
6,558,0.9427599999999999,care,559,0.5,0.2155,3,541;549;557;559;573,0.0000;0.0000;0.0000;0.5000;0.0000,0.0745;0.1530;0.3245;0.2155;0.0905,2;4;1;3;6
6,590,0.96776,care,591,0.5,0.0905,1,557;591,0.0000;0.5000,0.3245;0.0905,7;1
6,582,0.9427599999999999,care,571,0.0,0.4655,4,543;547;555;561;571;581;583;585,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.2740;0.0745;0.2155;0.3405;0.4655;0.2155;0.1530;0.3405,8;1;8;7;4;7;2;8
6,578,0.9177599999999999,care,569,0.0,0.3405,6,545;551;555;565;567;569;577;579,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.1995;0.0905;0.2155;0.2540;0.3405;0.3405;0.2155;0.2780,4;2;7;1;6;6;4;4
6,588,0.9427599999999999,care,569,0.0,0.3405,4,553;569;589,0.0000;0.0000;0.5000,0.3285;0.3405;0.2780,4;4;4
6,540,0.9177599999999999,care,559,0.0,0.2155,2,541;549;557;559;573,0.5000;0.0000;0.0000;0.0000;0.0000,0.0745;0.1530;0.3245;0.2155;0.0905,1;2;3;2;4
6,574,0.99356,forage,,,,,541;549;559;561;573;575;581,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.0745;0.1530;0.2155;0.3405;0.0905;0.2155;0.2155,6;6;5;4;6;3;4
6,568,0.9427599999999999,care,567,0.0,0.3405,7,545;551;555;565;567;569;577;579;589,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.1995;0.0905;0.2155;0.2540;0.3405;0.3405;0.2155;0.2780;0.2780,4;3;8;1;7;5;5;4;8
7,588,0.93712,care,569,0.0,0.40700000000000003,3,553;569;589,0.0000;0.0000;0.5000,0.3950;0.4070;0.3445,5;3;5
7,564,0.96212,care,569,0.0,0.40700000000000003,5,545;551;555;565;567;569;577;579;589,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2660;0.0945;0.2195;0.1915;0.3445;0.4070;0.2195;0.3445;0.3445,3;3;8;3;7;5;5;4;8
7,578,0.9121199999999999,care,569,0.0,0.40700000000000003,5,545;551;555;565;567;569;577;579,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.2660;0.0945;0.2195;0.1915;0.3445;0.4070;0.2195;0.3445,5;3;8;1;7;5;5;5
7,590,0.93712,care,557,0.0,0.391,7,557;591,0.0000;0.5000,0.3910;0.0665,7;1
7,572,0.93712,care,561,0.0,0.40700000000000003,8,541;549;557;559;561;563;573;575;581,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.0785;0.2195;0.3910;0.1570;0.4070;0.2195;0.1570;0.2195;0.2820,4;2;7;3;8;5;2;7;8
7,542,0.93712,care,571,0.0,0.40700000000000003,4,543;547;555;571;583;585,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3405;0.0785;0.2195;0.4070;0.2195;0.3445,5;2;8;4;5;5
7,552,0.93712,care,565,0.0,0.1915,5,545;551;553;565;569;579;589,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.2660;0.0945;0.3950;0.1915;0.4070;0.3445;0.3445,7;7;6;5;3;8;5
7,554,0.96212,care,571,0.0,0.40700000000000003,6,545;551;555;565;567;571;577;579,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2660;0.0945;0.2195;0.1915;0.3445;0.4070;0.2195;0.3445,3;3;3;5;1;6;2;2
7,580,0.96212,care,571,0.0,0.40700000000000003,2,545;547;551;555;561;567;571;575;577;579;581;583,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.2660;0.0785;0.0945;0.2195;0.4070;0.3445;0.4070;0.2195;0.2195;0.3445;0.2820;0.2195,7;7;7;2;4;4;2;6;5;6;4;8
7,550,0.9121199999999999,care,561,0.0,0.40700000000000003,8,545;551;555;561;565;567;569;577;579,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2660;0.0945;0.2195;0.4070;0.1915;0.3445;0.4070;0.2195;0.3445,4;1;6;8;1;5;7;3;4
7,558,0.93712,care,559,0.5,0.157,2,541;549;557;559;573,0.0000;0.0000;0.0000;0.5000;0.0000,0.0785;0.2195;0.3910;0.1570;0.1570,1;3;2;2;5
7,540,0.9121199999999999,care,557,0.0,0.391,4,541;549;557;559;563;573;575,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.0785;0.2195;0.3910;0.1570;0.2195;0.1570;0.2195,1;1;4;1;8;3;8
7,576,0.93712,care,571,0.0,0.40700000000000003,5,543;545;551;555;565;567;571;577;579,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.3405;0.2660;0.0945;0.2195;0.1915;0.3445;0.4070;0.2195;0.3445,8;4;4;4;6;2;5;3;3
7,574,0.99292,forage,,,,,541;549;559;561;573;575;581,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.0785;0.2195;0.1570;0.4070;0.1570;0.2195;0.2820,6;6;5;4;6;3;4
7,548,0.93712,care,563,0.0,0.2195,5,541;549;557;559;563;573;575,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.0785;0.2195;0.3910;0.1570;0.2195;0.1570;0.2195,5;3;8;4;5;1;8
7,560,0.96212,care,565,0.0,0.1915,3,545;551;555;561;563;565;567;571;575;577;579;581,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2660;0.0945;0.2195;0.4070;0.2195;0.1915;0.3445;0.4070;0.2195;0.2195;0.3445;0.2820,7;4;4;6;7;3;5;8;7;4;7;7
7,546,0.9876,forage,,,,,543;547;555;571;583;585,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.3405;0.0785;0.2195;0.4070;0.2195;0.3445,6;1;8;4;4;6
7,568,0.93712,care,567,0.0,0.34450000000000003,6,545;551;555;565;567;569;577;579,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.2660;0.0945;0.2195;0.1915;0.3445;0.4070;0.2195;0.3445,3;2;7;2;6;6;4;3
7,570,0.96212,care,571,0.5,0.40700000000000003,6,545;551;555;561;565;567;571;575;577;579;581,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.2660;0.0945;0.2195;0.4070;0.1915;0.3445;0.4070;0.2195;0.2195;0.3445;0.2820,4;3;2;6;5;2;6;8;1;4;6
7,556,0.96212,care,573,0.0,0.157,1,541;549;557;559;563;573,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.0785;0.2195;0.3910;0.1570;0.2195;0.1570,3;1;6;2;7;1
7,582,0.93712,care,571,0.0,0.40700000000000003,3,543;547;555;561;567;571;581;583;585,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.3405;0.0785;0.2195;0.4070;0.3445;0.4070;0.2820;0.2195;0.3445,8;2;7;7;8;3;7;3;8
7,544,0.93712,care,569,0.0,0.40700000000000003,4,545;551;565;567;569;577;579;589,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2660;0.0945;0.1915;0.3445;0.4070;0.2195;0.3445;0.3445,4;4;2;8;4;6;5;7
7,562,0.96212,care,563,0.5,0.2195,3,541;549;559;561;563;573,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.0785;0.2195;0.1570;0.4070;0.2195;0.1570,6;4;5;8;3;3
7,584,0.93712,care,571,0.0,0.40700000000000003,4,543;545;547;551;555;567;571;577;579;583;585,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.3405;0.2660;0.0785;0.0945;0.2195;0.3445;0.4070;0.2195;0.3445;0.2195;0.3445,5;8;6;8;4;4;4;6;7;7;5
7,566,0.93712,care,561,0.0,0.40700000000000003,8,545;551;555;561;565;567;569;577;579,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.2660;0.0945;0.2195;0.4070;0.1915;0.3445;0.4070;0.2195;0.3445,3;1;6;8;2;5;7;3;3
8,560,0.9563999999999999,care,561,0.5,0.47350000000000003,7,545;551;555;561;563;565;567;569;575;577;579;581,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3325;0.0985;0.2235;0.4735;0.1610;0.1955;0.3485;0.4735;0.2235;0.2235;0.3485;0.3485,6;3;5;7;8;2;4;8;8;3;6;8
8,572,0.9313999999999999,care,561,0.0,0.47350000000000003,7,541;549;557;559;561;563;573;575;581,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.0825;0.2860;0.3950;0.1610;0.4735;0.1610;0.1915;0.2235;0.3485,4;3;7;3;7;5;3;7;7
8,540,0.9063999999999999,care,557,0.0,0.395,3,541;549;557;559;573,0.5000;0.0000;0.0000;0.0000;0.0000,0.0825;0.2860;0.3950;0.1610;0.1915,1;2;3;2;4
8,584,0.9313999999999999,care,571,0.0,0.34850000000000003,3,543;545;547;551;555;567;571;577;579;583;585,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.4070;0.3325;0.0825;0.0985;0.2235;0.3485;0.3485;0.2235;0.3485;0.2860;0.4110,6;8;6;8;3;4;3;6;7;7;6
8,582,0.9313999999999999,care,571,0.0,0.34850000000000003,2,543;547;555;561;567;571;581;583;585,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.4070;0.0825;0.2235;0.4735;0.3485;0.3485;0.3485;0.2860;0.4110,8;3;6;7;7;2;7;4;8
8,568,0.9313999999999999,care,567,0.0,0.34850000000000003,5,545;551;555;561;565;567;569;577;579,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.3325;0.0985;0.2235;0.4735;0.1955;0.3485;0.4735;0.2235;0.3485,2;1;6;8;3;5;7;3;2
8,552,0.9313999999999999,care,565,0.0,0.1955,4,545;551;553;565;569;577;579;589,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3325;0.0985;0.4615;0.1955;0.4735;0.2235;0.3485;0.4110,6;6;7;4;2;8;7;6
8,574,0.99928,self,,,,,541;549;559;561;573;575;581,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.0825;0.2860;0.1610;0.4735;0.1915;0.2235;0.3485,6;6;5;4;6;3;4
8,580,0.9563999999999999,care,571,0.0,0.34850000000000003,1,545;547;551;555;561;567;571;575;577;579;581;583,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.3325;0.0825;0.0985;0.2235;0.4735;0.3485;0.3485;0.2235;0.2235;0.3485;0.3485;0.2860,8;6;8;3;5;4;1;7;6;7;5;7
8,554,0.9563999999999999,care,571,0.0,0.34850000000000003,5,543;545;551;555;565;567;571;577;579,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.4070;0.3325;0.0985;0.2235;0.1955;0.3485;0.3485;0.2235;0.3485,8;4;4;3;6;1;5;2;3
8,570,0.9563999999999999,care,571,0.5,0.34850000000000003,5,545;551;555;561;565;567;571;575;577;579;581,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.3325;0.0985;0.2235;0.4735;0.1955;0.3485;0.3485;0.2235;0.2235;0.3485;0.3485,4;4;1;6;6;2;5;8;2;4;6
8,550,0.9063999999999999,care,561,0.0,0.47350000000000003,7,545;551;555;561;565;567;569;575;577;579;581,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3325;0.0985;0.2235;0.4735;0.1955;0.3485;0.4735;0.2235;0.2235;0.3485;0.3485,4;1;5;7;2;4;8;8;2;4;8
8,578,0.9063999999999999,care,569,0.0,0.47350000000000003,4,545;551;565;567;569;577;579,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.3325;0.0985;0.1955;0.3485;0.4735;0.2235;0.3485,5;4;2;8;4;6;5
8,544,0.9313999999999999,care,569,0.0,0.47350000000000003,3,545;551;553;565;569;577;579;589,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3325;0.0985;0.4615;0.1955;0.4735;0.2235;0.3485;0.4110,5;5;8;3;3;7;6;7
8,556,0.9313999999999999,care,557,0.5,0.395,6,541;549;557;559;563;573,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.0825;0.2860;0.3950;0.1610;0.1610;0.1915,3;1;6;2;7;1
8,576,0.9313999999999999,care,571,0.0,0.34850000000000003,4,543;545;551;555;565;567;571;577;579;585,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.4070;0.3325;0.0985;0.2235;0.1955;0.3485;0.3485;0.2235;0.3485;0.4110,7;5;5;4;7;2;4;3;4;8
8,590,0.9313999999999999,care,557,0.0,0.395,6,557;591,0.0000;0.5000,0.3950;0.1330,6;2
8,542,0.9313999999999999,care,571,0.0,0.34850000000000003,3,543;547;555;567;571;583;585,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.4070;0.0825;0.2235;0.3485;0.3485;0.2860;0.4110,6;2;7;8;3;4;6
8,564,0.9563999999999999,care,569,0.0,0.47350000000000003,4,545;551;565;567;569;577;579;589,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3325;0.0985;0.1955;0.3485;0.4735;0.2235;0.3485;0.4110,4;4;3;8;4;6;5;7
8,566,0.9313999999999999,care,561,0.0,0.47350000000000003,8,545;551;555;561;565;567;569;577;579,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.3325;0.0985;0.2235;0.4735;0.1955;0.3485;0.4735;0.2235;0.3485,4;1;6;8;1;5;7;3;4
