tick,mother_id,child_id,mother_lineage_id,mother_generation,mother_care_weight,mother_forage_weight,mother_self_weight
99,8747,8759,0,1,0.501600,0.444098,0.500000
99,8748,8760,1,1,0.501120,0.500000,0.500000
99,8749,8761,2,1,0.502800,0.500000,0.500000
99,8750,8762,3,1,0.501840,0.500000,0.500000
99,8751,8763,4,1,0.501600,0.500000,0.500000
99,8752,8764,5,1,0.501360,0.500000,0.500000
99,8753,8765,6,1,0.505840,0.500000,0.500000
99,8754,8766,7,1,0.505920,0.500000,0.500000
99,8755,8767,8,1,0.500480,0.500000,0.500000
99,8756,8768,9,1,0.503040,0.500000,0.500000
99,8757,8769,10,1,0.500560,0.500000,0.500000
99,8758,8770,11,1,0.505760,0.500000,0.500000
199,8771,8783,0,2,0.501600,0.444098,0.557500
199,8772,8784,1,2,0.501120,0.500000,0.500000
199,8773,8785,2,2,0.502800,0.500000,0.500000
199,8774,8786,3,2,0.501840,0.500000,0.500000
199,8775,8787,4,2,0.501600,0.500000,0.500000
199,8776,8788,5,2,0.501360,0.500000,0.500000
199,8777,8789,6,2,0.505840,0.500000,0.500000
199,8778,8790,7,2,0.505920,0.500000,0.500000
199,8779,8791,8,2,0.500480,0.500000,0.500000
199,8780,8792,9,2,0.503040,0.500000,0.500000
199,8781,8793,10,2,0.500560,0.500000,0.500000
199,8782,8794,11,2,0.505760,0.500000,0.500000
299,8750,8807,3,1,0.501840,0.500000,0.500000
299,8795,8808,0,3,0.501716,0.444098,0.557500
299,8796,8809,1,3,0.501120,0.500000,0.500000
299,8797,8810,2,3,0.504240,0.500000,0.500000
299,8798,8811,3,3,0.502560,0.500000,0.500000
299,8799,8812,4,3,0.502400,0.500000,0.500000
299,8800,8813,5,3,0.501360,0.500000,0.500000
299,8801,8814,6,3,0.505840,0.500000,0.500000
299,8802,8815,7,3,0.505920,0.500000,0.630034
299,8803,8816,8,3,0.659193,0.468373,0.500000
299,8804,8817,9,3,0.503040,0.500000,0.500000
299,8805,8818,10,3,0.501760,0.500000,0.500000
299,8806,8819,11,3,0.505760,0.500000,0.500000
399,8820,8833,3,2,0.500000,0.500000,0.500000
399,8821,8834,0,4,0.501716,0.444098,0.557500
399,8822,8835,1,4,0.501120,0.500000,0.500000
399,8823,8836,2,4,0.504240,0.500000,0.500000
399,8824,8837,3,4,0.502560,0.586560,0.500000
399,8825,8838,4,4,0.502722,0.500000,0.414276
399,8826,8839,5,4,0.501360,0.500000,0.500000
399,8827,8840,6,4,0.509432,0.500000,0.500000
399,8828,8841,7,4,0.446205,0.500000,0.630034
399,8829,8842,8,4,0.500000,0.500000,0.500000
399,8830,8843,9,4,0.504800,0.500000,0.500000
399,8831,8844,10,4,0.503920,0.500000,0.500000
399,8832,8845,11,4,0.505760,0.500000,0.500000
499,8846,8859,3,3,0.500000,0.451428,0.500000
499,8847,8860,0,5,0.501716,0.444098,0.557500
499,8848,8861,1,5,0.501120,0.500000,0.500000
499,8849,8862,2,5,0.504240,0.326136,0.500000
499,8850,8863,3,5,0.502560,0.586560,0.567237
499,8851,8864,4,5,0.504735,0.500000,0.414276
499,8852,8865,5,5,0.501360,0.487230,0.592132
499,8853,8866,6,5,0.509432,0.500000,0.500000
499,8854,8867,7,5,0.446205,0.645409,0.630034
499,8855,8868,8,5,0.500000,0.500000,0.500000
499,8856,8869,9,5,0.504800,0.500000,0.500000
499,8857,8870,10,5,0.503920,0.500000,0.500000
499,8858,8871,11,5,0.505760,0.500000,0.500000
599,8872,8885,3,4,0.506560,0.451428,0.500000
599,8873,8886,0,6,0.501716,0.444098,0.557500
599,8874,8887,1,6,0.501408,0.423594,0.505853
599,8875,8888,2,6,0.504640,0.326136,0.500000
599,8876,8889,3,6,0.470732,0.586560,0.567237
599,8877,8890,4,6,0.504735,0.577882,0.414276
599,8878,8891,5,6,0.501360,0.487230,0.592132
599,8879,8892,6,6,0.509432,0.500000,0.500000
599,8880,8893,7,6,0.446217,0.645409,0.630034
599,8881,8894,8,6,0.500000,0.376875,0.500000
599,8882,8895,9,6,0.757088,0.500000,0.500000
599,8883,8896,10,6,0.506905,0.500000,0.500000
599,8884,8897,11,6,0.505760,0.402834,0.401321
699,8898,8911,3,5,0.507920,0.451428,0.500000
699,8899,8912,0,7,0.501716,0.365303,0.557500
699,8900,8913,1,7,0.501574,0.423594,0.505853
699,8901,8914,2,7,0.505200,0.326136,0.660087
699,8902,8915,3,7,0.473494,0.586560,0.567237
699,8903,8916,4,7,0.504735,0.577882,0.414276
699,8904,8917,5,7,0.501680,0.487230,0.592132
699,8905,8918,6,7,0.510700,0.500000,0.500000
699,8906,8919,7,7,0.446232,0.645409,0.630034
699,8907,8920,8,7,0.500000,0.376875,0.500000
699,8908,8921,9,7,0.500000,0.500000,0.500000
699,8909,8922,10,7,0.509890,0.557574,0.500000
699,8910,8923,11,7,0.508241,0.402834,0.401321
799,8924,8937,3,6,0.509920,0.402429,0.291743
799,8925,8938,0,8,0.501716,0.365303,0.557500
799,8926,8939,1,8,0.501884,0.423594,0.494455
799,8927,8940,2,8,0.506960,0.326136,0.723278
799,8928,8941,3,8,0.485727,0.608382,0.567237
799,8929,8942,4,8,0.398715,0.577882,0.414276
799,8930,8943,5,8,0.501680,0.487230,0.592132
799,8931,8944,6,8,0.510700,0.500000,0.500000
799,8932,8945,7,8,0.446242,0.645409,0.630034
799,8933,8946,8,8,0.500000,0.376875,0.500000
799,8934,8947,9,8,0.500000,0.500000,0.500000
799,8935,8948,10,8,0.509890,0.557574,0.638685
799,8936,8949,11,8,0.509729,0.402834,0.401089
809,8874,8950,1,6,0.501574,0.423594,0.505853
899,8951,8964,3,7,0.509920,0.402429,0.291743
899,8952,8965,0,9,0.501716,0.365303,0.557500
899,8953,8966,1,9,0.500000,0.500000,0.500000
899,8954,8967,2,9,0.500000,0.500000,0.500000
899,8955,8968,3,9,0.485727,0.608382,0.567237
899,8956,8969,4,9,0.398957,0.577882,0.414276
899,8957,8970,5,9,0.501680,0.487230,0.592132
899,8958,8971,6,9,0.510700,0.500000,0.500000
899,8959,8972,7,9,0.446242,0.645409,0.673314
899,8960,8973,8,9,0.502000,0.376875,0.500000
899,8961,8974,9,9,0.501440,0.500000,0.500000
899,8962,8975,10,9,0.509890,0.557574,0.638685
899,8963,8976,11,9,0.509959,0.402834,0.401089
909,8977,8978,1,7,0.500000,0.500000,0.500000
999,8979,8992,3,8,0.509920,0.402429,0.291743
999,8980,8993,0,10,0.501716,0.365303,0.557500
999,8981,8994,1,10,0.500000,0.500000,0.500000
999,8982,8995,2,10,0.511177,0.397215,0.500000
999,8983,8996,3,10,0.485727,0.608382,0.567237
999,8984,8997,4,10,0.400084,0.577882,0.414276
999,8985,8998,5,10,0.529399,0.487230,0.592132
