tick,agent_id,agent_type,lineage_id,generation,cause
99,1320,child,0,1,hunger
99,1322,child,1,1,hunger
99,1324,child,2,1,hunger
99,1326,child,3,1,hunger
99,1328,child,4,1,hunger
99,1330,child,5,1,hunger
99,1332,child,6,1,hunger
99,1334,child,7,1,hunger
99,1336,child,8,1,hunger
99,1338,child,9,1,hunger
99,1340,child,10,1,hunger
99,1342,child,11,1,hunger
199,1355,child,0,2,hunger
199,1356,child,1,2,hunger
199,1357,child,2,2,hunger
199,1358,child,3,2,hunger
199,1359,child,4,2,hunger
199,1360,child,5,2,hunger
199,1361,child,6,2,hunger
199,1362,child,7,2,hunger
199,1363,child,8,2,hunger
199,1364,child,9,2,hunger
199,1365,child,10,2,hunger
199,1366,child,11,2,hunger
200,1319,mother,0,0,starvation
212,1323,mother,2,0,starvation
270,1344,mother,1,1,starvation
299,1379,child,0,3,hunger
299,1380,child,1,3,hunger
299,1381,child,2,3,hunger
299,1382,child,3,3,hunger
299,1383,child,4,3,hunger
299,1384,child,5,3,hunger
299,1385,child,6,3,hunger
299,1386,child,7,3,hunger
299,1387,child,8,3,hunger
299,1388,child,9,3,hunger
299,1389,child,10,3,hunger
299,1390,child,11,3,hunger
301,1352,mother,9,1,starvation
303,1371,mother,4,2,starvation
308,1347,mother,4,1,starvation
316,1346,mother,3,1,starvation
318,1321,mother,1,0,starvation
319,1329,mother,5,0,starvation
320,1343,mother,0,1,starvation
321,1369,mother,2,2,starvation
326,1376,mother,9,2,starvation
341,1331,mother,6,0,starvation
355,1335,mother,8,0,starvation
369,1353,mother,10,1,starvation
377,1345,mother,2,1,starvation
397,1377,mother,10,2,starvation
398,1375,mother,8,2,starvation
399,1403,child,0,4,hunger
399,1404,child,1,4,hunger
399,1405,child,2,4,hunger
399,1406,child,3,4,hunger
399,1407,child,4,4,hunger
399,1408,child,5,4,hunger
399,1409,child,6,4,hunger
399,1410,child,7,4,hunger
399,1411,child,8,4,hunger
399,1412,child,9,4,hunger
399,1413,child,10,4,hunger
399,1414,child,11,4,hunger
400,1333,mother,7,0,starvation
400,1378,mother,11,2,starvation
404,1325,mother,3,0,starvation
405,1337,mother,9,0,starvation
406,1368,mother,1,2,starvation
412,1401,mother,10,3,starvation
418,1348,mother,5,1,starvation
422,1351,mother,8,1,starvation
424,1349,mother,6,1,starvation
424,1372,mother,5,2,starvation
442,1402,mother,11,3,starvation
444,1396,mother,5,3,starvation
450,1391,mother,0,3,starvation
458,1327,mother,4,0,starvation
458,1397,mother,6,3,starvation
468,1367,mother,0,2,starvation
499,1427,child,0,5,hunger
499,1428,child,1,5,hunger
499,1429,child,2,5,hunger
499,1430,child,3,5,hunger
499,1431,child,4,5,hunger
499,1432,child,5,5,hunger
499,1433,child,6,5,hunger
499,1434,child,7,5,hunger
499,1435,child,8,5,hunger
499,1436,child,9,5,hunger
499,1437,child,10,5,hunger
499,1438,child,11,5,hunger
513,1393,mother,2,3,starvation
518,1423,mother,8,4,starvation
519,1370,mother,3,2,starvation
520,1416,mother,1,4,starvation
520,1419,mother,4,4,starvation
523,1425,mother,10,4,starvation
524,1394,mother,3,3,starvation
525,1374,mother,7,2,starvation
525,1424,mother,9,4,starvation
528,1418,mother,3,4,starvation
530,1350,mother,7,1,starvation
533,1341,mother,11,0,starvation
533,1354,mother,11,1,starvation
533,1417,mother,2,4,starvation
534,1399,mother,8,3,starvation
538,1415,mother,0,4,starvation
540,1400,mother,9,3,starvation
543,1392,mother,1,3,starvation
550,1339,mother,10,0,starvation
561,1395,mother,4,3,starvation
575,1422,mother,7,4,starvation
577,1421,mother,6,4,starvation
578,1426,mother,11,4,starvation
580,1398,mother,7,3,starvation
599,1451,child,0,6,hunger
599,1452,child,1,6,hunger
599,1453,child,2,6,hunger
599,1454,child,3,6,hunger
599,1455,child,4,6,hunger
599,1456,child,5,6,hunger
599,1457,child,6,6,hunger
599,1458,child,7,6,hunger
599,1459,child,8,6,hunger
599,1460,child,9,6,hunger
599,1461,child,10,6,hunger
599,1462,child,11,6,hunger
602,1420,mother,5,4,starvation
609,1447,mother,8,5,starvation
612,1373,mother,6,2,starvation
614,1446,mother,7,5,starvation
615,1448,mother,9,5,starvation
618,1439,mother,0,5,starvation
620,1441,mother,2,5,starvation
622,1450,mother,11,5,starvation
628,1444,mother,5,5,starvation
629,1443,mother,4,5,starvation
630,1442,mother,3,5,starvation
631,1463,child,5,5,hunger
634,1445,mother,6,5,starvation
657,1440,mother,1,5,starvation
677,1449,mother,10,5,starvation
699,1476,child,0,7,hunger
699,1477,child,1,7,hunger
699,1478,child,2,7,hunger
699,1479,child,3,7,hunger
699,1480,child,4,7,hunger
699,1481,child,5,7,hunger
699,1482,child,6,7,hunger
699,1483,child,7,7,hunger
699,1484,child,8,7,hunger
699,1485,child,9,7,hunger
699,1486,child,10,7,hunger
699,1487,child,11,7,hunger
701,1468,mother,4,6,starvation
703,1466,mother,2,6,starvation
704,1473,mother,9,6,starvation
708,1469,mother,5,6,starvation
711,1471,mother,7,6,starvation
