tick,mother_id,child_id,r,benefit,cost,success
0,2452,2453,0.5,0.008,0.03,True
0,2448,2449,0.5,0.008,0.03,True
0,2460,2461,0.5,0.008,0.03,True
0,2464,2461,0.0,0.0,0.03,True
0,2466,2467,0.5,0.008,0.03,True
0,2454,2455,0.5,0.008,0.03,True
1,2466,2467,0.5,0.008,0.03,True
1,2464,2465,0.5,0.016,0.03,True
2,2464,2461,0.0,0.016,0.03,True
3,2454,2469,0.0,0.032,0.04,True
3,2468,2455,0.0,0.024,0.045,True
3,2462,2449,0.0,0.024,0.045,True
3,2460,2465,0.0,0.016,0.04,True
4,2448,2451,0.0,0.04,0.045,True
4,2466,2467,0.5,0.024,0.034999999999999996,True
4,2468,2455,0.0,0.008,0.03,True
5,2460,2461,0.5,0.024,0.034999999999999996,True
6,2454,2455,0.5,0.016,0.04,True
7,2464,2465,0.5,0.032,0.03,True
7,2462,2451,0.0,0.024,0.045,True
7,2458,2459,0.5,0.064,0.065,True
8,2468,2469,0.5,0.04,0.045,True
9,2452,2459,0.0,0.016,0.06,True
9,2466,2467,0.5,0.04,0.034999999999999996,True
9,2464,2461,0.0,0.032,0.034999999999999996,True
10,2456,2471,0.0,0.08800000000000002,0.07999999999999999,True
10,2448,2457,0.0,0.08800000000000002,0.055,True
11,2464,2465,0.5,0.032,0.034999999999999996,True
11,2448,2457,0.0,0.008,0.03,True
11,2462,2449,0.0,0.064,0.045,True
12,2458,2453,0.0,0.09600000000000003,0.05,True
12,2448,2457,0.0,0.008,0.03,True
12,2462,2449,0.0,0.008,0.03,True
12,2460,2465,0.0,0.008,0.04,True
13,2462,2449,0.0,0.008,0.03,True
14,2454,2455,0.5,0.064,0.04,True
14,2466,2467,0.5,0.04,0.03,True
14,2462,2449,0.0,0.008,0.03,True
14,2460,2461,0.5,0.04,0.034999999999999996,True
15,2462,2449,0.0,0.008,0.03,True
15,2468,2455,0.0,0.008,0.045,True
15,2466,2467,0.5,0.008,0.03,True
16,2460,2465,0.0,0.032,0.034999999999999996,True
16,2470,2457,0.0,0.032,0.09,True
17,2460,2465,0.0,0.008,0.03,True
17,2470,2457,0.0,0.008,0.03,True
17,2454,2469,0.0,0.07200000000000001,0.04,True
18,2468,2469,0.5,0.008,0.04,True
18,2460,2465,0.0,0.008,0.03,True
18,2470,2457,0.0,0.008,0.03,True
19,2460,2465,0.0,0.008,0.03,True
20,2454,2455,0.5,0.04,0.04,True
20,2460,2465,0.0,0.008,0.03,True
20,2464,2457,0.0,0.016,0.065,True
21,2460,2465,0.0,0.008,0.03,True
23,2462,2451,0.0,0.12800000000000006,0.05,True
23,2470,2451,0.0,0.0,0.05,True
25,2448,2463,0.0,0.2,0.065,True
26,2450,2463,0.0,0.01600000000000012,0.13,True
27,2458,2459,0.5,0.14400000000000007,0.07999999999999999,True
32,2462,2471,0.0,0.1760000000000001,0.07,True
32,2460,2461,0.5,0.14400000000000007,0.05,True
33,2462,2471,0.0,0.008,0.03,True
34,2460,2465,0.0,0.10400000000000004,0.034999999999999996,True
34,2462,2471,0.0,0.008,0.03,True
36,2458,2459,0.5,0.07200000000000001,0.06,True
41,2466,2467,0.5,0.2,0.135,True
43,2454,2469,0.0,0.2,0.08499999999999999,True
43,2460,2465,0.0,0.07200000000000001,0.045,True
44,2468,2469,0.5,0.008000000000000111,0.08499999999999999,True
45,2464,2465,0.5,0.016,0.115,True
45,2470,2457,0.0,0.2,0.12000000000000001,True
45,2460,2461,0.5,0.10400000000000004,0.034999999999999996,True
46,2454,2455,0.5,0.2,0.04,True
48,2468,2455,0.0,0.02400000000000012,0.045,True
50,2466,2467,0.5,0.08000000000000013,0.07,True
52,2450,2451,0.5,0.2,0.13,True
53,2468,2469,0.5,0.07200000000000001,0.045,True
56,2468,2455,0.0,0.064,0.04,True
57,2464,2461,0.0,0.09600000000000003,0.05,True
