tick,mother_id,mother_energy,winner_domain,chosen_child_id,chosen_r,chosen_distress,chosen_distance
20,2466,0.90992,care,2461,0.0,0.149,5
20,2470,0.8265199999999998,care,2451,0.0,0.42700000000000005,4
20,2448,0.7565199999999997,forage,,,,
20,2460,0.7859199999999998,care,2465,0.0,0.504,1
20,2464,0.8437599999999998,care,2457,0.0,0.258,1
20,2462,0.9665199999999997,care,2451,0.0,0.42700000000000005,4
21,2464,0.8119999999999998,care,2465,0.5,0.504,8
21,2460,0.7541599999999998,care,2465,0.0,0.504,1
21,2462,0.9597599999999997,care,2451,0.0,0.36850000000000005,3
21,2450,0.9047599999999999,care,2451,0.5,0.36850000000000005,5
21,2466,0.90316,care,2465,0.0,0.504,6
21,2470,0.8197599999999998,care,2451,0.0,0.36850000000000005,3
21,2456,0.8597599999999999,care,2457,0.5,0.1915,3
21,2448,0.7497599999999998,forage,,,,
22,2464,0.8051599999999999,care,2465,0.5,0.4415,7
22,2462,0.9529199999999998,care,2451,0.0,0.31000000000000005,2
22,2456,0.8529199999999999,care,2463,0.0,0.4045000000000001,6
22,2470,0.8129199999999999,care,2451,0.0,0.31000000000000005,2
22,2466,0.89632,care,2465,0.0,0.4415,5
22,2458,0.8229199999999999,care,2459,0.5,0.36450000000000005,5
22,2450,0.8979199999999999,care,2451,0.5,0.31000000000000005,4
22,2448,0.7479199999999998,forage,,,,
22,2460,0.7223199999999999,forage,,,,
22,2452,0.8329199999999999,care,2453,0.5,0.165,2
23,2456,0.8459999999999999,care,2463,0.0,0.4085000000000001,5
23,2464,0.7982399999999998,care,2465,0.5,0.383,6
23,2458,0.8159999999999998,care,2459,0.5,0.30600000000000005,4
23,2452,0.8259999999999998,forage,,,,
23,2466,0.8894,care,2465,0.0,0.383,4
23,2462,0.9459999999999997,care,2451,0.0,0.25150000000000006,1
23,2448,0.9959999999999998,care,2463,0.0,0.4085000000000001,3
23,2460,0.7153999999999998,forage,,,,
23,2450,0.8909999999999999,care,2451,0.5,0.25150000000000006,3
23,2470,0.8059999999999998,care,2451,0.0,0.25150000000000006,1
24,2448,0.9889999999999998,care,2463,0.0,0.4125000000000001,2
24,2462,0.9139999999999997,care,2463,0.5,0.4125000000000001,5
24,2464,0.7912399999999998,care,2465,0.5,0.3245,5
24,2470,0.7739999999999998,care,2463,0.0,0.4125000000000001,4
24,2466,0.8824,care,2467,0.5,0.536,8
24,2450,0.8839999999999999,care,2463,0.0,0.4125000000000001,3
24,2456,0.8389999999999999,care,2463,0.0,0.4125000000000001,4
24,2460,0.7083999999999998,forage,,,,
25,2464,0.7841599999999999,care,2465,0.5,0.266,4
25,2470,0.7669199999999998,care,2463,0.0,0.3540000000000001,3
25,2462,0.9069199999999997,care,2463,0.5,0.3540000000000001,4
25,2460,0.7013199999999998,forage,,,,
25,2450,0.8769199999999999,care,2463,0.0,0.3540000000000001,2
25,2448,0.9819199999999998,care,2463,0.0,0.3540000000000001,1
25,2456,0.8319199999999999,care,2463,0.0,0.3540000000000001,3
25,2466,0.87532,care,2467,0.5,0.47750000000000004,7
26,2464,0.7769999999999998,forage,,,,
26,2470,0.7597599999999998,care,2463,0.0,0.19550000000000006,2
26,2450,0.8697599999999999,care,2463,0.0,0.19550000000000006,1
26,2462,0.8997599999999997,care,2463,0.5,0.19550000000000006,3
26,2448,0.9497599999999997,care,2471,0.0,0.37650000000000006,7
26,2456,0.8247599999999998,care,2471,0.0,0.37650000000000006,5
26,2466,0.8681599999999999,care,2467,0.5,0.41900000000000004,6
26,2460,0.6941599999999998,forage,,,,
27,2448,0.9425199999999997,care,2471,0.0,0.38050000000000006,7
27,2470,0.7525199999999997,forage,,,,
27,2462,0.8925199999999996,care,2471,0.0,0.38050000000000006,6
27,2460,0.6919199999999998,forage,,,,
27,2464,0.7697599999999998,forage,,,,
27,2456,0.8175199999999998,care,2471,0.0,0.38050000000000006,4
27,2450,0.8375199999999998,care,2471,0.0,0.38050000000000006,6
27,2466,0.8609199999999999,care,2467,0.5,0.36050000000000004,5
28,2466,0.8535999999999999,care,2461,0.0,0.36850000000000005,5
28,2450,0.8301999999999998,care,2471,0.0,0.32200000000000006,5
28,2464,0.7624399999999998,forage,,,,
28,2448,0.9351999999999997,care,2471,0.0,0.32200000000000006,7
28,2462,0.8851999999999997,care,2471,0.0,0.32200000000000006,5
28,2470,0.7451999999999998,forage,,,,
28,2456,0.8101999999999998,care,2471,0.0,0.32200000000000006,3
28,2460,0.9395999999999998,care,2461,0.5,0.36850000000000005,5
29,2460,0.9321999999999998,care,2461,0.5,0.31000000000000005,4
29,2448,0.9277999999999997,care,2471,0.0,0.32600000000000007,6
29,2456,0.8027999999999998,care,2471,0.0,0.32600000000000007,2
29,2450,0.8227999999999999,care,2471,0.0,0.32600000000000007,4
29,2470,0.7427999999999998,forage,,,,
29,2464,0.7550399999999998,forage,,,,
29,2466,0.8462,care,2461,0.0,0.31000000000000005,4
29,2462,0.8777999999999997,care,2471,0.0,0.32600000000000007,4
30,2454,0.8015599999999998,care,2469,0.0,0.36050000000000004,6
30,2466,0.8387199999999999,care,2461,0.0,0.25150000000000006,3
30,2460,0.9247199999999998,care,2461,0.5,0.25150000000000006,3
30,2462,0.8703199999999996,care,2471,0.0,0.33000000000000007,3
30,2470,0.9903199999999998,care,2449,0.0,0.37250000000000005,6
30,2448,0.9203199999999997,care,2471,0.0,0.33000000000000007,5
30,2464,0.7475599999999998,forage,,,,
30,2456,0.7953199999999998,forage,,,,
30,2450,0.8153199999999998,care,2449,0.0,0.37250000000000005,7
30,2468,0.8265599999999999,care,2469,0.5,0.36050000000000004,5
31,2448,0.9127599999999997,care,2449,0.5,0.43900000000000006,6
31,2468,0.8189999999999998,care,2469,0.5,0.30200000000000005,4
31,2456,0.7877599999999998,care,2457,0.5,0.41900000000000004,6
31,2470,0.9827599999999997,care,2449,0.0,0.43900000000000006,5
31,2464,0.7399999999999998,forage,,,,
31,2454,0.7939999999999998,care,2469,0.0,0.30200000000000005,5
31,2460,0.9171599999999998,care,2461,0.5,0.19300000000000003,2
31,2462,0.8627599999999996,care,2471,0.0,0.3965000000000001,2
31,2450,0.8077599999999998,care,2449,0.0,0.43900000000000006,6
31,2466,0.8311599999999999,care,2461,0.0,0.19300000000000003,2
32,2464,0.7373599999999998,forage,,,,
32,2462,0.8551199999999997,care,2471,0.0,0.4630000000000001,1
32,2456,0.7801199999999998,care,2457,0.5,0.36050000000000004,5
32,2466,0.8235199999999999,care,2467,0.5,0.5680000000000001,8
32,2460,0.9095199999999998,care,2461,0.5,0.13450000000000004,1
32,2450,0.8001199999999998,care,2449,0.0,0.38050000000000006,5
32,2448,0.9051199999999997,care,2449,0.5,0.38050000000000006,5
32,2470,0.9751199999999998,care,2449,0.0,0.38050000000000006,4
33,2448,0.8973999999999996,care,2449,0.5,0.32200000000000006,4
33,2450,0.7923999999999998,care,2471,0.0,0.4415,5
33,2470,0.9673999999999997,care,2471,0.5,0.4415,7
33,2456,0.7723999999999998,care,2457,0.5,0.30200000000000005,4
33,2460,0.8767999999999997,care,2465,0.0,0.36050000000000004,2
33,2466,0.8157999999999999,care,2467,0.5,0.5095000000000001,7
33,2464,0.9846399999999997,care,2465,0.5,0.36050000000000004,5
33,2462,0.8223999999999996,care,2471,0.0,0.4415,1
34,2450,0.7845999999999997,care,2471,0.0,0.379,4
34,2470,0.9595999999999997,care,2471,0.5,0.379,6
34,2460,0.8689999999999997,care,2465,0.0,0.30200000000000005,1
34,2448,0.8895999999999996,care,2471,0.0,0.379,7
34,2466,0.8079999999999998,care,2467,0.5,0.45100000000000007,6
34,2462,0.7895999999999995,care,2471,0.0,0.379,1
34,2464,0.9768399999999997,care,2465,0.5,0.30200000000000005,4
34,2456,0.7645999999999997,care,2457,0.5,0.24350000000000002,3
35,2470,0.9517199999999997,care,2471,0.5,0.3165,5
35,2448,0.8817199999999996,care,2471,0.0,0.3165,6
35,2456,0.7567199999999997,care,2457,0.5,0.18500000000000003,2
35,2462,0.7567199999999995,forage,,,,
35,2466,0.8001199999999998,care,2467,0.5,0.39250000000000007,5
35,2450,0.7767199999999997,care,2471,0.0,0.3165,3
35,2464,0.9689599999999997,care,2465,0.5,0.1915,3
36,2466,0.7921599999999999,forage,,,,
36,2456,0.7487599999999998,forage,,,,
36,2450,0.7687599999999998,forage,,,,
36,2448,0.8737599999999996,care,2471,0.0,0.258,5
36,2470,0.9437599999999997,care,2471,0.5,0.258,4
36,2462,0.7487599999999995,forage,,,,
37,2468,0.7719599999999998,forage,,,,
37,2456,0.7407199999999997,care,2463,0.0,0.48150000000000004,5
37,2450,0.7607199999999997,care,2463,0.0,0.48150000000000004,5
37,2470,0.9357199999999997,care,2471,0.5,0.1995,3
37,2454,0.7519599999999997,forage,,,,
37,2448,0.8657199999999996,care,2471,0.0,0.1995,4
37,2462,0.7407199999999995,care,2463,0.5,0.48150000000000004,7
38,2454,0.99688,care,2469,0.0,0.39250000000000007,6
38,2448,0.8575999999999996,care,2449,0.5,0.5295000000000001,7
38,2468,0.7638399999999997,forage,,,,
38,2456,0.7325999999999997,care,2463,0.0,0.42300000000000004,4
38,2450,0.7525999999999997,care,2463,0.0,0.42300000000000004,4
38,2462,0.7325999999999995,care,2463,0.5,0.42300000000000004,6
38,2470,0.9275999999999996,care,2449,0.0,0.5295000000000001,8
39,2468,0.7606399999999998,forage,,,,
39,2450,0.7443999999999997,care,2463,0.0,0.36450000000000005,3
39,2454,0.98868,care,2469,0.0,0.3965000000000001,5
39,2456,0.7243999999999997,care,2463,0.0,0.36450000000000005,3
39,2448,0.8493999999999996,care,2449,0.5,0.5335000000000001,7
39,2470,0.9193999999999997,care,2449,0.0,0.5335000000000001,8
39,2462,0.7243999999999995,care,2463,0.5,0.36450000000000005,5
40,2454,0.9804,care,2469,0.0,0.4005000000000001,4
40,2468,0.99672,care,2469,0.5,0.4005000000000001,5
40,2448,0.8411199999999996,care,2449,0.5,0.4750000000000001,6
40,2462,0.7161199999999995,forage,,,,
40,2450,0.7361199999999998,care,2463,0.0,0.30600000000000005,2
40,2470,0.9111199999999997,care,2449,0.0,0.4750000000000001,7
40,2456,0.7161199999999998,care,2463,0.0,0.30600000000000005,2
41,2462,0.7127599999999995,forage,,,,
41,2464,0.9199999999999997,care,2465,0.5,0.3405,5
41,2460,0.98836,care,2465,0.0,0.3405,3
41,2458,0.8408399999999998,care,2465,0.0,0.3405,6
41,2450,0.7277599999999997,forage,,,,
41,2456,0.7077599999999997,forage,,,,
41,2468,0.98836,care,2469,0.5,0.3420000000000001,4
41,2454,0.97204,care,2469,0.0,0.3420000000000001,3
41,2470,0.9027599999999997,care,2449,0.0,0.4165000000000001,6
41,2448,0.8327599999999996,care,2449,0.5,0.4165000000000001,5
42,2448,0.8243199999999996,care,2449,0.5,0.3580000000000001,4
42,2464,0.9115599999999997,care,2465,0.5,0.28200000000000003,4
42,2470,0.8943199999999997,care,2457,0.0,0.4005000000000001,4
42,2450,0.7193199999999997,forage,,,,
42,2452,0.7743199999999998,forage,,,,
42,2458,0.8323999999999998,care,2465,0.0,0.28200000000000003,5
42,2456,0.6993199999999997,forage,,,,
42,2462,0.7093199999999995,forage,,,,
43,2464,0.9030399999999997,care,2465,0.5,0.2235,3
43,2452,0.7707999999999998,forage,,,,
43,2448,0.8157999999999996,care,2457,0.0,0.4045000000000001,7
43,2462,0.7057999999999995,forage,,,,
43,2458,0.8238799999999998,care,2459,0.5,0.403,6
43,2456,0.6907999999999997,forage,,,,
43,2450,0.7107999999999998,forage,,,,
43,2470,0.8857999999999997,care,2457,0.0,0.4045000000000001,3
44,2470,0.8771999999999996,care,2457,0.0,0.4085000000000001,2
44,2456,0.6871999999999997,forage,,,,
44,2462,0.7021999999999995,forage,,,,
44,2452,0.7671999999999998,forage,,,,
44,2464,0.8944399999999997,care,2465,0.5,0.129,2
44,2458,0.8152799999999998,care,2459,0.5,0.34450000000000003,5
44,2448,0.8071999999999996,care,2457,0.0,0.4085000000000001,7
44,2450,0.7071999999999997,forage,,,,
45,2448,0.7985199999999996,care,2457,0.0,0.4125000000000001,6
45,2456,0.6835199999999997,forage,,,,
45,2450,0.9535199999999997,care,2471,0.0,0.41900000000000004,5
45,2470,0.8685199999999996,care,2457,0.0,0.4125000000000001,1
45,2462,0.6985199999999995,forage,,,,
46,2450,0.9447599999999997,care,2471,0.0,0.42300000000000004,4
46,2462,0.6947599999999995,forage,,,,
46,2448,0.7897599999999996,care,2457,0.0,0.31650000000000006,5
46,2456,0.6797599999999997,forage,,,,
46,2466,0.91216,care,2467,0.5,0.3365000000000001,5
46,2470,0.8347599999999996,care,2471,0.5,0.42300000000000004,6
47,2456,0.6709199999999997,forage,,,,
47,2450,0.9359199999999998,care,2471,0.0,0.36450000000000005,3
47,2470,0.8259199999999997,care,2471,0.5,0.36450000000000005,5
47,2462,0.6909199999999995,forage,,,,
47,2448,0.7809199999999996,care,2457,0.0,0.32050000000000006,4
48,2462,0.6869999999999995,care,2449,0.0,0.5695000000000001,5
48,2450,0.9269999999999997,care,2471,0.0,0.30600000000000005,2
48,2448,0.7719999999999996,care,2449,0.5,0.5695000000000001,7
48,2470,0.8169999999999996,care,2471,0.5,0.30600000000000005,4
48,2456,0.6669999999999997,forage,,,,
49,2456,0.6579999999999997,forage,,,,
49,2470,0.8079999999999996,care,2471,0.5,0.24750000000000003,3
49,2450,0.9179999999999997,care,2451,0.5,0.3540000000000001,4
49,2448,0.7629999999999996,care,2449,0.5,0.5110000000000001,6
49,2462,0.6779999999999995,care,2449,0.0,0.5110000000000001,4
50,2448,0.7539199999999996,care,2449,0.5,0.4525000000000001,5
50,2450,0.9089199999999997,care,2451,0.5,0.2955000000000001,3
50,2456,0.6539199999999997,forage,,,,
50,2454,0.8432,care,2457,0.0,0.3325000000000001,8
50,2470,0.7989199999999996,care,2471,0.5,0.18900000000000003,2
50,2462,0.6689199999999995,care,2449,0.0,0.4525000000000001,3
51,2452,0.7397599999999998,forage,,,,
51,2448,0.7447599999999995,care,2449,0.5,0.39400000000000013,4
51,2460,0.8503599999999999,care,2465,0.0,0.3365,4
51,2462,0.6597599999999995,care,2449,0.0,0.39400000000000013,2
51,2456,0.6497599999999997,forage,,,,
51,2464,0.8069999999999996,forage,,,,
51,2458,0.7528399999999997,forage,,,,
51,2470,0.7897599999999996,forage,,,,
51,2450,0.8997599999999997,care,2451,0.5,0.23700000000000007,2
51,2454,0.8340399999999999,care,2457,0.0,0.3365000000000001,7
52,2468,0.8411199999999999,care,2469,0.5,0.157,2
52,2448,0.7355199999999995,care,2449,0.5,0.33550000000000013,3
52,2454,0.8247999999999999,care,2457,0.0,0.3405000000000001,6
52,2458,0.7485999999999997,forage,,,,
52,2452,0.7355199999999997,forage,,,,
52,2462,0.6505199999999994,forage,,,,
52,2460,0.8411199999999999,care,2465,0.0,0.3405,3
52,2450,0.8905199999999996,care,2451,0.5,0.17850000000000008,1
52,2470,0.7805199999999995,forage,,,,
52,2464,0.8027599999999996,forage,,,,
52,2456,0.6455199999999996,forage,,,,
53,2450,0.8561999999999996,care,2457,0.0,0.34450000000000003,6
53,2458,0.9942799999999997,care,2465,0.0,0.34450000000000003,7
53,2454,0.8154799999999999,care,2457,0.0,0.34450000000000003,5
53,2462,0.6411999999999994,forage,,,,
53,2460,0.8317999999999999,care,2465,0.0,0.34450000000000003,2
53,2468,0.8317999999999999,care,2469,0.5,0.0985,1
53,2470,0.7711999999999996,forage,,,,
53,2452,0.7311999999999997,forage,,,,
53,2464,0.99568,care,2465,0.5,0.34450000000000003,5
53,2448,0.7261999999999995,forage,,,,
53,2456,0.6411999999999997,forage,,,,
54,2458,0.9848799999999998,care,2465,0.0,0.28600000000000003,6
54,2468,0.7973999999999999,care,2455,0.0,0.4615,3
54,2470,0.7667999999999996,forage,,,,
54,2450,0.8467999999999997,care,2457,0.0,0.34850000000000003,5
54,2452,0.7267999999999998,forage,,,,
54,2454,0.8060799999999999,care,2455,0.5,0.4615,7
54,2462,0.6317999999999995,forage,,,,
54,2456,0.6367999999999997,forage,,,,
54,2448,0.7167999999999995,forage,,,,
55,2458,0.9753999999999997,care,2465,0.0,0.2275,5
55,2454,0.7965999999999999,care,2455,0.5,0.403,6
55,2470,0.99552,care,2463,0.0,0.3660000000000001,8
55,2456,0.6323199999999997,forage,,,,
55,2468,0.7879199999999998,care,2455,0.0,0.403,2
55,2452,0.7223199999999997,forage,,,,
55,2448,0.7073199999999995,forage,,,,
55,2450,0.8373199999999996,care,2457,0.0,0.35250000000000004,4
55,2462,0.6223199999999994,forage,,,,
56,2456,0.6277599999999997,forage,,,,
56,2448,0.6977599999999995,forage,,,,
56,2450,0.8277599999999996,care,2457,0.0,0.35650000000000004,3
56,2458,0.9658399999999997,care,2465,0.0,0.169,4
56,2452,0.7177599999999997,care,2459,0.0,0.5175000000000001,5
56,2462,0.6127599999999994,forage,,,,
56,2470,0.98596,care,2463,0.0,0.4325000000000001,7
56,2454,0.7870399999999999,care,2455,0.5,0.34450000000000003,5
56,2468,0.7783599999999998,care,2455,0.0,0.34450000000000003,1
56,2460,0.8033599999999999,care,2459,0.0,0.5175000000000001,8
57,2464,0.9576,care,2461,0.0,0.36050000000000004,1
57,2452,0.7081199999999997,care,2459,0.0,0.5215000000000001,4
57,2466,0.96692,care,2461,0.0,0.36050000000000004,4
57,2448,0.6931199999999995,forage,,,,
57,2458,0.9561999999999997,care,2459,0.5,0.5215000000000001,7
57,2460,0.7937199999999999,care,2459,0.0,0.5215000000000001,7
57,2462,0.6081199999999994,forage,,,,
57,2450,0.8181199999999996,care,2457,0.0,0.36050000000000004,2
57,2456,0.6231199999999997,forage,,,,
57,2470,0.97632,care,2463,0.0,0.4365000000000001,6
57,2454,0.7773999999999999,forage,,,,
58,2460,0.7839999999999998,care,2459,0.0,0.4630000000000001,6
58,2464,0.9228799999999999,care,2461,0.0,0.379,1
58,2454,0.7726799999999998,forage,,,,
58,2458,0.9464799999999997,care,2459,0.5,0.4630000000000001,6
58,2452,0.6983999999999997,care,2459,0.0,0.4630000000000001,3
58,2450,0.8083999999999996,care,2463,0.0,0.4405000000000001,6
58,2448,0.6883999999999995,forage,,,,
58,2456,0.6183999999999996,forage,,,,
58,2470,0.9665999999999999,care,2463,0.0,0.4405000000000001,5
58,2466,0.9571999999999999,care,2467,0.5,0.40700000000000003,6
58,2462,0.6033999999999994,forage,,,,
59,2462,0.5985999999999994,forage,,,,
59,2456,0.6135999999999996,forage,,,,
59,2448,0.6835999999999994,forage,,,,
59,2466,0.9473999999999999,care,2467,0.5,0.34850000000000003,5
59,2452,0.6885999999999997,care,2459,0.0,0.4045000000000001,2
59,2464,0.8880799999999999,care,2461,0.0,0.4415,1
59,2458,0.9366799999999996,care,2459,0.5,0.4045000000000001,5
59,2470,0.9567999999999999,care,2463,0.0,0.4445000000000001,4
59,2450,0.7985999999999995,care,2463,0.0,0.4445000000000001,5
59,2460,0.7741999999999998,care,2461,0.5,0.4415,7
59,2454,0.9952,care,2457,0.0,0.36850000000000005,7
59,2468,0.7241999999999997,forage,,,,
60,2448,0.6787199999999994,forage,,,,
60,2468,0.7143199999999997,forage,,,,
60,2464,0.8531999999999998,care,2461,0.0,0.379,1
60,2460,0.7643199999999998,care,2461,0.5,0.379,6
60,2452,0.6787199999999997,care,2459,0.0,0.3460000000000001,1
60,2458,0.9267999999999996,care,2459,0.5,0.3460000000000001,4
60,2454,0.98532,care,2457,0.0,0.37250000000000005,6
60,2450,0.7887199999999995,care,2463,0.0,0.4485000000000001,4
60,2462,0.5937199999999994,forage,,,,
60,2456,0.6087199999999996,forage,,,,
60,2466,0.9375199999999999,care,2467,0.5,0.29000000000000004,4
60,2470,0.9469199999999999,care,2449,0.0,0.49250000000000016,7
61,2454,0.97536,care,2457,0.0,0.37650000000000006,5
61,2462,0.5887599999999994,forage,,,,
61,2452,0.6437599999999997,forage,,,,
61,2464,0.8182399999999999,forage,,,,
61,2450,0.7837599999999996,care,2463,0.0,0.4525000000000001,4
61,2470,0.9369599999999999,care,2449,0.0,0.49650000000000016,6
61,2468,0.7043599999999998,forage,,,,
61,2456,0.6037599999999996,forage,,,,
61,2458,0.9168399999999997,care,2453,0.0,0.5085000000000002,5
61,2460,0.7543599999999998,care,2461,0.5,0.3165,5
61,2448,0.6737599999999995,forage,,,,
61,2466,0.9275599999999999,care,2467,0.5,0.2315,3
62,2470,0.9269199999999999,care,2449,0.0,0.5005000000000002,5
62,2458,0.9067999999999996,care,2453,0.0,0.4500000000000002,4
62,2460,0.7443199999999998,care,2461,0.5,0.258,4
62,2454,0.96532,care,2457,0.0,0.38050000000000006,4
62,2456,0.5987199999999996,forage,,,,
62,2450,0.7737199999999995,care,2463,0.0,0.45650000000000013,3
62,2468,0.6943199999999997,forage,,,,
62,2462,0.5837199999999994,forage,,,,
62,2452,0.6337199999999996,forage,,,,
62,2448,0.6687199999999994,forage,,,,
63,2456,0.5935999999999996,forage,,,,
63,2464,0.7980799999999998,care,2453,0.0,0.4540000000000002,8
63,2454,0.9551999999999999,care,2457,0.0,0.38450000000000006,3
63,2470,0.9167999999999998,care,2449,0.0,0.5045000000000002,4
63,2448,0.6635999999999994,forage,,,,
63,2468,0.6841999999999997,forage,,,,
63,2452,0.6285999999999996,forage,,,,
63,2460,0.7341999999999997,forage,,,,
63,2458,0.8966799999999996,care,2453,0.0,0.4540000000000002,3
63,2462,0.5785999999999993,forage,,,,
63,2450,0.7635999999999995,care,2449,0.0,0.5045000000000002,6
64,2458,0.8864799999999996,care,2453,0.0,0.4580000000000002,2
64,2456,0.5883999999999996,forage,,,,
64,2468,0.6789999999999997,forage,,,,
64,2452,0.6233999999999996,forage,,,,
64,2470,0.9065999999999999,care,2449,0.0,0.5085000000000002,3
64,2454,0.945,care,2471,0.0,0.5575000000000001,6
64,2462,0.5733999999999994,forage,,,,
64,2448,0.6583999999999994,forage,,,,
64,2464,0.7878799999999998,care,2453,0.0,0.4580000000000002,7
64,2460,0.7239999999999998,forage,,,,
64,2450,0.7533999999999995,care,2449,0.0,0.5085000000000002,5
