tick,mother_id,child_id,r,benefit,cost,success,mother_lineage_id,child_lineage_id,is_own_child
0,2642,2643,0.5,0.008,0.03,True,5,5,True
0,2636,2637,0.5,0.008,0.03,True,2,2,True
0,2632,2633,0.5,0.008,0.03,True,0,0,True
1,2642,2643,0.5,0.008,0.03,True,5,5,True
2,2642,2643,0.5,0.008,0.03,True,5,5,True
2,2646,2637,0.0,0.016,0.04,True,7,2,False
3,2636,2647,0.0,0.032,0.04,True,2,7,False
4,2650,2635,0.0,0.04,0.05,True,9,1,False
5,2640,2635,0.0,0.008,0.055,True,4,1,False
5,2646,2647,0.5,0.016,0.04,True,7,7,True
6,2648,2645,0.0,0.056,0.06,True,8,6,False
6,2632,2645,0.0,0.0,0.055,True,0,6,False
6,2636,2655,0.0,0.056,0.04,True,2,11,False
9,2654,2655,0.5,0.024,0.075,True,11,11,True
12,2642,2649,0.0,0.10400000000000004,0.07,True,5,8,False
13,2642,2649,0.0,0.008,0.03,True,5,8,False
16,2638,2635,0.0,0.08800000000000002,0.11,True,3,1,False
17,2650,2635,0.0,0.008,0.09,True,9,1,False
20,2634,2639,0.0,0.1680000000000001,0.13,True,1,3,False
21,2634,2639,0.0,0.008,0.03,True,1,3,False
21,2632,2643,0.0,0.15200000000000008,0.09999999999999999,True,0,5,False
21,2642,2653,0.0,0.1760000000000001,0.065,True,5,10,False
22,2634,2639,0.0,0.008,0.03,True,1,3,False
22,2632,2643,0.0,0.008,0.03,True,0,5,False
23,2638,2633,0.0,0.1840000000000001,0.06,True,3,0,False
23,2634,2651,0.0,0.19200000000000012,0.03,True,1,9,False
23,2632,2643,0.0,0.008,0.03,True,0,5,False
24,2634,2639,0.0,0.016,0.03,True,1,3,False
24,2646,2647,0.5,0.15200000000000008,0.12000000000000001,True,7,7,True
25,2654,2641,0.0,0.2,0.105,True,11,4,False
25,2650,2633,0.0,0.016,0.065,True,9,0,False
25,2644,2643,0.0,0.016,0.15500000000000003,True,6,5,False
25,2634,2651,0.0,0.016,0.03,True,1,9,False
26,2634,2639,0.0,0.016,0.03,True,1,3,False
26,2646,2655,0.0,0.13600000000000007,0.034999999999999996,True,7,11,False
27,2642,2645,0.0,0.1680000000000001,0.055,True,5,6,False
27,2648,2645,0.0,0.0,0.13,True,8,6,False
27,2634,2651,0.0,0.016,0.03,True,1,9,False
27,2646,2655,0.0,0.008,0.03,True,7,11,False
28,2634,2639,0.0,0.016,0.03,True,1,3,False
29,2634,2651,0.0,0.016,0.03,True,1,9,False
30,2650,2633,0.0,0.04,0.05,True,9,0,False
30,2634,2639,0.0,0.016,0.03,True,1,3,False
31,2650,2633,0.0,0.008,0.03,True,9,0,False
31,2634,2651,0.0,0.016,0.03,True,1,9,False
32,2634,2639,0.0,0.016,0.03,True,1,3,False
32,2644,2643,0.0,0.056,0.06,True,6,5,False
33,2632,2643,0.0,0.008,0.075,True,0,5,False
33,2646,2653,0.0,0.09600000000000003,0.055,True,7,10,False
33,2652,2633,0.0,0.016,0.19500000000000006,True,10,0,False
34,2652,2633,0.0,0.008,0.03,True,10,0,False
34,2646,2653,0.0,0.008,0.03,True,7,10,False
34,2632,2643,0.0,0.008,0.03,True,0,5,False
35,2646,2653,0.0,0.008,0.03,True,7,10,False
35,2632,2643,0.0,0.008,0.03,True,0,5,False
35,2652,2633,0.0,0.008,0.03,True,10,0,False
36,2646,2653,0.0,0.008,0.03,True,7,10,False
36,2632,2643,0.0,0.008,0.03,True,0,5,False
36,2652,2633,0.0,0.008,0.03,True,10,0,False
37,2632,2643,0.0,0.008,0.03,True,0,5,False
37,2646,2653,0.0,0.008,0.03,True,7,10,False
37,2652,2633,0.0,0.008,0.03,True,10,0,False
38,2646,2653,0.0,0.008,0.03,True,7,10,False
38,2632,2643,0.0,0.008,0.03,True,0,5,False
38,2652,2633,0.0,0.008,0.03,True,10,0,False
39,2652,2633,0.0,0.008,0.03,True,10,0,False
39,2650,2633,0.0,0.0,0.065,True,9,0,False
39,2640,2651,0.0,0.064,0.19500000000000006,True,4,9,False
40,2652,2633,0.0,0.008,0.03,True,10,0,False
40,2650,2633,0.0,0.0,0.03,True,9,0,False
41,2650,2633,0.0,0.008,0.03,True,9,0,False
41,2652,2633,0.0,0.0,0.03,True,10,0,False
42,2642,2633,0.0,0.008,0.09999999999999999,True,5,0,False
42,2650,2633,0.0,0.0,0.03,True,9,0,False
43,2632,2643,0.0,0.04,0.034999999999999996,True,0,5,False
44,2654,2641,0.0,0.1600000000000002,0.12000000000000001,True,11,4,False
47,2634,2639,0.0,0.12000000000000005,0.075,True,1,3,False
47,2638,2645,0.0,0.1600000000000001,0.14500000000000002,True,3,6,False
48,2646,2653,0.0,0.08000000000000002,0.055,True,7,10,False
48,2634,2651,0.0,0.07200000000000001,0.03,True,1,9,False
49,2634,2639,0.0,0.016,0.03,True,1,3,False
49,2646,2653,0.0,0.008,0.03,True,7,10,False
50,2640,2639,0.0,0.008,0.07999999999999999,True,4,3,False
50,2634,2651,0.0,0.016,0.03,True,1,9,False
50,2632,2643,0.0,0.056,0.06,True,0,5,False
51,2654,2641,0.0,0.056,0.06,True,11,4,False
51,2650,2633,0.0,0.07200000000000001,0.055,True,9,0,False
51,2640,2639,0.0,0.008,0.03,True,4,3,False
51,2644,2643,0.0,0.008,0.12000000000000001,True,6,5,False
53,2642,2633,0.0,0.016,0.06,True,5,0,False
53,2648,2643,0.0,0.016,0.15500000000000003,True,8,5,False
54,2648,2643,0.0,0.008,0.03,True,8,5,False
56,2636,2647,0.0,0.2,0.27500000000000013,True,2,7,False
56,2648,2643,0.0,0.016,0.03,True,8,5,False
56,2652,2633,0.0,0.024,0.05,True,10,0,False
57,2638,2649,0.0,0.2,0.075,True,3,8,False
57,2652,2633,0.0,0.008,0.03,True,10,0,False
57,2636,2647,0.0,0.06400000000000017,0.03,True,2,7,False
58,2652,2633,0.0,0.008,0.03,True,10,0,False
58,2640,2651,0.0,0.064,0.06,True,4,9,False
58,2646,2649,0.0,0.16000000000000025,0.07,True,7,8,False
58,2638,2649,0.0,0.0,0.03,True,3,8,False
58,2650,2633,0.0,0.0,0.06,True,9,0,False
59,2652,2633,0.0,0.008,0.03,True,10,0,False
59,2632,2649,0.0,0.008,0.07,True,0,8,False
59,2650,2633,0.0,0.0,0.03,True,9,0,False
60,2644,2649,0.0,0.008,0.07,True,6,8,False
60,2648,2643,0.0,0.032,0.03,True,8,5,False
60,2650,2633,0.0,0.008,0.03,True,9,0,False
61,2648,2643,0.0,0.008,0.03,True,8,5,False
62,2648,2643,0.0,0.008,0.03,True,8,5,False
63,2648,2643,0.0,0.008,0.03,True,8,5,False
64,2642,2639,0.0,0.10400000000000004,0.07999999999999999,True,5,3,False
64,2648,2643,0.0,0.008,0.03,True,8,5,False
65,2648,2643,0.0,0.008,0.03,True,8,5,False
65,2652,2633,0.0,0.04,0.034999999999999996,True,10,0,False
65,2642,2651,0.0,0.056,0.03,True,5,9,False
66,2652,2633,0.0,0.008,0.03,True,10,0,False
68,2640,2639,0.0,0.032,0.05,True,4,3,False
70,2640,2651,0.0,0.04,0.03,True,4,9,False
72,2648,2643,0.0,0.056,0.04,True,8,5,False
72,2640,2639,0.0,0.032,0.03,True,4,3,False
73,2636,2641,0.0,0.1760000000000001,0.09,True,2,4,False
73,2642,2639,0.0,0.008,0.034999999999999996,True,5,3,False
73,2648,2643,0.0,0.008,0.03,True,8,5,False
74,2648,2643,0.0,0.008,0.03,True,8,5,False
75,2648,2643,0.0,0.008,0.03,True,8,5,False
76,2648,2643,0.0,0.008,0.03,True,8,5,False
76,2642,2651,0.0,0.048,0.04,True,5,9,False
78,2632,2653,0.0,0.2,0.08499999999999999,True,0,10,False
79,2640,2635,0.0,0.2,0.034999999999999996,True,4,1,False
80,2650,2633,0.0,0.11200000000000004,0.09,True,9,0,False
80,2640,2635,0.0,0.2,0.03,True,4,1,False
81,2634,2637,0.0,0.2,0.14500000000000002,True,1,2,False
82,2642,2635,0.0,0.12000000000000038,0.055,True,5,1,False
84,2648,2643,0.0,0.064,0.034999999999999996,True,8,5,False
85,2648,2643,0.0,0.008,0.03,True,8,5,False
85,2632,2649,0.0,0.2,0.055,True,0,8,False
86,2648,2643,0.0,0.008,0.03,True,8,5,False
87,2648,2643,0.0,0.008,0.03,True,8,5,False
89,2640,2639,0.0,0.12800000000000006,0.055,True,4,3,False
89,2648,2643,0.0,0.016,0.03,True,8,5,False
89,2636,2641,0.0,0.12800000000000006,0.065,True,2,4,False
93,2634,2637,0.0,0.2,0.055,True,1,2,False
94,2646,2637,0.0,0.2,0.14500000000000002,True,7,2,False
94,2634,2637,0.0,0.13600000000000045,0.03,True,1,2,False
95,2654,2637,0.0,0.008,0.18000000000000005,True,11,2,False
96,2648,2643,0.0,0.056,0.04,True,8,5,False
97,2648,2643,0.0,0.008,0.03,True,8,5,False
98,2648,2643,0.0,0.008,0.03,True,8,5,False
99,2648,2643,0.0,0.008,0.03,True,8,5,False
101,2652,2670,0.0,0.016,0.16000000000000003,True,10,2,False
102,2650,2669,0.0,0.024,0.07,True,9,1,False
109,2648,2673,0.0,0.08000000000000002,0.034999999999999996,True,8,5,False
110,2660,2675,0.0,0.08800000000000002,0.065,True,4,7,False
111,2658,2672,0.0,0.09600000000000003,0.045,True,2,4,False
113,2666,2674,0.0,0.11200000000000004,0.075,True,10,6,False
114,2666,2674,0.0,0.008,0.03,True,10,6,False
115,2663,2670,0.0,0.11200000000000004,0.07,True,7,2,False
115,2648,2673,0.0,0.048,0.03,True,8,5,False
115,2660,2670,0.0,0.0,0.05,True,4,2,False
116,2657,2670,0.0,0.008,0.075,True,1,2,False
116,2658,2669,0.0,0.11200000000000004,0.05,True,2,1,False
117,2644,2676,0.0,0.14400000000000007,0.045,True,6,8,False
117,2648,2673,0.0,0.016,0.03,True,8,5,False
117,2658,2669,0.0,0.008,0.03,True,2,1,False
117,2665,2669,0.0,0.0,0.07999999999999999,True,9,1,False
117,2634,2669,0.25,0.0,0.07999999999999999,True,1,1,False
118,2666,2676,0.0,0.008,0.045,True,10,8,False
118,2654,2669,0.0,0.008,0.055,True,11,1,False
119,2659,2669,0.0,0.008,0.09999999999999999,True,3,1,False
