tick,mother_id,mother_energy,winner_domain,chosen_child_id,chosen_r,chosen_distress,chosen_distance,candidate_child_ids,candidate_r,candidate_distress,candidate_distance
6,14489,0.96776,care,14488,0.0,0.3165,4,14470;14472;14480;14484;14488;14490;14492;14496;14502;14506;14510;14518;14520,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2035;0.2035;0.2115;0.1530;0.3165;0.0905;0.1330;0.2780;0.3405;0.2155;0.1530;0.1530;0.0905,5;5;6;1;4;1;3;7;8;3;6;3;5
6,14485,0.96776,care,14486,0.5,0.0905,1,14482;14486;14494;14498;14502;14504;14516,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.0785;0.0905;0.0665;0.0705;0.3405;0.3405;0.2155,4;1;1;8;8;8;5
6,14511,0.96776,care,14512,0.5,0.0905,1,14468;14512,0.0000;0.5000,0.3990;0.0905,7;1
6,14519,0.96776,care,14488,0.0,0.3165,6,14470;14472;14480;14484;14488;14490;14492;14496;14502;14506;14510;14518;14520,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.2035;0.2035;0.2115;0.1530;0.3165;0.0905;0.1330;0.2780;0.3405;0.2155;0.1530;0.1530;0.0905,3;2;8;6;6;4;3;5;8;8;1;4;1
6,14481,0.96776,care,14494,0.0,0.0665,4,14470;14472;14476;14482;14486;14494;14496;14502;14514;14516,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2035;0.2035;0.0905;0.0785;0.0905;0.0665;0.2780;0.3405;0.2155;0.2155,7;8;8;1;5;4;5;5;8;6
6,14501,0.96776,care,14486,0.0,0.0905,4,14470;14482;14486;14494;14496;14502;14516,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.2035;0.0785;0.0905;0.0665;0.2780;0.3405;0.2155,8;1;4;3;6;5;5
6,14503,0.96776,care,14506,0.0,0.2155,5,14468;14484;14488;14502;14504;14506;14512,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.3990;0.1530;0.3165;0.3405;0.3405;0.2155;0.0905,5;7;8;5;5;5;7
6,14495,0.9427599999999999,care,14506,0.0,0.2155,4,14470;14472;14484;14488;14490;14492;14496;14502;14506;14510;14518;14520,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2035;0.2035;0.1530;0.3165;0.0905;0.1330;0.2780;0.3405;0.2155;0.1530;0.1530;0.0905,4;4;4;7;4;1;4;5;4;5;5;4
6,14483,0.99944,forage,,,,,14470;14472;14480;14484;14488;14490;14492;14496;14502;14504;14506;14510;14518;14520,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2035;0.2035;0.2115;0.1530;0.3165;0.0905;0.1330;0.2780;0.3405;0.3405;0.2155;0.1530;0.1530;0.0905,7;7;7;2;5;3;4;6;7;8;2;8;5;7
6,14479,0.8927599999999999,care,14488,0.0,0.3165,1,14480;14484;14488;14490;14492;14506;14510;14518;14520,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2115;0.1530;0.3165;0.0905;0.1330;0.2155;0.1530;0.1530;0.0905,3;4;1;4;8;4;6;3;8
6,14471,0.9177599999999999,care,14488,0.0,0.3165,5,14470;14472;14480;14484;14488;14490;14492;14496;14502;14506;14510;14518;14520,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2035;0.2035;0.2115;0.1530;0.3165;0.0905;0.1330;0.2780;0.3405;0.2155;0.1530;0.1530;0.0905,4;3;7;3;5;2;2;6;7;5;4;3;3
6,14509,0.96776,care,14502,0.0,0.3405,8,14470;14472;14480;14484;14488;14490;14492;14496;14502;14506;14510;14518;14520,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.2035;0.2035;0.2115;0.1530;0.3165;0.0905;0.1330;0.2780;0.3405;0.2155;0.1530;0.1530;0.0905,5;4;6;5;5;3;3;7;8;7;2;2;3
6,14515,0.99356,forage,,,,,14476;14478;14482;14486;14494;14496;14502;14508;14514;14516;14522,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.0905;0.1290;0.0785;0.0905;0.0665;0.2780;0.3405;0.0905;0.2155;0.2155;0.1530,6;7;3;6;4;8;7;8;6;3;8
7,14485,0.9370739277741267,care,14502,0.0,0.40700000000000003,8,14482;14486;14494;14498;14502;14504;14516,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.0825;0.0665;0.1330;0.0665;0.4070;0.4070;0.2195,4;1;1;8;8;8;5
7,14479,0.8621199999999999,care,14488,0.0,0.379,1,14480;14484;14488;14490;14492;14506;14510;14518;14520,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2155;0.2195;0.3790;0.0945;0.1995;0.1570;0.2195;0.2195;0.1570,3;4;1;4;8;4;6;3;8
7,14511,0.93712,care,14468,0.0,0.3405,7,14468;14512,0.0000;0.5000,0.3405;0.0665,7;1
7,14467,0.93712,care,14468,0.5,0.3405,5,14468;14512,0.5000;0.0000,0.3405;0.0665,5;3
7,14509,0.96212,care,14502,0.0,0.40700000000000003,7,14470;14472;14480;14484;14488;14490;14492;14496;14502;14506;14510;14518;14520,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.2700;0.2700;0.2155;0.2195;0.3790;0.0945;0.1995;0.3445;0.4070;0.1570;0.2195;0.2195;0.1570,4;3;7;4;5;2;2;6;7;6;3;3;2
7,14515,0.99292,forage,,,,,14476;14478;14482;14486;14494;14496;14502;14508;14514;14516;14522,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.0665;0.0705;0.0825;0.0665;0.1330;0.3445;0.4070;0.0945;0.1570;0.2195;0.0945,6;7;3;6;4;8;7;8;6;3;8
7,14493,0.9121199999999999,care,14502,0.0,0.40700000000000003,6,14482;14486;14494;14496;14502;14516,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.0825;0.0665;0.1330;0.3445;0.4070;0.2195,2;3;2;7;6;4
7,14517,0.96212,care,14488,0.0,0.379,1,14470;14472;14480;14484;14488;14490;14492;14506;14510;14518;14520,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.2700;0.2700;0.2155;0.2195;0.3790;0.0945;0.1995;0.1570;0.2195;0.2195;0.1570,8;7;3;2;1;2;6;3;6;3;6
7,14503,0.96212,care,14506,0.0,0.157,4,14468;14484;14488;14490;14502;14504;14506;14512,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.3405;0.2195;0.3790;0.0945;0.4070;0.4070;0.1570;0.0665,6;6;7;8;5;6;4;6
7,14501,0.96212,care,14486,0.0,0.0665,3,14482;14486;14494;14496;14498;14502;14504;14516,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.0825;0.0665;0.1330;0.3445;0.0665;0.4070;0.4070;0.2195,2;3;2;7;8;6;8;5
7,14481,0.96212,care,14494,0.0,0.133,3,14470;14476;14482;14486;14494;14496;14502;14514;14516,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2700;0.0665;0.0825;0.0665;0.1330;0.3445;0.4070;0.1570;0.2195,8;8;1;4;3;6;5;8;5
7,14487,0.96212,care,14502,0.0,0.40700000000000003,6,14470;14472;14480;14484;14488;14490;14492;14496;14502;14506;14510;14518;14520,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2700;0.2700;0.2155;0.2195;0.3790;0.0945;0.1995;0.3445;0.4070;0.1570;0.2195;0.2195;0.1570,3;2;8;4;6;3;1;5;6;6;3;4;2
7,14519,0.96212,care,14488,0.0,0.379,5,14470;14472;14480;14484;14488;14490;14492;14496;14502;14506;14510;14518;14520,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.2700;0.2700;0.2155;0.2195;0.3790;0.0945;0.1995;0.3445;0.4070;0.1570;0.2195;0.2195;0.1570,4;3;7;5;5;3;2;6;7;7;2;3;2
7,14491,0.9121199999999999,care,14488,0.0,0.379,4,14470;14472;14480;14484;14488;14490;14492;14496;14502;14506;14510;14518;14520,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2700;0.2700;0.2155;0.2195;0.3790;0.0945;0.1995;0.3445;0.4070;0.1570;0.2195;0.2195;0.1570,5;4;6;4;4;2;3;7;8;6;3;2;3
7,14471,0.9121199999999999,care,14502,0.0,0.40700000000000003,8,14470;14472;14480;14484;14488;14490;14492;14496;14502;14506;14510;14518;14520,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2700;0.2700;0.2155;0.2195;0.3790;0.0945;0.1995;0.3445;0.4070;0.1570;0.2195;0.2195;0.1570,5;4;6;3;4;1;3;7;8;5;4;2;3
7,14489,0.96212,care,14488,0.0,0.379,3,14470;14472;14480;14484;14488;14490;14492;14496;14506;14510;14518;14520,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2700;0.2700;0.2155;0.2195;0.3790;0.0945;0.1995;0.3445;0.1570;0.2195;0.2195;0.1570,6;5;5;1;3;1;4;8;3;6;3;5
7,14495,0.93712,care,14506,0.0,0.157,3,14470;14472;14480;14484;14488;14490;14492;14496;14502;14506;14510;14518;14520,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2700;0.2700;0.2155;0.2195;0.3790;0.0945;0.1995;0.3445;0.4070;0.1570;0.2195;0.2195;0.1570,5;5;8;3;6;3;2;5;6;3;6;4;5
7,14483,0.9938,self,,,,,14470;14472;14480;14484;14488;14490;14492;14496;14502;14504;14506;14510;14518;14520,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2700;0.2700;0.2155;0.2195;0.3790;0.0945;0.1995;0.3445;0.4070;0.4070;0.1570;0.2195;0.2195;0.1570,7;7;8;3;6;3;4;5;6;7;3;8;5;7
7,14505,0.96212,care,14488,0.0,0.379,1,14470;14472;14480;14484;14488;14490;14492;14506;14510;14518;14520,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.2700;0.2700;0.2155;0.2195;0.3790;0.0945;0.1995;0.1570;0.2195;0.2195;0.1570,8;7;4;2;1;2;6;2;7;4;6
7,14469,0.9121199999999999,care,14502,0.0,0.40700000000000003,4,14470;14472;14482;14484;14490;14492;14496;14502;14506;14510;14518;14520,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2700;0.2700;0.0825;0.2195;0.0945;0.1995;0.3445;0.4070;0.1570;0.2195;0.2195;0.1570,4;4;6;7;7;3;1;4;7;5;8;4
8,14489,0.9563999999999999,care,14488,0.0,0.4415,2,14470;14472;14480;14484;14488;14490;14492;14506;14510;14518;14520,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3365;0.2115;0.2195;0.2235;0.4415;0.1610;0.2660;0.1610;0.2860;0.2235;0.2235,7;6;4;1;2;2;5;2;7;4;6
8,14517,0.9313999999999999,care,14488,0.0,0.4415,1,14470;14472;14480;14484;14488;14490;14492;14506;14510;14518;14520,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.3365;0.2115;0.2195;0.2235;0.4415;0.1610;0.2660;0.1610;0.2860;0.2235;0.2235,8;7;3;2;1;2;6;3;6;3;6
8,14495,0.9313999999999999,care,14502,0.0,0.47350000000000003,7,14470;14472;14480;14484;14488;14490;14492;14496;14502;14504;14506;14510;14518;14520,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3365;0.2115;0.2195;0.2235;0.4415;0.1610;0.2660;0.4110;0.4735;0.4735;0.1610;0.2860;0.2235;0.2235,6;6;7;2;5;2;3;6;7;8;2;7;4;6
8,14501,0.9563999999999999,care,14502,0.5,0.47350000000000003,7,14482;14486;14494;14496;14498;14502;14504;14516,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.1490;0.1330;0.1995;0.4110;0.0705;0.4735;0.4735;0.2235,3;2;2;8;7;7;7;6
8,14503,0.9563999999999999,care,14502,0.0,0.47350000000000003,6,14468;14484;14488;14490;14492;14496;14502;14504;14506;14512,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.2820;0.2235;0.4415;0.1610;0.2660;0.4110;0.4735;0.4735;0.1610;0.1330,7;5;6;7;8;8;6;7;3;6
8,14493,0.9063999999999999,care,14502,0.0,0.47350000000000003,5,14470;14482;14486;14494;14496;14498;14502;14504;14516,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3365;0.1490;0.1330;0.1995;0.4110;0.0705;0.4735;0.4735;0.2235,8;2;4;3;6;8;5;8;5
8,14519,0.9563999999999999,care,14502,0.0,0.47350000000000003,8,14470;14472;14480;14484;14488;14490;14492;14496;14502;14506;14510;14518;14520,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.3365;0.2115;0.2195;0.2235;0.4415;0.1610;0.2660;0.4110;0.4735;0.1610;0.2860;0.2235;0.2235,5;4;6;5;5;3;3;7;8;7;2;2;3
8,14469,0.9063999999999999,care,14502,0.0,0.47350000000000003,3,14470;14472;14482;14484;14490;14492;14496;14502;14506;14510;14518;14520,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3365;0.2115;0.1490;0.2235;0.1610;0.2660;0.4110;0.4735;0.1610;0.2860;0.2235;0.2235,5;5;6;7;7;3;2;3;7;6;8;5
8,14467,0.9313999999999999,care,14468,0.5,0.28200000000000003,4,14468;14504;14512,0.5000;0.0000;0.0000,0.2820;0.4735;0.1330,4;8;4
8,14505,0.9313999999999999,care,14488,0.0,0.4415,1,14470;14472;14480;14484;14488;14490;14492;14506;14510;14518;14520,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.3365;0.2115;0.2195;0.2235;0.4415;0.1610;0.2660;0.1610;0.2860;0.2235;0.2235,8;7;4;2;1;2;6;2;7;4;6
8,14485,0.9313539277741266,care,14502,0.0,0.47350000000000003,7,14482;14486;14494;14496;14498;14502;14504;14516,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1490;0.1330;0.1995;0.4110;0.0705;0.4735;0.4735;0.2235,3;2;1;8;8;7;8;5
8,14509,0.9563999999999999,care,14502,0.0,0.47350000000000003,6,14470;14472;14480;14484;14488;14490;14492;14496;14502;14506;14510;14518;14520,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.3365;0.2115;0.2195;0.2235;0.4415;0.1610;0.2660;0.4110;0.4735;0.1610;0.2860;0.2235;0.2235,3;3;8;3;6;3;1;5;6;5;4;4;3
8,14481,0.9563999999999999,care,14502,0.0,0.47350000000000003,6,14482;14486;14494;14496;14502;14516,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1490;0.1330;0.1995;0.4110;0.4735;0.2235,2;3;2;7;6;4
8,14479,0.8313999999999998,care,14488,0.0,0.4415,1,14480;14484;14488;14490;14492;14506;14510;14518;14520,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2195;0.2235;0.4415;0.1610;0.2660;0.1610;0.2860;0.2235;0.2235,3;4;1;4;8;4;6;3;8
8,14483,0.99308,forage,,,,,14470;14472;14480;14484;14488;14490;14492;14496;14502;14504;14506;14510;14518;14520,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3365;0.2115;0.2195;0.2235;0.4415;0.1610;0.2660;0.4110;0.4735;0.4735;0.1610;0.2860;0.2235;0.2235,7;7;8;3;6;3;4;5;6;7;3;8;5;7
8,14515,0.99928,forage,,,,,14476;14478;14482;14486;14494;14496;14502;14508;14514;14516;14522,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.1330;0.0665;0.1490;0.1330;0.1995;0.4110;0.4735;0.0985;0.1915;0.2235;0.0985,6;7;3;6;4;8;7;8;6;3;8
8,14471,0.9063999999999999,care,14502,0.0,0.47350000000000003,7,14470;14472;14480;14484;14488;14490;14492;14496;14502;14506;14510;14518;14520,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3365;0.2115;0.2195;0.2235;0.4415;0.1610;0.2660;0.4110;0.4735;0.1610;0.2860;0.2235;0.2235,4;3;7;3;5;2;2;6;7;5;4;3;3
8,14487,0.9563999999999999,care,14502,0.0,0.47350000000000003,6,14470;14472;14484;14488;14490;14492;14496;14502;14506;14510;14518;14520,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3365;0.2115;0.2235;0.4415;0.1610;0.2660;0.4110;0.4735;0.1610;0.2860;0.2235;0.2235,2;2;4;7;4;1;4;6;6;3;5;2
8,14491,0.9063999999999999,care,14488,0.0,0.4415,3,14470;14472;14480;14484;14488;14490;14492;14496;14506;14510;14518;14520,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3365;0.2115;0.2195;0.2235;0.4415;0.1610;0.2660;0.4110;0.1610;0.2860;0.2235;0.2235,6;5;5;3;3;1;4;8;5;4;1;4
9,14501,0.9505999999999999,care,14502,0.5,0.41500000000000004,6,14482;14486;14494;14496;14498;14502;14504;14516,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.0905;0.1995;0.2660;0.3525;0.0745;0.4150;0.4150;0.2900,3;3;2;7;7;6;7;6
9,14493,0.9005999999999998,care,14502,0.0,0.41500000000000004,4,14470;14472;14482;14486;14494;14496;14498;14502;14504;14516,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.4030;0.2780;0.0905;0.1995;0.2660;0.3525;0.0745;0.4150;0.4150;0.2900,7;8;2;5;4;5;8;4;8;6
9,14503,0.9505999999999999,care,14502,0.0,0.41500000000000004,5,14468;14484;14488;14490;14492;14496;14502;14504;14506;14512;14518,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.2235;0.2275;0.5040;0.2275;0.3325;0.3525;0.4150;0.4150;0.1650;0.1995;0.2275,8;4;7;6;7;7;5;6;4;7;8
9,14491,0.9005999999999998,care,14488,0.0,0.504,2,14470;14472;14480;14484;14488;14490;14492;14506;14510;14518;14520,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.4030;0.2780;0.2235;0.2275;0.5040;0.2275;0.3325;0.1650;0.3525;0.2275;0.2275,7;6;4;2;2;1;5;4;5;2;5
9,14481,0.9505999999999999,care,14502,0.0,0.41500000000000004,5,14470;14482;14486;14494;14496;14502;14516,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.4030;0.0905;0.1995;0.2660;0.3525;0.4150;0.2900,8;1;4;3;6;5;5
9,14483,0.9922799999999999,forage,,,,,14470;14472;14480;14484;14488;14490;14492;14496;14502;14504;14506;14510;14518;14520,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.4030;0.2780;0.2235;0.2275;0.5040;0.2275;0.3325;0.3525;0.4150;0.4150;0.1650;0.3525;0.2275;0.2275,7;7;8;3;6;3;4;5;6;7;3;8;5;7
9,14505,0.9005999999999998,care,14488,0.0,0.504,1,14470;14472;14480;14484;14488;14490;14492;14506;14510;14518;14520,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.4030;0.2780;0.2235;0.2275;0.5040;0.2275;0.3325;0.1650;0.3525;0.2275;0.2275,8;7;4;2;1;2;6;2;7;4;6
9,14515,0.9934799999999999,self,,,,,14476;14478;14482;14486;14494;14496;14502;14514;14516,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.1995;0.0705;0.0905;0.1995;0.2660;0.3525;0.4150;0.2580;0.2900,7;8;2;5;3;7;6;7;4
9,14485,0.9255539277741266,care,14502,0.0,0.41500000000000004,6,14482;14486;14494;14496;14498;14502;14504;14516,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.0905;0.1995;0.2660;0.3525;0.0745;0.4150;0.4150;0.2900,2;3;2;7;8;6;8;5
9,14487,0.9505999999999999,care,14488,0.5,0.504,8,14470;14472;14482;14484;14488;14490;14492;14496;14502;14506;14510;14518;14520,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.4030;0.2780;0.0905;0.2275;0.5040;0.2275;0.3325;0.3525;0.4150;0.1650;0.3525;0.2275;0.2275,3;3;8;5;8;5;1;3;5;5;4;6;3
9,14517,0.9005999999999998,care,14488,0.0,0.504,1,14470;14472;14480;14484;14488;14490;14492;14506;14510;14518;14520,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.4030;0.2780;0.2235;0.2275;0.5040;0.2275;0.3325;0.1650;0.3525;0.2275;0.2275,8;7;3;2;1;2;6;3;6;3;6
9,14489,0.9505999999999999,care,14488,0.0,0.504,1,14470;14472;14480;14484;14488;14490;14492;14506;14510;14518;14520,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.4030;0.2780;0.2235;0.2275;0.5040;0.2275;0.3325;0.1650;0.3525;0.2275;0.2275,8;7;5;2;1;3;6;2;8;5;7
9,14509,0.9505999999999999,care,14502,0.0,0.41500000000000004,5,14470;14472;14484;14488;14490;14492;14496;14502;14506;14510;14518;14520,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.4030;0.2780;0.2275;0.5040;0.2275;0.3325;0.3525;0.4150;0.1650;0.3525;0.2275;0.2275,4;4;4;7;4;1;4;5;4;5;5;4
9,14519,0.9505999999999999,care,14502,0.0,0.41500000000000004,8,14470;14472;14480;14484;14488;14490;14492;14496;14502;14506;14510;14518;14520,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.4030;0.2780;0.2235;0.2275;0.5040;0.2275;0.3325;0.3525;0.4150;0.1650;0.3525;0.2275;0.2275,5;4;6;4;4;2;3;7;8;6;3;2;3
9,14467,0.9255999999999999,care,14504,0.0,0.41500000000000004,7,14468;14504;14512,0.5000;0.0000;0.0000,0.2235;0.4150;0.1995,3;7;5
9,14479,0.8005999999999998,care,14488,0.0,0.504,1,14480;14484;14488;14490;14492;14506;14510;14518;14520,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2235;0.2275;0.5040;0.2275;0.3325;0.1650;0.3525;0.2275;0.2275,3;4;1;4;8;4;6;3;8
