tick,agent_id,agent_type,lineage_id,generation,cause
99,6974,child,0,1,hunger
99,6976,child,1,1,hunger
99,6978,child,2,1,hunger
99,6980,child,3,1,hunger
99,6982,child,4,1,hunger
99,6984,child,5,1,hunger
99,6986,child,6,1,hunger
99,6988,child,7,1,hunger
99,6990,child,8,1,hunger
99,6992,child,9,1,hunger
99,6994,child,10,1,hunger
99,6996,child,11,1,hunger
175,7006,mother,9,1,starvation
199,7009,child,0,2,hunger
199,7010,child,1,2,hunger
199,7011,child,2,2,hunger
199,7012,child,3,2,hunger
199,7013,child,4,2,hunger
199,7014,child,5,2,hunger
199,7015,child,6,2,hunger
199,7016,child,7,2,hunger
199,7017,child,8,2,hunger
199,7018,child,9,2,hunger
199,7019,child,10,2,hunger
199,7020,child,11,2,hunger
202,7005,mother,8,1,starvation
207,7021,child,7,1,hunger
230,7003,mother,6,1,starvation
230,7007,mother,10,1,starvation
233,6989,mother,8,0,starvation
238,6979,mother,3,0,starvation
275,6987,mother,7,0,starvation
290,6975,mother,1,0,starvation
297,6999,mother,2,1,starvation
298,6995,mother,11,0,starvation
299,7034,child,0,3,hunger
299,7035,child,1,3,hunger
299,7036,child,2,3,hunger
299,7037,child,3,3,hunger
299,7038,child,4,3,hunger
299,7039,child,5,3,hunger
299,7040,child,6,3,hunger
299,7041,child,7,3,hunger
299,7042,child,8,3,hunger
299,7043,child,9,3,hunger
299,7044,child,10,3,hunger
299,7045,child,11,3,hunger
302,7002,mother,5,1,starvation
302,7004,mother,7,1,starvation
303,6991,mother,9,0,starvation
304,7001,mother,4,1,starvation
304,7025,mother,3,2,starvation
306,6983,mother,5,0,starvation
306,7022,mother,0,2,starvation
306,7023,mother,1,2,starvation
307,6993,mother,10,0,starvation
307,7008,mother,11,1,starvation
307,7047,child,7,2,hunger
308,7031,mother,9,2,starvation
309,6973,mother,0,0,starvation
311,7046,mother,7,1,starvation
322,6997,mother,0,1,starvation
331,6985,mother,6,0,starvation
340,7028,mother,6,2,starvation
345,7030,mother,8,2,starvation
346,7026,mother,4,2,starvation
349,6977,mother,2,0,starvation
351,7027,mother,5,2,starvation
367,7032,mother,10,2,starvation
371,7033,mother,11,2,starvation
377,6998,mother,1,1,starvation
377,7024,mother,2,2,starvation
389,7000,mother,3,1,starvation
399,7060,child,0,4,hunger
399,7061,child,1,4,hunger
399,7062,child,2,4,hunger
399,7063,child,3,4,hunger
399,7064,child,4,4,hunger
399,7065,child,5,4,hunger
399,7066,child,6,4,hunger
399,7067,child,7,4,hunger
399,7068,child,8,4,hunger
399,7069,child,9,4,hunger
399,7070,child,10,4,hunger
399,7071,child,11,4,hunger
403,7029,mother,7,2,starvation
404,7052,mother,4,3,starvation
407,7073,child,7,3,hunger
412,7048,mother,0,3,starvation
422,6981,mother,4,0,starvation
429,7058,mother,10,3,starvation
434,7049,mother,1,3,starvation
435,7054,mother,6,3,starvation
438,7057,mother,9,3,starvation
439,7051,mother,3,3,starvation
441,7059,mother,11,3,starvation
459,7055,mother,7,3,starvation
475,7072,mother,7,2,starvation
477,7056,mother,8,3,starvation
498,7076,mother,2,4,starvation
499,7086,child,0,5,hunger
499,7087,child,1,5,hunger
499,7088,child,2,5,hunger
499,7089,child,3,5,hunger
499,7090,child,4,5,hunger
