tick,mother_id,child_id,r,benefit,cost,success,mother_lineage_id,child_lineage_id,is_own_child
0,374,375,0.5,0.0092,0.03,True,2,2,True
0,370,371,0.5,0.0092,0.03,True,0,0,True
0,382,383,0.5,0.0092,0.03,True,6,6,True
0,386,383,0.0,0.0,0.03,True,8,6,False
0,388,389,0.5,0.0092,0.03,True,9,9,True
0,376,377,0.5,0.0092,0.03,True,3,3,True
1,386,387,0.5,0.0184,0.03,True,8,8,True
2,386,383,0.0,0.0184,0.03,True,8,6,False
3,386,383,0.0,0.0092,0.03,True,8,6,False
3,390,377,0.0,0.0276,0.045,True,10,3,False
3,384,371,0.0,0.0276,0.045,True,7,0,False
3,382,387,0.0,0.0184,0.04,True,6,8,False
4,370,373,0.0,0.046,0.045,True,0,1,False
4,384,371,0.0,0.0092,0.03,True,7,0,False
4,386,383,0.0,0.0092,0.03,True,8,6,False
5,382,383,0.5,0.0092,0.034999999999999996,True,6,6,True
5,384,371,0.0,0.0092,0.03,True,7,0,False
5,390,391,0.5,0.0552,0.034999999999999996,True,10,10,True
5,388,389,0.5,0.046,0.034999999999999996,True,9,9,True
6,384,371,0.0,0.0092,0.03,True,7,0,False
7,380,381,0.5,0.0736,0.065,True,5,5,True
7,374,381,0.0,0.0,0.06,True,2,5,False
7,392,379,0.0,0.0736,0.065,True,11,4,False
7,384,371,0.0,0.0092,0.03,True,7,0,False
8,386,387,0.5,0.046,0.03,True,8,8,True
8,384,371,0.0,0.0092,0.03,True,7,0,False
9,384,371,0.0,0.0092,0.03,True,7,0,False
10,384,371,0.0,0.0092,0.03,True,7,0,False
10,386,383,0.0,0.046,0.034999999999999996,True,8,6,False
10,390,391,0.5,0.046,0.04,True,10,10,True
10,370,379,0.0,0.0276,0.055,True,0,4,False
11,372,371,0.0,0.0092,0.08499999999999999,True,1,0,False
11,388,389,0.5,0.0552,0.03,True,9,9,True
11,386,387,0.5,0.0276,0.03,True,8,8,True
11,370,379,0.0,0.0092,0.03,True,0,4,False
11,384,371,0.0,0.0,0.03,True,7,0,False
12,392,393,0.5,0.1196,0.05,True,11,11,True
12,386,383,0.0,0.0184,0.03,True,8,6,False
12,374,375,0.5,0.1104,0.05,True,2,2,True
12,370,379,0.0,0.0092,0.03,True,0,4,False
12,384,371,0.0,0.0092,0.03,True,7,0,False
13,370,379,0.0,0.0092,0.03,True,0,4,False
13,384,371,0.0,0.0092,0.03,True,7,0,False
14,384,371,0.0,0.0092,0.03,True,7,0,False
15,386,387,0.5,0.0368,0.034999999999999996,True,8,8,True
15,384,371,0.0,0.0092,0.03,True,7,0,False
15,382,387,0.0,0.0,0.034999999999999996,True,6,8,False
