tick,agent_id,agent_type,lineage_id,generation,cause
61,370,mother,0,0,starvation
98,392,mother,11,0,starvation
99,371,child,0,1,hunger
99,373,child,1,1,hunger
99,375,child,2,1,hunger
99,377,child,3,1,hunger
99,379,child,4,1,hunger
99,381,child,5,1,hunger
99,383,child,6,1,hunger
99,385,child,7,1,hunger
99,387,child,8,1,hunger
99,389,child,9,1,hunger
99,391,child,10,1,hunger
99,393,child,11,1,hunger
106,374,mother,2,0,starvation
123,382,mother,6,0,starvation
134,396,mother,2,1,starvation
139,384,mother,7,0,starvation
140,380,mother,5,0,starvation
152,372,mother,1,0,starvation
158,376,mother,3,0,starvation
159,378,mother,4,0,starvation
196,402,mother,8,1,starvation
199,406,child,9,1,hunger
199,407,child,0,2,hunger
199,408,child,1,2,hunger
199,409,child,2,2,hunger
199,410,child,3,2,hunger
199,411,child,4,2,hunger
199,412,child,5,2,hunger
199,413,child,6,2,hunger
199,414,child,7,2,hunger
199,415,child,8,2,hunger
199,416,child,9,2,hunger
199,417,child,10,2,hunger
199,418,child,11,2,hunger
204,400,mother,6,1,starvation
205,390,mother,10,0,starvation
213,399,mother,5,1,starvation
219,394,mother,0,1,starvation
225,419,child,10,1,hunger
226,397,mother,3,1,starvation
226,398,mother,4,1,starvation
260,403,mother,9,1,starvation
288,401,mother,7,1,starvation
291,386,mother,8,0,starvation
293,432,mother,11,2,starvation
298,395,mother,1,1,starvation
299,433,child,9,2,hunger
299,434,child,9,2,hunger
299,435,child,0,3,hunger
299,436,child,1,3,hunger
299,437,child,2,3,hunger
299,438,child,3,3,hunger
299,439,child,4,3,hunger
299,440,child,5,3,hunger
299,441,child,6,3,hunger
299,442,child,7,3,hunger
299,443,child,8,3,hunger
299,444,child,9,3,hunger
299,445,child,10,3,hunger
299,446,child,11,3,hunger
301,427,mother,6,2,starvation
306,447,child,9,1,hunger
310,388,mother,9,0,starvation
310,421,mother,0,2,starvation
319,423,mother,2,2,starvation
324,428,mother,7,2,starvation
325,449,child,10,2,hunger
326,424,mother,3,2,starvation
326,425,mother,4,2,starvation
326,426,mother,5,2,starvation
326,429,mother,8,2,starvation
349,448,mother,10,1,starvation
367,430,mother,9,2,starvation
394,422,mother,1,2,starvation
395,420,mother,9,1,starvation
399,405,mother,11,1,starvation
399,464,child,9,3,hunger
399,465,child,9,3,hunger
399,466,child,0,4,hunger
399,467,child,1,4,hunger
399,468,child,2,4,hunger
399,469,child,3,4,hunger
399,470,child,4,4,hunger
399,471,child,5,4,hunger
399,472,child,6,4,hunger
399,473,child,7,4,hunger
399,474,child,8,4,hunger
399,475,child,9,4,hunger
399,476,child,10,4,hunger
399,477,child,11,4,hunger
406,479,child,9,2,hunger
406,480,child,9,2,hunger
407,450,mother,9,2,starvation
410,458,mother,6,3,starvation
422,481,child,10,2,hunger
425,431,mother,10,2,starvation
425,483,child,10,3,hunger
426,451,mother,9,2,starvation
426,453,mother,1,3,starvation
426,455,mother,3,3,starvation
426,456,mother,4,3,starvation
426,457,mother,5,3,starvation
427,482,mother,10,2,starvation
458,460,mother,8,3,starvation
468,478,mother,9,1,starvation
469,454,mother,2,3,starvation
472,404,mother,10,1,starvation
472,461,mother,9,3,starvation
476,463,mother,11,3,starvation
490,459,mother,7,3,starvation
495,484,mother,9,3,starvation
499,498,child,9,4,hunger
499,499,child,9,4,hunger
499,500,child,0,5,hunger
499,501,child,1,5,hunger
499,502,child,2,5,hunger
499,503,child,3,5,hunger
