tick,mother_id,mother_energy,winner_domain,chosen_child_id,chosen_r,chosen_distress,chosen_distance
31,44,0.7527599999999998,care,45,0.5,0.3405000000000001,5
31,38,0.6877599999999997,care,39,0.5,0.19550000000000006,3
31,54,0.8445599999999999,care,55,0.5,0.28600000000000003,4
31,48,0.6571599999999997,care,41,0.0,0.0665,4
31,42,0.6727599999999997,care,59,0.0,0.31400000000000006,7
31,58,0.7627599999999998,care,45,0.0,0.3405000000000001,6
31,36,0.7327599999999997,care,39,0.0,0.19550000000000006,2
31,50,0.7527599999999998,care,39,0.0,0.19550000000000006,3
31,52,0.6956399999999997,care,49,0.0,0.4415,1
32,54,0.8369199999999999,care,55,0.5,0.2275,3
32,56,0.8301199999999996,care,43,0.0,0.3165,1
32,42,0.6651199999999997,care,59,0.0,0.25550000000000006,6
32,48,0.6495199999999998,care,49,0.5,0.504,8
32,52,0.6629999999999997,care,49,0.0,0.504,1
33,54,0.8291999999999998,care,49,0.0,0.4415,7
33,52,0.6302799999999996,care,49,0.0,0.4415,1
33,56,0.7973999999999996,care,43,0.0,0.379,1
33,48,0.6417999999999997,care,49,0.5,0.4415,7
33,42,0.6573999999999997,care,59,0.0,0.19700000000000004,5
34,54,0.8213999999999998,care,49,0.0,0.379,6
34,56,0.7645999999999995,care,43,0.0,0.4415,1
34,52,0.5974799999999996,care,49,0.0,0.379,1
34,48,0.6339999999999997,care,49,0.5,0.379,6
34,42,0.6495999999999996,care,59,0.0,0.26350000000000007,4
35,44,0.7217199999999997,care,59,0.0,0.33000000000000007,6
35,52,0.5645999999999995,forage,,,,
35,38,0.6667199999999996,care,59,0.0,0.33000000000000007,5
35,42,0.6417199999999996,care,43,0.5,0.504,8
35,56,0.7317199999999995,care,43,0.0,0.504,1
35,50,0.7217199999999997,care,45,0.0,0.10650000000000007,3
35,48,0.6261199999999997,care,49,0.5,0.3165,5
35,58,0.7317199999999997,care,45,0.0,0.10650000000000007,2
35,36,0.6817199999999997,care,59,0.0,0.33000000000000007,6
35,54,0.8135199999999998,care,49,0.0,0.3165,5
36,52,0.5566399999999996,forage,,,,
36,42,0.6337599999999997,care,43,0.5,0.4415,7
36,54,0.8055599999999998,care,55,0.5,0.36850000000000005,5
36,36,0.6787599999999997,care,59,0.0,0.3340000000000001,6
36,56,0.6987599999999995,care,43,0.0,0.4415,1
36,44,0.7137599999999997,care,59,0.0,0.3340000000000001,5
36,38,0.6587599999999997,care,59,0.0,0.3340000000000001,4
36,50,0.7137599999999997,care,59,0.0,0.3340000000000001,6
36,58,0.7287599999999997,care,59,0.5,0.3340000000000001,4
37,54,0.7975199999999998,care,55,0.5,0.31000000000000005,4
37,52,0.5485999999999995,forage,,,,
37,58,0.7207199999999997,care,59,0.5,0.2755000000000001,3
37,42,0.6257199999999996,care,43,0.5,0.379,6
37,38,0.6507199999999996,care,59,0.0,0.2755000000000001,3
37,56,0.6657199999999994,care,43,0.0,0.379,1
37,44,0.7107199999999997,care,59,0.0,0.2755000000000001,5
37,36,0.6757199999999997,care,59,0.0,0.2755000000000001,6
37,50,0.7057199999999997,care,59,0.0,0.2755000000000001,5
38,48,0.6019999999999996,forage,,,,
38,42,0.6175999999999996,care,43,0.5,0.3165,5
38,58,0.7125999999999997,care,59,0.5,0.21700000000000005,2
38,54,0.7893999999999998,care,55,0.5,0.25150000000000006,3
38,56,0.6325999999999994,forage,,,,
38,52,0.5454799999999995,forage,,,,
38,36,0.6725999999999996,care,51,0.0,0.38050000000000006,5
38,50,0.6975999999999997,care,59,0.0,0.21700000000000005,4
38,38,0.6425999999999996,care,51,0.0,0.38050000000000006,5
38,44,0.7025999999999997,care,59,0.0,0.21700000000000005,4
39,48,0.5937999999999997,forage,,,,
39,52,0.7922799999999995,care,53,0.5,0.30600000000000005,4
39,58,0.7043999999999997,care,51,0.0,0.44700000000000006,6
39,38,0.6343999999999996,care,51,0.0,0.44700000000000006,4
39,44,0.6993999999999997,care,51,0.0,0.44700000000000006,6
39,36,0.6643999999999997,care,51,0.0,0.44700000000000006,4
39,50,0.6893999999999997,care,59,0.0,0.15850000000000006,3
40,50,0.6811199999999997,care,51,0.5,0.45100000000000007,6
40,36,0.6561199999999997,care,51,0.0,0.45100000000000007,3
40,44,0.6911199999999997,care,51,0.0,0.45100000000000007,5
40,38,0.6261199999999997,care,51,0.0,0.45100000000000007,3
40,58,0.6961199999999997,care,51,0.0,0.45100000000000007,5
41,58,0.6877599999999997,care,51,0.0,0.39250000000000007,4
41,36,0.6477599999999997,care,51,0.0,0.39250000000000007,2
41,50,0.6727599999999997,care,51,0.5,0.39250000000000007,5
41,44,0.6827599999999997,care,51,0.0,0.39250000000000007,4
41,38,0.6177599999999996,care,51,0.0,0.39250000000000007,2
41,42,0.8527599999999996,care,57,0.0,0.36450000000000005,7
41,56,0.6077599999999994,care,57,0.5,0.36450000000000005,5
41,54,0.7645599999999998,care,49,0.0,0.2155,5
42,44,0.6743199999999997,care,51,0.0,0.3340000000000001,3
42,58,0.6793199999999997,care,59,0.5,0.3580000000000001,4
42,54,0.7561199999999998,care,49,0.0,0.2195,4
42,56,0.5993199999999994,care,57,0.5,0.30600000000000005,4
42,42,0.8443199999999996,care,57,0.0,0.30600000000000005,6
42,50,0.6643199999999997,care,51,0.5,0.3340000000000001,4
42,36,0.6393199999999997,care,51,0.0,0.3340000000000001,1
42,38,0.6093199999999996,care,51,0.0,0.3340000000000001,1
43,36,0.6057999999999997,forage,,,,
43,38,0.5757999999999996,forage,,,,
43,54,0.7475999999999998,care,49,0.0,0.161,3
43,58,0.6707999999999997,care,59,0.5,0.2995000000000001,3
43,50,0.6557999999999997,care,45,0.0,0.32600000000000007,3
43,44,0.6657999999999997,care,51,0.0,0.1915,2
44,58,0.6621999999999997,care,59,0.5,0.24100000000000008,2
44,38,0.5671999999999996,care,45,0.0,0.39250000000000007,4
44,52,0.7250799999999995,care,45,0.0,0.39250000000000007,8
44,54,0.7389999999999998,care,55,0.5,0.5255000000000001,7
44,36,0.6021999999999996,care,45,0.0,0.39250000000000007,6
44,50,0.6471999999999997,care,45,0.0,0.39250000000000007,2
44,44,0.6571999999999997,care,45,0.5,0.39250000000000007,5
45,50,0.6385199999999996,care,45,0.0,0.3340000000000001,1
45,38,0.5585199999999996,care,45,0.0,0.3340000000000001,3
45,58,0.6535199999999997,care,59,0.5,0.18250000000000008,1
45,36,0.5935199999999996,care,45,0.0,0.3340000000000001,5
45,52,0.7163999999999995,care,45,0.0,0.3340000000000001,7
45,44,0.6485199999999997,care,45,0.5,0.3340000000000001,4
45,54,0.7303199999999997,care,55,0.5,0.4670000000000001,6
46,44,0.6397599999999997,care,45,0.5,0.1915,3
46,38,0.5497599999999996,care,45,0.0,0.1915,2
46,52,0.7076399999999995,care,45,0.0,0.1915,6
46,36,0.5847599999999996,care,45,0.0,0.1915,4
46,54,0.7215599999999998,care,55,0.5,0.4085000000000001,5
46,50,0.6047599999999996,care,39,0.0,0.43100000000000005,6
46,58,0.6197599999999996,care,39,0.0,0.43100000000000005,5
47,36,0.5759199999999997,care,45,0.0,0.1955,4
47,48,0.7603199999999997,care,55,0.0,0.3500000000000001,8
47,38,0.5459199999999996,care,37,0.0,0.45100000000000007,8
47,44,0.6359199999999997,care,45,0.5,0.1955,3
47,58,0.6109199999999997,care,39,0.0,0.43500000000000005,4
47,54,0.7127199999999998,care,55,0.5,0.3500000000000001,4
47,50,0.5959199999999997,care,39,0.0,0.43500000000000005,5
48,54,0.7037999999999998,care,53,0.0,0.3365,8
48,36,0.5719999999999996,care,37,0.5,0.45500000000000007,6
48,48,0.7513999999999996,care,55,0.0,0.2915000000000001,7
48,50,0.5869999999999996,care,39,0.0,0.37650000000000006,4
48,44,0.6269999999999997,care,37,0.0,0.45500000000000007,8
48,52,0.6898799999999995,care,53,0.5,0.3365,5
48,46,0.8119999999999996,care,53,0.0,0.3365,7
48,58,0.6019999999999996,care,39,0.0,0.37650000000000006,3
48,38,0.5369999999999996,care,37,0.0,0.45500000000000007,7
49,50,0.5779999999999996,care,39,0.0,0.31800000000000006,3
49,36,0.5629999999999996,care,37,0.5,0.3965000000000001,5
49,48,0.7423999999999996,care,55,0.0,0.3580000000000001,6
49,54,0.6947999999999998,care,53,0.0,0.278,7
49,58,0.5929999999999996,care,39,0.0,0.31800000000000006,2
49,38,0.5279999999999996,care,37,0.0,0.3965000000000001,6
49,44,0.6179999999999997,care,37,0.0,0.3965000000000001,8
50,40,0.6039199999999997,forage,,,,
50,48,0.7333199999999996,care,55,0.0,0.4245000000000001,5
50,50,0.5689199999999996,care,39,0.0,0.32200000000000006,2
50,54,0.6857199999999998,care,53,0.0,0.2195,6
50,38,0.5189199999999996,care,37,0.0,0.3380000000000001,5
50,46,0.7939199999999996,care,53,0.0,0.2195,5
50,58,0.5839199999999997,care,39,0.0,0.32200000000000006,1
50,36,0.5539199999999996,care,37,0.5,0.3380000000000001,4
50,44,0.6089199999999997,care,37,0.0,0.3380000000000001,7
51,52,0.6626399999999995,care,53,0.5,0.161,2
51,48,0.7241599999999996,care,55,0.0,0.4910000000000001,4
51,54,0.6765599999999997,care,53,0.0,0.161,5
51,40,0.5997599999999996,care,47,0.0,0.403,5
51,46,0.7847599999999996,care,47,0.5,0.403,6
52,46,0.7755199999999995,care,47,0.5,0.34450000000000003,5
52,54,0.6673199999999997,care,55,0.5,0.5575000000000001,7
52,48,0.7149199999999996,care,55,0.0,0.5575000000000001,3
52,52,0.6533999999999994,care,53,0.5,0.10250000000000001,1
52,40,0.5905199999999996,care,47,0.0,0.34450000000000003,4
53,44,0.5911999999999996,forage,,,,
53,38,0.5061999999999995,forage,,,,
53,46,0.7661999999999995,care,47,0.5,0.28600000000000003,4
53,50,0.5511999999999996,forage,,,,
53,52,0.6190799999999994,care,49,0.0,0.47350000000000003,3
53,48,0.7055999999999996,care,55,0.0,0.4990000000000001,2
53,42,0.7211999999999995,care,59,0.0,0.3020000000000001,7
53,58,0.5411999999999996,forage,,,,
53,54,0.6579999999999997,care,55,0.5,0.4990000000000001,6
54,52,0.6096799999999994,care,49,0.0,0.54,2
54,40,0.5717999999999996,forage,,,,
54,54,0.6485999999999997,care,55,0.5,0.4405000000000001,5
54,46,0.7567999999999996,care,47,0.5,0.2275,3
54,48,0.6961999999999996,care,55,0.0,0.4405000000000001,1
54,50,0.5467999999999996,forage,,,,
54,58,0.5367999999999996,forage,,,,
54,44,0.5867999999999997,forage,,,,
54,56,0.7267999999999993,care,43,0.0,0.3365,5
54,42,0.7117999999999995,care,59,0.0,0.3060000000000001,6
54,38,0.4967999999999995,forage,,,,
55,58,0.5323199999999996,forage,,,,
55,46,0.7473199999999995,care,47,0.5,0.169,2
55,42,0.7023199999999995,care,59,0.0,0.3100000000000001,5
55,52,0.6001999999999994,care,49,0.0,0.544,1
55,40,0.5623199999999996,care,41,0.5,0.4125000000000001,5
55,38,0.48731999999999953,forage,,,,
55,36,0.5123199999999996,forage,,,,
55,44,0.8323199999999996,care,59,0.0,0.3100000000000001,4
55,56,0.7173199999999993,care,43,0.0,0.403,4
55,54,0.6391199999999997,care,55,0.5,0.2820000000000001,4
55,50,0.5423199999999996,forage,,,,
55,48,0.6617199999999995,care,49,0.5,0.544,8
56,40,0.5527599999999996,care,41,0.5,0.3540000000000001,4
56,50,0.5377599999999996,forage,,,,
56,52,0.5656399999999994,care,49,0.0,0.4415,1
56,46,0.7377599999999995,care,41,0.0,0.3540000000000001,6
56,38,0.4827599999999995,forage,,,,
56,58,0.5277599999999996,forage,,,,
56,36,0.7577599999999995,care,51,0.0,0.30600000000000005,4
56,48,0.6521599999999995,care,49,0.5,0.4415,7
56,42,0.6927599999999995,care,59,0.0,0.3140000000000001,4
56,54,0.6295599999999997,care,49,0.0,0.4415,6
56,56,0.7077599999999993,care,43,0.0,0.46950000000000003,3
56,44,0.8227599999999996,care,59,0.0,0.3140000000000001,3
57,36,0.7481199999999996,care,51,0.0,0.31000000000000005,3
57,56,0.6981199999999993,care,43,0.0,0.536,2
57,52,0.5309999999999994,forage,,,,
57,48,0.6425199999999995,care,49,0.5,0.379,6
57,42,0.6831199999999995,care,43,0.5,0.536,8
57,38,0.7281199999999995,care,59,0.0,0.3180000000000001,5
57,50,0.5331199999999996,forage,,,,
57,44,0.8131199999999996,care,59,0.0,0.3180000000000001,2
57,58,0.5231199999999996,forage,,,,
57,54,0.6199199999999997,care,49,0.0,0.379,5
58,42,0.6733999999999994,care,43,0.5,0.47750000000000004,7
58,50,0.5283999999999995,forage,,,,
58,52,0.5212799999999993,forage,,,,
58,38,0.7183999999999995,care,59,0.0,0.3220000000000001,4
58,58,0.5183999999999995,forage,,,,
58,56,0.6883999999999992,care,43,0.0,0.47750000000000004,1
58,44,0.8033999999999996,care,59,0.0,0.3220000000000001,1
58,48,0.6377999999999995,care,49,0.5,0.383,6
58,36,0.7383999999999995,care,51,0.0,0.31400000000000006,2
58,54,0.6101999999999996,care,49,0.0,0.383,4
59,58,0.5135999999999995,forage,,,,
59,48,0.6279999999999994,care,49,0.5,0.3245,5
59,36,0.7285999999999995,care,45,0.0,0.36850000000000005,7
59,46,0.7085999999999995,care,41,0.0,0.3035000000000001,3
59,42,0.6635999999999994,care,43,0.5,0.379,6
59,54,0.6003999999999996,care,49,0.0,0.3245,3
59,38,0.7085999999999995,care,59,0.0,0.254,3
59,44,0.7685999999999995,care,45,0.5,0.36850000000000005,5
59,56,0.6535999999999992,care,43,0.0,0.379,1
59,52,0.5114799999999993,forage,,,,
59,50,0.5235999999999995,forage,,,,
59,40,0.5235999999999995,forage,,,,
60,58,0.5087199999999995,forage,,,,
60,36,0.7187199999999995,care,45,0.0,0.31000000000000005,6
60,44,0.7587199999999995,care,45,0.5,0.31000000000000005,4
60,50,0.5187199999999995,forage,,,,
60,54,0.5905199999999996,care,55,0.5,0.4895000000000001,7
60,42,0.6537199999999994,care,43,0.5,0.3165,5
60,52,0.5015999999999993,forage,,,,
60,48,0.6181199999999994,care,49,0.5,0.266,4
60,46,0.6987199999999995,care,41,0.0,0.3700000000000001,2
60,40,0.5137199999999995,forage,,,,
60,38,0.6987199999999995,care,37,0.0,0.3780000000000001,8
60,56,0.6187199999999992,forage,,,,
61,40,0.5037599999999995,forage,,,,
61,54,0.5805599999999996,care,55,0.5,0.4310000000000001,6
61,52,0.49163999999999924,forage,,,,
61,36,0.7087599999999995,care,45,0.0,0.25150000000000006,5
61,50,0.5137599999999996,care,37,0.0,0.4445000000000001,5
61,48,0.6081599999999995,care,55,0.0,0.4310000000000001,6
61,38,0.6887599999999995,care,37,0.0,0.4445000000000001,7
61,58,0.5037599999999995,care,37,0.0,0.4445000000000001,6
61,44,0.7487599999999995,care,45,0.5,0.25150000000000006,3
61,46,0.6887599999999995,care,41,0.0,0.4365000000000001,1
62,52,0.48659999999999926,forage,,,,
62,58,0.49371999999999955,care,37,0.0,0.5110000000000001,5
62,46,0.6537199999999994,care,47,0.5,0.38450000000000006,5
62,48,0.5981199999999994,care,55,0.0,0.3725000000000001,6
62,38,0.6787199999999994,care,37,0.0,0.5110000000000001,6
62,44,0.7387199999999995,care,45,0.5,0.19300000000000003,2
62,40,0.49871999999999955,forage,,,,
62,42,0.6337199999999994,care,57,0.0,0.36450000000000005,6
62,36,0.6987199999999995,care,45,0.0,0.19300000000000003,4
62,56,0.5987199999999991,care,57,0.5,0.36450000000000005,5
62,50,0.5037199999999995,care,37,0.0,0.5110000000000001,4
62,54,0.5705199999999996,care,55,0.5,0.3725000000000001,5
63,58,0.48359999999999953,care,37,0.0,0.5775000000000001,5
63,46,0.6435999999999994,care,47,0.5,0.32600000000000007,4
63,48,0.5929999999999994,care,55,0.0,0.3140000000000001,6
63,38,0.6685999999999994,care,37,0.0,0.5775000000000001,5
63,50,0.4935999999999995,care,37,0.0,0.5775000000000001,3
63,56,0.5885999999999991,care,57,0.5,0.30600000000000005,4
63,52,0.7314799999999992,care,41,0.0,0.3445000000000001,7
63,36,0.6885999999999994,care,37,0.5,0.5775000000000001,7
63,44,0.7285999999999995,care,59,0.0,0.3325,5
63,40,0.7435999999999996,care,41,0.5,0.3445000000000001,5
63,42,0.6235999999999994,care,57,0.0,0.30600000000000005,5
63,54,0.5603999999999996,care,55,0.5,0.3140000000000001,4
64,36,0.6783999999999994,care,37,0.5,0.5190000000000001,6
64,38,0.6583999999999994,care,37,0.0,0.5190000000000001,4
64,50,0.4833999999999995,care,37,0.0,0.5190000000000001,2
64,58,0.47339999999999954,care,37,0.0,0.5190000000000001,4
64,44,0.7183999999999995,care,59,0.0,0.399,4
65,54,0.5449199999999996,forage,,,,
65,36,0.6681199999999995,care,37,0.5,0.46050000000000013,5
65,50,0.4731199999999995,care,37,0.0,0.46050000000000013,1
65,58,0.46311999999999953,forage,,,,
65,48,0.5725199999999995,care,55,0.0,0.2595000000000001,4
65,44,0.7081199999999995,care,59,0.0,0.403,3
65,38,0.6481199999999995,care,37,0.0,0.46050000000000013,3
65,40,0.7231199999999997,care,41,0.5,0.2275000000000001,3
65,52,0.7109999999999993,care,41,0.0,0.2275000000000001,5
66,36,0.6627599999999995,care,59,0.0,0.46950000000000003,5
66,38,0.6377599999999994,care,59,0.0,0.46950000000000003,8
66,48,0.5671599999999994,forage,,,,
66,52,0.7006399999999993,care,41,0.0,0.1690000000000001,4
66,44,0.6977599999999995,care,59,0.0,0.46950000000000003,2
66,50,0.4377599999999995,forage,,,,
66,58,0.4527599999999995,forage,,,,
66,54,0.7895599999999996,care,53,0.0,0.36850000000000005,8
67,44,0.6873199999999995,care,59,0.0,0.536,1
67,38,0.6273199999999994,care,59,0.0,0.536,7
67,36,0.6523199999999995,care,59,0.0,0.536,4
67,50,0.4273199999999995,forage,,,,
67,52,0.6901999999999993,care,41,0.0,0.11050000000000008,3
67,48,0.5567199999999994,care,53,0.0,0.43500000000000005,8
67,54,0.7791199999999996,care,53,0.0,0.43500000000000005,7
67,58,0.4423199999999995,care,59,0.5,0.536,8
68,42,0.5717999999999994,care,59,0.0,0.4415,8
68,48,0.5461999999999995,care,53,0.0,0.5015000000000001,7
68,52,0.6796799999999993,care,53,0.5,0.5015000000000001,7
68,54,0.7685999999999996,care,53,0.0,0.5015000000000001,6
