tick,mother_id,child_id,r,benefit,cost,success
0,40,41,0.5,0.008,0.03,True
0,36,37,0.5,0.008,0.03,True
0,48,49,0.5,0.008,0.03,True
0,52,49,0.0,0.0,0.03,True
0,54,55,0.5,0.008,0.03,True
0,42,43,0.5,0.008,0.03,True
1,54,55,0.5,0.008,0.03,True
1,52,53,0.5,0.016,0.03,True
2,52,49,0.0,0.016,0.03,True
2,54,55,0.5,0.008,0.03,True
3,42,57,0.0,0.032,0.04,True
3,56,43,0.0,0.024,0.045,True
3,52,49,0.0,0.008,0.03,True
3,50,37,0.0,0.024,0.045,True
3,48,53,0.0,0.016,0.04,True
4,56,43,0.0,0.008,0.03,True
4,52,49,0.0,0.008,0.03,True
4,36,39,0.0,0.04,0.045,True
5,48,49,0.5,0.008,0.034999999999999996,True
5,54,55,0.5,0.024,0.034999999999999996,True
6,42,43,0.5,0.016,0.04,True
8,54,55,0.5,0.024,0.034999999999999996,True
8,56,57,0.5,0.04,0.045,True
8,52,53,0.5,0.04,0.03,True
9,40,47,0.0,0.08000000000000002,0.06,True
10,52,49,0.0,0.04,0.034999999999999996,True
10,50,37,0.0,0.056,0.06,True
11,50,37,0.0,0.008,0.03,True
11,56,43,0.0,0.04,0.04,True
12,52,53,0.5,0.032,0.034999999999999996,True
12,48,53,0.0,0.0,0.04,True
13,54,55,0.5,0.04,0.034999999999999996,True
14,48,49,0.5,0.032,0.034999999999999996,True
14,52,49,0.0,0.0,0.034999999999999996,True
14,56,57,0.5,0.048,0.04,True
14,38,37,0.0,0.024,0.09499999999999999,True
14,54,55,0.5,0.008,0.03,True
15,38,37,0.0,0.008,0.03,True
15,46,47,0.5,0.048,0.105,True
15,54,55,0.5,0.008,0.03,True
15,44,59,0.0,0.12800000000000006,0.105,True
16,48,53,0.0,0.032,0.034999999999999996,True
16,52,53,0.5,0.0,0.034999999999999996,True
16,42,57,0.0,0.016,0.055,True
16,38,37,0.0,0.008,0.03,True
17,56,43,0.0,0.048,0.04,True
17,38,37,0.0,0.008,0.03,True
18,40,47,0.0,0.024,0.07,True
18,48,49,0.5,0.032,0.034999999999999996,True
19,42,43,0.5,0.016,0.04,True
20,54,55,0.5,0.04,0.03,True
20,38,51,0.0,0.1680000000000001,0.04,True
20,46,41,0.0,0.1600000000000001,0.05,True
21,58,51,0.0,0.008,0.125,True
21,54,55,0.5,0.008,0.03,True
21,42,57,0.0,0.04,0.034999999999999996,True
22,48,53,0.0,0.048,0.04,True
22,54,55,0.5,0.008,0.03,True
23,48,53,0.0,0.008,0.03,True
24,48,53,0.0,0.008,0.03,True
25,40,47,0.0,0.056,0.06,True
25,48,53,0.0,0.008,0.03,True
25,56,43,0.0,0.048,0.04,True
26,44,45,0.5,0.2,0.07999999999999999,True
27,46,41,0.0,0.056,0.05,True
28,36,37,0.5,0.08800000000000002,0.14,True
28,56,57,0.5,0.056,0.04,True
30,40,41,0.5,0.024,0.05,True
30,52,49,0.0,0.09600000000000003,0.09,True
30,58,39,0.0,0.2,0.07,True
31,56,43,0.0,0.048,0.04,True
31,52,49,0.0,0.008,0.03,True
32,36,39,0.0,0.02400000000000012,0.045,True
32,56,43,0.0,0.008,0.03,True
32,52,49,0.0,0.008,0.03,True
33,52,49,0.0,0.008,0.03,True
33,56,43,0.0,0.008,0.03,True
34,56,43,0.0,0.008,0.03,True
34,52,49,0.0,0.008,0.03,True
35,56,43,0.0,0.008,0.03,True
36,56,43,0.0,0.008,0.03,True
36,46,47,0.5,0.08800000000000002,0.05,True
37,56,43,0.0,0.008,0.03,True
42,36,51,0.0,0.1680000000000001,0.05,True
42,52,53,0.5,0.13600000000000007,0.045,True
42,38,51,0.0,0.0,0.12000000000000001,True
44,46,47,0.5,0.064,0.06,True
44,48,49,0.5,0.08000000000000002,0.09,True
45,50,45,0.0,0.1680000000000002,0.17000000000000004,True
45,58,59,0.5,0.2,0.09499999999999999,True
48,42,43,0.5,0.08800000000000002,0.125,True
49,56,57,0.5,0.1680000000000001,0.055,True
50,58,39,0.0,0.14400000000000007,0.05,True
52,52,53,0.5,0.08000000000000002,0.07,True
54,48,55,0.0,0.2,0.065,True
55,52,49,0.0,0.08800000000000002,0.04,True
56,52,49,0.0,0.008,0.03,True
58,56,43,0.0,0.08000000000000002,0.055,True
58,44,59,0.0,0.1440000000000002,0.15000000000000002,True
59,56,43,0.0,0.008,0.03,True
61,46,41,0.0,0.2,0.09999999999999999,True
65,50,37,0.0,0.2,0.075,True
66,56,57,0.5,0.13600000000000007,0.05,True
67,44,59,0.0,0.07200000000000001,0.07,True
67,40,41,0.5,0.09600000000000017,0.07999999999999999,True
68,44,59,0.0,0.008,0.03,True
70,50,37,0.0,0.13600000000000023,0.034999999999999996,True
72,50,37,0.0,0.016,0.03,True
72,40,47,0.0,0.2,0.05,True
73,44,45,0.5,0.2,0.05,True
73,50,37,0.0,0.008,0.03,True
76,52,49,0.0,0.1600000000000001,0.09499999999999999,True
81,54,55,0.5,0.2,0.30000000000000016,True
85,56,43,0.0,0.2,0.075,True
92,52,49,0.0,0.12800000000000006,0.065,True
94,52,49,0.0,0.016,0.03,True
95,52,49,0.0,0.008,0.03,True
96,52,49,0.0,0.008,0.03,True
